ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Vidant Medical Center (NCEC),NCEC,TX1,2019-01-06 18:00:00,KI,3,8,26,174,174,219,0,1,2,5,5,2018,11
University of North Carolina Hospitals (NCMH),NCMH,TX1,2019-01-06 18:00:00,KI,1,7,14,197,197,158,0,1,0,22,22,2018,11
Sanford Bismarck Medical Center (NDMC),NDMC,TX1,2019-01-06 18:00:00,KI,2,5,2,54,54,43,0,0,0,0,0,2018,11
Sanford Medical Center Fargo (NDSL),NDSL,TX1,2019-01-06 18:00:00,KI,1,4,2,62,62,62,0,0,0,0,0,2018,11
The Nebraska Medical Center (NEUN),NEUN,TX1,2019-01-06 18:00:00,KI,6,10,31,289,289,321,0,0,3,18,18,2018,11
Mary Hitchcock Memorial Hospital (NHDH),NHDH,TX1,2019-01-06 18:00:00,KI,1,2,7,87,87,81,0,0,0,1,1,2018,11
Newark Beth Israel Medical Center (NJBI),NJBI,TX1,2019-01-06 18:00:00,KI,0,0,2,0,0,45,0,0,0,0,0,2018,11
Hackensack University Medical Center (NJHK),NJHK,TX1,2019-01-06 18:00:00,KI,1,3,5,105,105,28,0,0,0,6,6,2018,11
Our Lady of Lourdes Medical Center (NJLL),NJLL,TX1,2019-01-06 18:00:00,KI,1,4,6,84,84,77,0,0,0,0,0,2018,11
Robert Wood Johnson University Hospital (NJRW),NJRW,TX1,2019-01-06 18:00:00,KI,2,6,12,106,106,124,0,0,0,7,7,2018,11
Saint Barnabas Medical Center (NJSB),NJSB,TX1,2019-01-06 18:00:00,KI,9,25,77,769,769,595,0,0,0,24,24,2018,11
"University Hospital, University of New Mexico Health Sciences Center (NMAQ)",NMAQ,TX1,2019-01-06 18:00:00,KI,0,5,7,91,91,73,0,0,1,7,7,2018,11
Presbyterian Hospital (NMPH),NMPH,TX1,2019-01-06 18:00:00,KI,0,3,12,104,104,101,0,0,0,1,1,2018,11
University Medical Center of Southern Nevada (NVUM),NVUM,TX1,2019-01-06 18:00:00,KI,3,5,9,175,175,148,0,0,1,0,0,2018,11
Albany Medical Center Hospital (NYAM),NYAM,TX1,2019-01-06 18:00:00,KI,0,1,4,130,130,116,0,0,0,4,4,2018,11
Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC),NYCC,TX1,2019-01-06 18:00:00,KI,0,0,0,1,1,0,0,0,0,5,5,2018,11
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2019-01-06 18:00:00,KI,4,12,70,446,446,514,0,0,1,13,13,2018,11
"State University of New York, Downstate Medical Center (NYDS)",NYDS,TX1,2019-01-06 18:00:00,KI,2,9,19,108,108,66,0,0,2,3,3,2018,11
Erie County Medical Center (NYEC),NYEC,TX1,2019-01-06 18:00:00,KI,7,26,20,321,321,160,0,0,0,4,4,2018,11
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2019-01-06 18:00:00,KI,2,6,16,165,165,136,0,0,0,3,3,2018,11
Montefiore Medical Center (NYMA),NYMA,TX1,2019-01-06 18:00:00,KI,3,22,37,355,355,316,0,1,5,22,22,2018,11
Mount Sinai Medical Center (NYMS),NYMS,TX1,2019-01-06 18:00:00,KI,4,13,41,414,414,384,1,1,3,35,35,2018,11
North Shore University Hospital/Northwell Health (NYNS),NYNS,TX1,2019-01-06 18:00:00,KI,1,2,9,117,117,63,0,0,0,0,0,2018,11
New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY),NYNY,TX1,2019-01-06 18:00:00,KI,5,23,44,528,528,499,0,0,2,6,6,2018,11
University Hospital of State University of New York at Stony Brook (NYSB),NYSB,TX1,2019-01-06 18:00:00,KI,1,14,24,196,196,157,0,0,0,5,5,2018,11
New York University Medical Center (NYUC),NYUC,TX1,2019-01-06 18:00:00,KI,7,19,7,257,257,66,0,0,0,0,0,2018,11
State University of New York Upstate Medical University (NYUM),NYUM,TX1,2019-01-06 18:00:00,KI,8,17,10,214,214,122,0,0,2,10,10,2018,11
James J. Peters VA Medical Center (NYVA),NYVA,TX1,2019-01-06 18:00:00,KI,1,2,0,6,6,0,0,0,0,0,0,2018,11
Westchester Medical Center (NYWC),NYWC,TX1,2019-01-06 18:00:00,KI,2,6,7,101,101,63,1,1,0,8,8,2018,11
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2019-01-06 18:00:00,KI,8,21,34,325,325,336,1,1,1,11,11,2018,11
Nationwide Children's Hospital (OHCH),OHCH,TX1,2019-01-06 18:00:00,KI,0,0,0,0,0,0,0,0,3,15,15,2018,11
Children's Hospital Medical Center (OHCM),OHCM,TX1,2019-01-06 18:00:00,KI,0,0,0,2,2,12,0,0,2,57,57,2018,11
University of Toledo Medical Center (OHCO),OHCO,TX1,2019-01-06 18:00:00,KI,3,9,31,173,173,203,0,0,1,0,0,2018,11
Ohio State University Medical Center (OHOU),OHOU,TX1,2019-01-06 18:00:00,KI,4,23,63,527,527,432,0,0,0,0,0,2018,11
The Christ Hospital (OHTC),OHTC,TX1,2019-01-06 18:00:00,KI,0,0,8,143,143,115,0,0,0,0,0,2018,11
University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2019-01-06 18:00:00,KI,1,5,17,218,218,188,0,0,0,0,0,2018,11
University Hospitals of Cleveland (OHUH),OHUH,TX1,2019-01-06 18:00:00,KI,4,11,28,225,225,193,0,1,1,8,8,2018,11
Integris Baptist Medical Center (OKBC),OKBC,TX1,2019-01-06 18:00:00,KI,3,5,22,242,242,223,0,0,0,0,0,2018,11
Children's Hospital of Oklahoma (OKCM),OKCM,TX1,2019-01-06 18:00:00,KI,0,0,0,0,0,0,0,0,3,18,18,2018,11
OU Medical Center (OKMD),OKMD,TX1,2019-01-06 18:00:00,KI,0,2,9,86,86,77,0,0,0,0,0,2018,11
Saint Francis Hospital (OKSF),OKSF,TX1,2019-01-06 18:00:00,KI,0,7,10,76,76,96,0,0,0,0,0,2018,11
St John Medical Center (OKSJ),OKSJ,TX1,2019-01-06 18:00:00,KI,1,2,6,113,113,69,0,0,0,0,0,2018,11
Legacy Good Samaritan Hospital and Medical Center (ORGS),ORGS,TX1,2019-01-06 18:00:00,KI,5,11,20,220,220,176,0,0,0,0,0,2018,11
Oregon Health & Science University (ORUO),ORUO,TX1,2019-01-06 18:00:00,KI,6,7,13,220,220,198,0,0,0,26,26,2018,11
VA Portland Health Care System (ORVA),ORVA,TX1,2019-01-06 18:00:00,KI,1,3,4,100,100,108,0,0,0,0,0,2018,11
Albert Einstein Medical Center (PAAE),PAAE,TX1,2019-01-06 18:00:00,KI,2,3,23,157,157,154,0,0,0,0,0,2018,11
Allegheny General Hospital (PAAG),PAAG,TX1,2019-01-06 18:00:00,KI,6,13,15,233,233,170,0,0,0,0,0,2018,11
Crozer-Chester Medical Center (PACC),PACC,TX1,2019-01-06 18:00:00,KI,0,3,3,33,33,17,0,0,0,0,0,2018,11
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2019-01-06 18:00:00,KI,0,0,0,5,5,5,0,0,1,35,35,2018,11
Children's Hospital of Philadelphia (PACP),PACP,TX1,2019-01-06 18:00:00,KI,0,0,0,1,1,1,0,0,2,38,38,2018,11
Geisinger Medical Center (PAGM),PAGM,TX1,2019-01-06 18:00:00,KI,2,3,8,106,106,72,0,0,1,6,6,2018,11
Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2019-01-06 18:00:00,KI,1,4,11,58,58,68,0,0,0,13,13,2018,11
Pinnacle Health System at Harrisburg Hospital (PAHH),PAHH,TX1,2019-01-06 18:00:00,KI,0,4,15,90,90,97,0,0,0,0,0,2018,11
Hahnemann University Hospital (PAHM),PAHM,TX1,2019-01-06 18:00:00,KI,0,1,14,115,115,95,0,0,0,0,0,2018,11
The Lankenau Hospital (PALH),PALH,TX1,2019-01-06 18:00:00,KI,0,2,9,67,67,58,0,0,0,0,0,2018,11
Lehigh Valley Hospital (PALV),PALV,TX1,2019-01-06 18:00:00,KI,5,10,34,222,222,190,0,0,0,0,0,2018,11
UPMC Hamot (PAPH),PAPH,TX1,2019-01-06 18:00:00,KI,0,0,0,13,13,0,0,0,0,0,0,2018,11
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2019-01-06 18:00:00,KI,3,21,61,487,487,455,0,0,0,0,0,2018,11
St. Christopher's Hospital for Children (PASC),PASC,TX1,2019-01-06 18:00:00,KI,0,0,0,0,0,0,0,0,1,1,1,2018,11
Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2019-01-06 18:00:00,KI,3,7,21,231,231,219,0,0,0,0,0,2018,11
Temple University Hospital (PATU),PATU,TX1,2019-01-06 18:00:00,KI,2,3,13,109,109,91,0,0,0,0,0,2018,11
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2019-01-06 18:00:00,KI,4,21,40,459,459,446,0,0,0,0,0,2018,11
VA Pittsburgh Healthcare System (PAVA),PAVA,TX1,2019-01-06 18:00:00,KI,2,5,8,130,130,92,0,0,0,0,0,2018,11
Geisinger Wyoming Valley Medical Ctr (PAWV),PAWV,TX1,2019-01-06 18:00:00,KI,0,0,3,0,0,33,0,0,0,0,0,2018,11
Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2019-01-06 18:00:00,KI,3,11,23,190,190,216,0,0,0,1,1,2018,11
Rhode Island Hospital (RIRH),RIRH,TX1,2019-01-06 18:00:00,KI,0,6,10,127,127,114,0,0,1,6,6,2018,11
Medical University of South Carolina (SCMU),SCMU,TX1,2019-01-06 18:00:00,KI,4,18,53,504,504,414,0,0,2,17,17,2018,11
Avera McKennan Hospital (SDMK),SDMK,TX1,2019-01-06 18:00:00,KI,1,3,7,73,73,57,0,0,0,1,1,2018,11
Sanford Health/USD Medical Center (SDSV),SDSV,TX1,2019-01-06 18:00:00,KI,0,1,5,58,58,38,0,0,0,1,1,2018,11
Erlanger Medical Center (TNEM),TNEM,TX1,2019-01-06 18:00:00,KI,3,3,3,63,63,34,0,0,0,0,0,2018,11
Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2019-01-06 18:00:00,KI,0,0,0,0,0,0,2,2,4,15,15,2018,11
Methodist University Hospital (TNMH),TNMH,TX1,2019-01-06 18:00:00,KI,10,19,34,287,287,272,0,0,0,0,0,2018,11
Centennial Medical Center (TNPV),TNPV,TX1,2019-01-06 18:00:00,KI,3,3,24,28,28,100,0,0,0,0,0,2018,11
Saint Thomas Hospital (TNST),TNST,TX1,2019-01-06 18:00:00,KI,0,4,9,96,96,52,0,0,0,0,0,2018,11
University of Tennessee Medical Center at Knoxville (TNUK),TNUK,TX1,2019-01-06 18:00:00,KI,3,9,11,152,152,102,0,0,1,2,2,2018,11
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2019-01-06 18:00:00,KI,4,15,58,437,437,462,0,0,3,25,25,2018,11
Nashville Veterans Administration Hospital (TNVU),TNVU,VA1,2019-01-06 18:00:00,KI,1,3,8,50,50,52,0,0,0,0,0,2018,11
Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2019-01-06 18:00:00,KI,1,6,24,156,156,190,0,0,0,0,0,2018,11
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2019-01-06 18:00:00,KI,2,6,19,195,195,170,1,1,1,42,42,2018,11
Cook Children's Medical Center (TXCF),TXCF,TX1,2019-01-06 18:00:00,KI,0,0,0,0,0,0,2,2,3,28,28,2018,11
Children's Medical Center of Dallas (TXCM),TXCM,TX1,2019-01-06 18:00:00,KI,0,0,0,0,0,1,0,3,3,28,28,2018,11
Driscoll Children's Hospital (TXDC),TXDC,TX1,2019-01-06 18:00:00,KI,0,0,0,4,4,1,0,1,2,18,18,2018,11
North Austin Medical Center (TXDM),TXDM,TX1,2019-01-06 18:00:00,KI,0,1,11,74,74,67,0,0,0,0,0,2018,11
Doctor's Hospital at Renaissance (TXDR),TXDR,TX1,2019-01-06 18:00:00,KI,0,0,0,5,5,0,0,0,0,0,0,2018,11
Texas Health Harris Methodist Fort Worth Hospital (TXFW),TXFW,TX1,2019-01-06 18:00:00,KI,0,3,0,74,74,0,0,0,0,0,0,2018,11
Medical City Dallas Hospital (TXHD),TXHD,TX1,2019-01-06 18:00:00,KI,2,7,5,137,137,73,0,0,0,5,5,2018,11
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2019-01-06 18:00:00,KI,2,6,12,153,153,157,0,0,3,12,12,2018,11
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2019-01-06 18:00:00,KI,1,4,20,285,285,191,0,0,0,0,0,2018,11
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2019-01-06 18:00:00,KI,12,31,100,770,770,704,0,0,0,6,6,2018,11
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2019-01-06 18:00:00,KI,5,12,15,189,189,86,0,0,0,0,0,2018,11
Las Palmas Medical Center (TXLP),TXLP,TX1,2019-01-06 18:00:00,KI,1,9,9,99,99,51,0,0,0,0,0,2018,11
Methodist Dallas Medical Center (TXMC),TXMC,TX1,2019-01-06 18:00:00,KI,1,3,8,168,168,129,0,0,0,0,0,2018,11
Houston Methodist Hospital (TXMH),TXMH,TX1,2019-01-06 18:00:00,KI,6,12,47,463,463,431,0,0,0,0,0,2018,11
Medical City Fort Worth (TXPL),TXPL,TX1,2019-01-06 18:00:00,KI,4,5,2,289,289,77,0,0,0,0,0,2018,11
Parkland Health and Hospital System (TXPM),TXPM,TX1,2019-01-06 18:00:00,KI,0,0,4,27,27,53,0,0,0,0,0,2018,11
Christus Santa Rosa Hospital Medical Center (TXRM),TXRM,TX1,2019-01-06 18:00:00,KI,1,4,6,49,49,40,0,0,1,1,1,2018,11
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2019-01-06 18:00:00,KI,2,3,15,110,110,110,0,0,0,0,0,2018,11
Scott and White Memorial Hospital (TXSW),TXSW,TX1,2019-01-06 18:00:00,KI,1,7,20,214,214,103,0,0,0,0,0,2018,11
Texas Children's Hospital (TXTC),TXTC,TX1,2019-01-06 18:00:00,KI,0,0,0,6,6,3,0,1,5,66,66,2018,11
Baylor University Medical Center (TXTX),TXTX,TX1,2019-01-06 18:00:00,KI,6,12,24,313,313,256,0,0,0,0,0,2018,11
East Texas Medical Center (TXTY),TXTY,TX1,2019-01-06 18:00:00,KI,0,6,22,68,68,122,0,0,0,0,0,2018,11
Michael E. DeBakey VA Medical Center (TXVA),TXVA,TX1,2019-01-06 18:00:00,KI,0,2,0,33,33,4,0,0,0,0,0,2018,11
Intermountain Medical Center (UTLD),UTLD,TX1,2019-01-06 18:00:00,KI,2,5,23,199,199,222,0,0,0,0,0,2018,11
University of Utah Medical Center (UTMC),UTMC,TX1,2019-01-06 18:00:00,KI,2,13,7,286,286,218,0,0,0,1,1,2018,11
Primary Children's Hospital (UTPC),UTPC,TX1,2019-01-06 18:00:00,KI,0,0,0,2,2,1,0,1,2,29,29,2018,11
Children's Hospital of the King's Daughters (VACH),VACH,TX1,2019-01-06 18:00:00,KI,0,0,0,3,3,2,0,0,0,6,6,2018,11
Inova Fairfax Hospital (VAFH),VAFH,TX1,2019-01-06 18:00:00,KI,0,7,39,209,209,227,0,0,0,2,2,2018,11
Henrico Doctors' Hospital (VAHD),VAHD,TX1,2019-01-06 18:00:00,KI,3,3,5,76,76,69,0,0,0,0,0,2018,11
Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2019-01-06 18:00:00,KI,11,21,42,361,361,312,0,0,0,9,9,2018,11
Sentara Norfolk General Hospital (VANG),VANG,TX1,2019-01-06 18:00:00,KI,2,5,8,192,192,135,0,0,0,0,0,2018,11
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2019-01-06 18:00:00,KI,6,8,18,248,248,153,0,0,1,8,8,2018,11
The University of Vermont Medical Center (VTMC),VTMC,TX1,2019-01-06 18:00:00,KI,1,4,6,52,52,62,0,0,0,0,0,2018,11
Seattle Children's Hospital (WACH),WACH,TX1,2019-01-06 18:00:00,KI,0,0,0,0,0,0,0,1,2,46,46,2018,11
Providence Sacred Heart Medical Center & Children's Hospital (WASH),WASH,TX1,2019-01-06 18:00:00,KI,1,3,6,110,110,124,0,0,0,1,1,2018,11
Swedish Medical Center (WASM),WASM,TX1,2019-01-06 18:00:00,KI,10,12,14,204,204,223,0,0,0,1,1,2018,11
University of Washington Medical Center (WAUW),WAUW,TX1,2019-01-06 18:00:00,KI,2,6,13,324,324,302,0,0,0,0,0,2018,11
Virginia Mason Medical Center (WAVM),WAVM,TX1,2019-01-06 18:00:00,KI,3,6,18,235,235,263,0,0,0,0,0,2018,11
Children's Hospital of Wisconsin (WICH),WICH,TX1,2019-01-06 18:00:00,KI,0,0,0,1,1,0,0,1,1,18,18,2018,11
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2019-01-06 18:00:00,KI,3,6,21,188,188,184,0,0,0,0,0,2018,11
Aurora St. Luke's Medical Center (WISL),WISL,TX1,2019-01-06 18:00:00,KI,2,2,8,63,63,71,0,0,0,0,0,2018,11
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2019-01-06 18:00:00,KI,2,14,74,698,698,616,0,0,1,17,17,2018,11
Charleston Area Medical Center (WVCA),WVCA,TX1,2019-01-06 18:00:00,KI,3,5,6,76,76,92,0,0,1,1,1,2018,11
Children's of Alabama (ALCH),ALCH,TX1,2020-01-06 18:00:00,KI,0,0,0,0,0,0,0,0,0,41,41,2019,11
University of Alabama Hospital (ALUA),ALUA,TX1,2020-01-06 18:00:00,KI,3,15,56,612,612,491,0,0,1,0,0,2019,11
Birmingham VA Medical Center (ALVA),ALVA,TX1,2020-01-06 18:00:00,KI,0,0,0,13,13,2,0,0,0,0,0,2019,11
Baptist Medical Center (ARBH),ARBH,TX1,2020-01-06 18:00:00,KI,0,0,5,0,0,58,0,0,0,0,0,2019,11
Arkansas Children's Hospital (ARCH),ARCH,TX1,2020-01-06 18:00:00,KI,0,0,0,0,0,0,0,0,2,23,23,2019,11
UAMS Medical Center (ARUA),ARUA,TX1,2020-01-06 18:00:00,KI,0,7,13,206,206,117,0,0,0,0,0,2019,11
Phoenix Children's Hospital (AZCH),AZCH,TX1,2020-01-06 18:00:00,KI,0,0,0,0,0,0,1,1,1,39,39,2019,11
Banner-University Medical Center Phoenix (AZGS),AZGS,TX1,2020-01-06 18:00:00,KI,9,24,38,420,420,335,0,0,0,2,2,2019,11
Mayo Clinic Hospital (AZMC),AZMC,TX1,2020-01-06 18:00:00,KI,12,29,75,747,747,697,0,0,0,1,1,2019,11
St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2020-01-06 18:00:00,KI,1,1,1,43,43,9,0,0,0,0,0,2019,11
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2020-01-06 18:00:00,KI,5,18,17,252,252,140,0,0,0,1,1,2019,11
Rady Children's Hospital and Health Center (CACH),CACH,TX1,2020-01-06 18:00:00,KI,0,0,0,1,1,0,0,0,1,24,24,2019,11
Childrens Hospital Los Angeles (CACL),CACL,TX1,2020-01-06 18:00:00,KI,0,0,0,0,0,1,1,1,3,42,42,2019,11
Cedars-Sinai Medical Center (CACS),CACS,TX1,2020-01-06 18:00:00,KI,5,14,50,427,427,432,0,0,0,14,14,2019,11
Scripps Green Hospital (CAGH),CAGH,TX1,2020-01-06 18:00:00,KI,4,6,9,156,156,164,0,0,0,0,0,2019,11
University of California Irvine Medical Center (CAIM),CAIM,TX1,2020-01-06 18:00:00,KI,2,6,9,195,195,105,0,0,0,0,0,2019,11
Harbor UCLA Medical Center (CALA),CALA,TX1,2020-01-06 18:00:00,KI,0,0,4,76,76,68,0,0,0,0,0,2019,11
Loma Linda University Medical Center (CALL),CALL,TX1,2020-01-06 18:00:00,KI,7,10,25,381,381,224,2,3,2,32,32,2019,11
UCSF Medical Center at Mission Bay (CAMB),CAMB,TX1,2020-01-06 18:00:00,KI,0,0,0,1,1,1,1,1,0,33,33,2019,11
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2020-01-06 18:00:00,KI,0,0,0,1,1,0,0,0,2,95,95,2019,11
California Pacific Medical Center (CAPM),CAPM,TX1,2020-01-06 18:00:00,KI,10,20,49,452,452,470,0,0,0,0,0,2019,11
Riverside Community Hospital (CARC),CARC,TX1,2020-01-06 18:00:00,KI,2,4,6,37,37,56,0,0,0,0,0,2019,11
University of California San Diego Medical Center (CASD),CASD,TX1,2020-01-06 18:00:00,KI,0,2,17,181,181,157,0,0,0,0,0,2019,11
University of California San Francisco Medical Center (CASF),CASF,TX1,2020-01-06 18:00:00,KI,7,17,66,824,824,763,0,0,3,4,4,2019,11
Sharp Memorial Hospital (CASH),CASH,TX1,2020-01-06 18:00:00,KI,2,4,15,170,170,160,0,0,0,0,0,2019,11
Saint Joseph Hospital (CASJ),CASJ,TX1,2020-01-06 18:00:00,KI,0,0,2,36,36,48,0,0,0,0,0,2019,11
University of California Davis Medical Center (CASM),CASM,TX1,2020-01-06 18:00:00,KI,25,44,79,713,713,814,0,0,3,22,22,2019,11
Stanford Health Care (CASU),CASU,TX1,2020-01-06 18:00:00,KI,0,7,10,278,278,204,0,0,0,0,0,2019,11
St. Vincent Medical Center (CASV),CASV,TX1,2020-01-06 18:00:00,KI,2,4,25,126,126,146,0,0,0,0,0,2019,11
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2020-01-06 18:00:00,KI,6,21,55,846,846,688,0,0,3,43,43,2019,11
Keck Hospital of USC (CAUH),CAUH,TX1,2020-01-06 18:00:00,KI,5,13,28,359,359,312,0,0,0,0,0,2019,11
Children's Hospital Colorado (COCH),COCH,TX1,2020-01-06 18:00:00,KI,0,0,0,2,2,2,0,1,2,60,60,2019,11
Centura Porter Adventist Hospital (COPM),COPM,TX1,2020-01-06 18:00:00,KI,1,5,17,67,67,108,0,0,0,0,0,2019,11
Presbyterian/St Luke's Medical Center (COSL),COSL,TX1,2020-01-06 18:00:00,KI,2,5,8,171,171,138,0,0,0,0,0,2019,11
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2020-01-06 18:00:00,KI,5,15,32,527,527,315,0,0,0,0,0,2019,11
Hartford Hospital (CTHH),CTHH,TX1,2020-01-06 18:00:00,KI,5,12,8,221,221,124,0,0,0,7,7,2019,11
Yale New Haven Hospital (CTYN),CTYN,TX1,2020-01-06 18:00:00,KI,4,15,17,332,332,255,0,0,0,13,13,2019,11
Children's National Medical Center (DCCH),DCCH,TX1,2020-01-06 18:00:00,KI,0,0,0,0,0,1,0,0,2,53,53,2019,11
Georgetown University Medical Center (DCGU),DCGU,TX1,2020-01-06 18:00:00,KI,8,20,44,490,490,331,0,0,1,2,2,2019,11
George Washington University Hospital (DCGW),DCGW,TX1,2020-01-06 18:00:00,KI,2,7,5,132,132,58,0,0,0,0,0,2019,11
Washington Hospital Center (DCWH),DCWH,TX1,2020-01-06 18:00:00,KI,0,0,11,0,0,87,0,0,0,0,0,2019,11
Walter Reed National Military Medical Center at Bethesda (DCWR),DCWR,TX1,2020-01-06 18:00:00,KI,1,3,2,121,121,70,0,0,0,0,0,2019,11
Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2020-01-06 18:00:00,KI,0,0,0,1,1,0,0,0,0,18,18,2019,11
Christiana Care Health Services (DECC),DECC,TX1,2020-01-06 18:00:00,KI,2,4,7,71,71,57,0,0,0,0,0,2019,11
Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2020-01-06 18:00:00,KI,4,18,9,369,369,150,0,0,0,0,0,2019,11
Florida Hospital Medical Center (FLFH),FLFH,TX1,2020-01-06 18:00:00,KI,6,23,52,388,388,360,1,1,1,19,19,2019,11
Gulf Coast Medical Center (FLFR),FLFR,TX1,2020-01-06 18:00:00,KI,0,0,19,34,34,113,0,0,0,0,0,2019,11
Halifax Medical Center (FLHM),FLHM,TX1,2020-01-06 18:00:00,KI,0,1,6,28,28,24,0,0,0,0,0,2019,11
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2020-01-06 18:00:00,KI,14,43,89,844,844,687,0,1,4,47,47,2019,11
Largo Medical Center (FLLM),FLLM,TX1,2020-01-06 18:00:00,KI,1,4,4,74,74,25,0,0,0,0,0,2019,11
Memorial Regional Hospital (FLMR),FLMR,TX1,2020-01-06 18:00:00,KI,0,1,0,29,29,0,0,0,0,2,2,2019,11
Sacred Heart Hospital Pensacola (FLSH),FLSH,TX1,2020-01-06 18:00:00,KI,0,0,0,16,16,0,0,0,0,0,0,2019,11
Mayo Clinic Florida (FLSL),FLSL,TX1,2020-01-06 18:00:00,KI,2,10,51,349,349,338,0,0,0,0,0,2019,11
Tampa General Hospital (FLTG),FLTG,TX1,2020-01-06 18:00:00,KI,11,27,49,578,578,478,0,0,4,32,32,2019,11
UF Health Shands Hospital (FLUF),FLUF,TX1,2020-01-06 18:00:00,KI,4,6,20,137,137,169,0,0,5,22,22,2019,11
Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2020-01-06 18:00:00,KI,0,0,0,4,4,2,3,3,7,49,49,2019,11
Emory University Hospital (GAEM),GAEM,TX1,2020-01-06 18:00:00,KI,8,22,76,624,624,574,0,0,0,0,0,2019,11
"AU Medical Center, Inc. (GAMC)",GAMC,TX1,2020-01-06 18:00:00,KI,2,4,23,165,165,153,0,0,1,9,9,2019,11
Piedmont Hospital (GAPH),GAPH,TX1,2020-01-06 18:00:00,KI,4,16,39,412,412,347,0,0,0,0,0,2019,11
The Queen's Medical Center (HIQM),HIQM,TX1,2020-01-06 18:00:00,KI,0,4,14,116,116,137,0,0,0,3,3,2019,11
Iowa Methodist Medical Center (IAIM),IAIM,TX1,2020-01-06 18:00:00,KI,6,9,24,163,163,139,0,0,0,0,0,2019,11
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2020-01-06 18:00:00,KI,0,4,14,178,178,145,0,0,0,12,12,2019,11
Mercy Medical Center-Des Moines (IAMH),IAMH,TX1,2020-01-06 18:00:00,KI,2,5,16,76,76,78,0,0,0,1,1,2019,11
The Iowa City VA Health Care System (IAVA),IAVA,TX1,2020-01-06 18:00:00,KI,0,1,9,58,58,72,0,0,0,0,0,2019,11
Advocate Christ Medical Center (ILCH),ILCH,TX1,2020-01-06 18:00:00,KI,0,1,0,55,55,25,0,0,0,0,0,2019,11
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM),ILCM,TX1,2020-01-06 18:00:00,KI,0,0,1,0,0,2,0,0,4,47,47,2019,11
Loyola University Medical Center (ILLU),ILLU,TX1,2020-01-06 18:00:00,KI,1,4,17,222,222,126,0,0,0,5,5,2019,11
Memorial Medical Center (ILMM),ILMM,TX1,2020-01-06 18:00:00,KI,2,3,12,57,57,52,0,0,0,0,0,2019,11
Northwestern Memorial Hospital (ILNM),ILNM,TX1,2020-01-06 18:00:00,KI,9,22,34,556,556,436,0,0,0,0,0,2019,11
Rush University Medical Center (ILPL),ILPL,TX1,2020-01-06 18:00:00,KI,0,4,19,242,242,240,0,0,1,0,0,2019,11
OSF Saint Francis Medical Center (ILSF),ILSF,TX1,2020-01-06 18:00:00,KI,0,2,11,93,93,92,0,0,1,3,3,2019,11
University of Chicago Medical Center (ILUC),ILUC,TX1,2020-01-06 18:00:00,KI,3,13,16,146,146,141,0,0,0,13,13,2019,11
