,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C,RCC_A64_C,RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_N_C,YEAR,MONTH,D_OR_L
35,Pinnacle Health System at Harrisburg Hospital (PAHH),PAHH,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,16.666666667,16.666666667,66.666666667,0.0,0.0,0.0,41.666666667,0.0,58.333333333,0.0,33.333333333,25.0,41.666666667,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,83.333333333,0.0,16.666666667,0.0,12,2017,1,DECEASED
36,Hahnemann University Hospital (PAHM),PAHM,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,18.918918919,24.324324324,40.540540541,16.216216216,0.0,10.810810811,37.837837838,10.810810811,40.540540541,5.4054054054,16.216216216,27.027027027,51.351351351,0.0,0.0,32.432432432,67.567567568,0.0,0.0,100.0,0.0,81.081081081,0.0,18.918918919,0.0,37,2017,1,DECEASED
37,The Lankenau Hospital (PALH),PALH,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,5.2631578947,15.789473684,52.631578947,26.315789474,0.0,5.2631578947,36.842105263,10.526315789,47.368421053,10.526315789,10.526315789,42.105263158,36.842105263,0.0,0.0,42.105263158,57.894736842,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,19,2017,1,DECEASED
38,Lehigh Valley Hospital (PALV),PALV,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,10.909090909,23.636363636,30.909090909,34.545454545,0.0,1.8181818182,41.818181818,5.4545454545,50.909090909,5.4545454545,23.636363636,30.909090909,40.0,0.0,0.0,36.363636364,63.636363636,0.0,0.0,100.0,0.0,85.454545455,0.0,14.545454545,0.0,55,2017,1,DECEASED
39,University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,10.37037037,29.62962963,34.074074074,25.925925926,0.0,5.1851851852,39.259259259,10.37037037,45.185185185,7.4074074074,22.222222222,30.37037037,40.0,0.0,0.0,44.444444444,55.555555556,0.0,0.0,100.0,0.0,65.925925926,0.0,34.074074074,0.0,135,2017,1,DECEASED
40,St. Christopher's Hospital for Children (PASC),PASC,TX1,2017-01-04 18:00:00,KI,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,1,2017,1,DECEASED
41,Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,9.8591549296,19.718309859,39.436619718,30.985915493,0.0,7.0422535211,47.887323944,5.6338028169,39.436619718,4.2253521127,29.577464789,33.802816901,32.394366197,0.0,0.0,42.253521127,57.746478873,0.0,0.0,100.0,0.0,83.098591549,0.0,16.901408451,0.0,71,2017,1,DECEASED
42,Temple University Hospital (PATU),PATU,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,2.1276595745,27.659574468,42.553191489,27.659574468,0.0,4.2553191489,34.042553191,12.765957447,48.936170213,10.638297872,12.765957447,38.29787234,38.29787234,0.0,0.0,46.808510638,53.191489362,0.0,0.0,100.0,0.0,89.361702128,0.0,10.638297872,0.0,47,2017,1,DECEASED
43,Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,8.6956521739,23.913043478,43.47826087,23.913043478,0.0,6.5217391304,36.231884058,15.217391304,42.028985507,9.4202898551,24.637681159,36.956521739,28.985507246,0.0,0.0,42.028985507,57.971014493,0.0,0.0,100.0,0.0,89.130434783,0.0,10.869565217,0.0,138,2017,1,DECEASED
44,VA Pittsburgh Healthcare System (PAVA),PAVA,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,4.1666666667,20.833333333,43.75,31.25,0.0,10.416666667,37.5,0.0,52.083333333,8.3333333333,27.083333333,31.25,33.333333333,0.0,0.0,12.5,87.5,0.0,0.0,100.0,0.0,83.333333333,0.0,16.666666667,0.0,48,2017,1,DECEASED
45,Inova Fairfax Hospital (VAFH),VAFH,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,11.363636364,34.090909091,43.181818182,11.363636364,0.0,13.636363636,20.454545455,20.454545455,45.454545455,13.636363636,34.090909091,29.545454545,22.727272727,0.0,0.0,38.636363636,61.363636364,0.0,0.0,100.0,0.0,59.090909091,0.0,40.909090909,0.0,44,2017,1,DECEASED
46,Charleston Area Medical Center (WVCA),WVCA,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,5.8823529412,17.647058824,47.058823529,29.411764706,0.0,0.0,47.058823529,17.647058824,35.294117647,0.0,11.764705882,35.294117647,52.941176471,0.0,0.0,29.411764706,70.588235294,0.0,0.0,100.0,0.0,88.235294118,0.0,11.764705882,0.0,17,2017,1,DECEASED
47,Children's of Alabama (ALCH),ALCH,TX1,2017-01-04 18:00:00,KI,55.555555556,33.333333333,0.0,11.111111111,0.0,0.0,0.0,0.0,0.0,11.111111111,11.111111111,77.777777778,77.777777778,11.111111111,0.0,11.111111111,0.0,0.0,11.111111111,88.888888889,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,9,2017,1,DECEASED
48,University of Alabama Hospital (ALUA),ALUA,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,16.296296296,30.37037037,41.481481481,11.851851852,0.0,6.6666666667,44.444444444,9.6296296296,39.259259259,5.9259259259,30.37037037,34.814814815,28.888888889,0.0,0.0,40.0,60.0,0.0,0.0,100.0,0.0,86.666666667,0.0,13.333333333,0.0,135,2017,1,DECEASED
49,Birmingham VA Medical Center (ALVA),ALVA,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017,1,DECEASED
50,Baptist Medical Center (ARBH),ARBH,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,23.076923077,30.769230769,23.076923077,23.076923077,0.0,0.0,38.461538462,0.0,61.538461538,7.6923076923,23.076923077,30.769230769,38.461538462,0.0,0.0,38.461538462,61.538461538,0.0,0.0,100.0,0.0,69.230769231,0.0,30.769230769,0.0,13,2017,1,DECEASED
51,Arkansas Children's Hospital (ARCH),ARCH,TX1,2017-01-04 18:00:00,KI,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,2,2017,1,DECEASED
52,UAMS Medical Center (ARUA),ARUA,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,17.543859649,28.070175439,33.333333333,21.052631579,0.0,3.5087719298,31.578947368,10.526315789,54.385964912,10.526315789,26.315789474,35.087719298,28.070175439,0.0,0.0,52.631578947,47.368421053,0.0,0.0,100.0,0.0,75.438596491,0.0,24.561403509,0.0,57,2017,1,DECEASED
53,Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,5.376344086,21.505376344,35.483870968,37.634408602,0.0,4.3010752688,36.559139785,15.053763441,44.086021505,13.978494624,27.956989247,34.408602151,23.655913978,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,88.172043011,0.0,11.827956989,0.0,93,2017,1,DECEASED
54,Florida Hospital Medical Center (FLFH),FLFH,TX1,2017-01-04 18:00:00,KI,2.479338843,0.826446281,0.0,9.0909090909,23.966942149,43.801652893,19.834710744,0.0,3.305785124,42.148760331,5.7851239669,48.760330579,6.6115702479,32.231404959,33.884297521,27.272727273,0.0,0.0,44.628099174,55.371900826,0.0,0.0,100.0,0.0,81.818181818,0.0,18.181818182,0.0,121,2017,1,DECEASED
55,Gulf Coast Medical Center (FLFR),FLFR,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,30.0,20.0,26.666666667,23.333333333,0.0,3.3333333333,33.333333333,10.0,53.333333333,10.0,26.666666667,30.0,33.333333333,0.0,0.0,46.666666667,53.333333333,0.0,0.0,100.0,0.0,93.333333333,0.0,6.6666666667,0.0,30,2017,1,DECEASED
56,Halifax Medical Center (FLHM),FLHM,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,30.769230769,53.846153846,15.384615385,0.0,0.0,46.153846154,15.384615385,38.461538462,0.0,30.769230769,7.6923076923,61.538461538,0.0,0.0,30.769230769,69.230769231,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,13,2017,1,DECEASED
57,Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2017-01-04 18:00:00,KI,1.9607843137,6.3725490196,0.0,13.235294118,25.0,33.823529412,19.607843137,0.0,4.9019607843,37.254901961,9.3137254902,48.529411765,13.235294118,35.784313725,27.941176471,22.549019608,0.4901960784,0.0,41.176470588,58.823529412,0.0,0.0,100.0,0.0,90.68627451,0.0,9.3137254902,0.0,204,2017,1,DECEASED
58,Largo Medical Center (FLLM),FLLM,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,12.5,20.833333333,45.833333333,20.833333333,0.0,0.0,25.0,8.3333333333,66.666666667,8.3333333333,20.833333333,16.666666667,54.166666667,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,91.666666667,0.0,8.3333333333,0.0,24,2017,1,DECEASED
59,Mayo Clinic Florida (FLSL),FLSL,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,11.851851852,25.185185185,40.740740741,22.222222222,0.0,3.7037037037,34.814814815,12.592592593,48.888888889,6.6666666667,22.962962963,31.851851852,38.518518519,0.0,0.0,41.481481481,58.518518519,0.0,0.0,100.0,0.0,82.962962963,0.0,17.037037037,0.0,135,2017,1,DECEASED
60,Tampa General Hospital (FLTG),FLTG,TX1,2017-01-04 18:00:00,KI,3.3333333333,2.7777777778,0.0,12.777777778,23.888888889,31.666666667,25.555555556,0.0,4.4444444444,40.555555556,16.666666667,38.333333333,15.555555556,31.666666667,27.222222222,25.555555556,0.0,0.0,43.333333333,56.666666667,0.0,0.0,100.0,0.0,82.777777778,0.0,17.222222222,0.0,180,2017,1,DECEASED
61,UF Health Shands Hospital (FLUF),FLUF,TX1,2017-01-04 18:00:00,KI,10.144927536,4.347826087,0.0,15.942028986,36.231884058,24.637681159,8.6956521739,0.0,4.347826087,28.985507246,15.942028986,50.724637681,20.289855072,24.637681159,28.985507246,26.086956522,0.0,0.0,34.782608696,65.217391304,0.0,0.0,100.0,0.0,82.608695652,0.0,17.391304348,0.0,69,2017,1,DECEASED
62,Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2017-01-04 18:00:00,KI,33.333333333,50.0,0.0,16.666666667,0.0,0.0,0.0,0.0,0.0,22.222222222,16.666666667,61.111111111,55.555555556,33.333333333,5.5555555556,0.0,5.5555555556,0.0,22.222222222,77.777777778,0.0,0.0,100.0,0.0,88.888888889,0.0,11.111111111,0.0,18,2017,1,DECEASED
63,Emory University Hospital (GAEM),GAEM,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,11.428571429,23.428571429,48.571428571,16.571428571,0.0,5.1428571429,29.714285714,21.714285714,43.428571429,7.4285714286,32.571428571,25.714285714,22.857142857,11.428571429,0.0,40.571428571,59.428571429,0.0,0.0,100.0,0.0,86.857142857,0.0,13.142857143,0.0,175,2017,1,DECEASED
64,"AU Medical Center, Inc. (GAMC)",GAMC,TX1,2017-01-04 18:00:00,KI,2.3255813953,4.6511627907,0.0,2.3255813953,34.88372093,44.186046512,11.627906977,0.0,6.976744186,23.255813953,20.930232558,48.837209302,6.976744186,20.930232558,25.581395349,46.511627907,0.0,0.0,58.139534884,41.860465116,0.0,0.0,100.0,0.0,83.720930233,0.0,16.279069767,0.0,43,2017,1,DECEASED
65,Piedmont Hospital (GAPH),GAPH,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,13.0,24.0,48.0,15.0,0.0,4.0,32.0,20.0,44.0,12.0,23.0,29.0,32.0,4.0,0.0,44.0,56.0,0.0,0.0,100.0,0.0,84.0,0.0,16.0,0.0,100,2017,1,DECEASED
66,Children's Hospital (LACH),LACH,TX1,2017-01-04 18:00:00,KI,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333,33.333333333,33.333333333,33.333333333,16.666666667,16.666666667,33.333333333,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,83.333333333,0.0,16.666666667,0.0,6,2017,1,DECEASED
67,Ochsner Foundation Hospital (LAOF),LAOF,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,6.3829787234,23.404255319,54.255319149,15.957446809,0.0,3.1914893617,21.276595745,22.340425532,53.191489362,9.5744680851,26.595744681,24.468085106,36.170212766,3.1914893617,0.0,43.617021277,56.382978723,0.0,0.0,100.0,0.0,90.425531915,0.0,9.5744680851,0.0,94,2017,1,DECEASED
68,Tulane Medical Center (LATU),LATU,TX1,2017-01-04 18:00:00,KI,0.0,8.5106382979,0.0,6.3829787234,44.680851064,25.531914894,14.893617021,0.0,6.3829787234,31.914893617,12.765957447,48.936170213,17.021276596,23.404255319,23.404255319,36.170212766,0.0,0.0,57.446808511,42.553191489,0.0,0.0,100.0,0.0,80.85106383,0.0,19.14893617,0.0,47,2017,1,DECEASED
69,Willis-Knighton Medical Center (LAWK),LAWK,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,20.0,40.0,28.0,12.0,0.0,8.0,32.0,12.0,48.0,8.0,36.0,32.0,24.0,0.0,0.0,48.0,52.0,0.0,0.0,100.0,0.0,80.0,0.0,20.0,0.0,25,2017,1,DECEASED
70,University of Mississippi Medical Center (MSUM),MSUM,TX1,2017-01-04 18:00:00,KI,0.9174311927,1.8348623853,0.0,7.3394495413,31.19266055,44.036697248,14.678899083,0.0,6.4220183486,33.944954128,12.844036697,46.788990826,11.926605505,27.52293578,27.52293578,30.275229358,2.752293578,0.0,46.788990826,53.211009174,0.0,0.0,100.0,0.0,87.155963303,0.0,12.844036697,0.0,109,2017,1,DECEASED
71,Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,18.987341772,32.911392405,35.443037975,12.658227848,0.0,2.5316455696,37.974683544,17.721518987,41.772151899,13.924050633,22.784810127,48.101265823,15.189873418,0.0,0.0,35.443037975,64.556962025,0.0,0.0,100.0,0.0,96.202531646,0.0,3.7974683544,0.0,79,2017,1,DECEASED
72,Integris Baptist Medical Center (OKBC),OKBC,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,14.117647059,35.294117647,35.294117647,15.294117647,0.0,1.1764705882,40.0,11.764705882,47.058823529,7.0588235294,30.588235294,32.941176471,29.411764706,0.0,0.0,41.176470588,58.823529412,0.0,0.0,100.0,0.0,88.235294118,0.0,11.764705882,0.0,85,2017,1,DECEASED
73,Children's Hospital of Oklahoma (OKCM),OKCM,TX1,2017-01-04 18:00:00,KI,44.444444444,44.444444444,0.0,11.111111111,0.0,0.0,0.0,0.0,0.0,55.555555556,11.111111111,33.333333333,55.555555556,11.111111111,33.333333333,0.0,0.0,0.0,77.777777778,22.222222222,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,9,2017,1,DECEASED
74,OU Medical Center (OKMD),OKMD,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,26.923076923,7.6923076923,38.461538462,26.923076923,0.0,3.8461538462,46.153846154,11.538461538,38.461538462,11.538461538,30.769230769,34.615384615,23.076923077,0.0,0.0,34.615384615,65.384615385,0.0,0.0,100.0,0.0,92.307692308,0.0,7.6923076923,0.0,26,2017,1,DECEASED
75,Saint Francis Hospital (OKSF),OKSF,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,19.35483871,12.903225806,38.709677419,29.032258065,0.0,9.6774193548,38.709677419,9.6774193548,41.935483871,9.6774193548,16.129032258,51.612903226,22.580645161,0.0,0.0,32.258064516,67.741935484,0.0,0.0,100.0,0.0,93.548387097,0.0,6.4516129032,0.0,31,2017,1,DECEASED
76,St John Medical Center (OKSJ),OKSJ,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,10.256410256,25.641025641,46.153846154,17.948717949,0.0,5.1282051282,56.41025641,7.6923076923,30.769230769,2.5641025641,23.076923077,41.025641026,33.333333333,0.0,0.0,35.897435897,64.102564103,0.0,0.0,100.0,0.0,92.307692308,0.0,7.6923076923,0.0,39,2017,1,DECEASED
77,Baylor All Saints Medical Center (TXAS),TXAS,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,15.094339623,32.075471698,49.056603774,3.7735849057,0.0,5.6603773585,50.943396226,15.094339623,28.301886792,11.320754717,30.188679245,28.301886792,30.188679245,0.0,0.0,41.509433962,58.490566038,0.0,0.0,100.0,0.0,84.905660377,0.0,15.094339623,0.0,53,2017,1,DECEASED
78,"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2017-01-04 18:00:00,KI,16.393442623,14.754098361,0.0,14.754098361,18.032786885,26.229508197,9.8360655738,0.0,3.2786885246,34.426229508,8.1967213115,54.098360656,26.229508197,31.147540984,26.229508197,16.393442623,0.0,0.0,49.180327869,50.819672131,0.0,0.0,100.0,0.0,81.967213115,0.0,18.032786885,0.0,61,2017,1,DECEASED
79,Cook Children's Medical Center (TXCF),TXCF,TX1,2017-01-04 18:00:00,KI,23.076923077,76.923076923,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923,46.153846154,7.6923076923,38.461538462,76.923076923,23.076923077,0.0,0.0,0.0,0.0,61.538461538,38.461538462,0.0,0.0,100.0,0.0,76.923076923,0.0,23.076923077,0.0,13,2017,1,DECEASED
80,Children's Medical Center of Dallas (TXCM),TXCM,TX1,2017-01-04 18:00:00,KI,22.222222222,66.666666667,0.0,11.111111111,0.0,0.0,0.0,0.0,11.111111111,44.444444444,11.111111111,33.333333333,55.555555556,33.333333333,11.111111111,0.0,0.0,0.0,66.666666667,33.333333333,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,9,2017,1,DECEASED
81,Driscoll Children's Hospital (TXDC),TXDC,TX1,2017-01-04 18:00:00,KI,30.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,50.0,50.0,20.0,20.0,10.0,0.0,0.0,60.0,40.0,0.0,0.0,100.0,0.0,80.0,0.0,20.0,0.0,10,2017,1,DECEASED
82,North Austin Medical Center (TXDM),TXDM,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,37.5,31.25,18.75,12.5,0.0,6.25,31.25,31.25,31.25,0.0,43.75,31.25,25.0,0.0,0.0,43.75,56.25,0.0,0.0,100.0,0.0,81.25,0.0,18.75,0.0,16,2017,1,DECEASED
83,Texas Health Harris Methodist Fort Worth Hospital (TXFW),TXFW,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,12.5,18.75,37.5,31.25,0.0,12.5,43.75,6.25,37.5,0.0,18.75,37.5,43.75,0.0,0.0,37.5,62.5,0.0,0.0,100.0,0.0,75.0,0.0,25.0,0.0,16,2017,1,DECEASED
84,Medical City Dallas Hospital (TXHD),TXHD,TX1,2017-01-04 18:00:00,KI,3.8461538462,0.0,0.0,11.538461538,38.461538462,38.461538462,7.6923076923,0.0,15.384615385,34.615384615,7.6923076923,42.307692308,11.538461538,30.769230769,46.153846154,11.538461538,0.0,0.0,57.692307692,42.307692308,0.0,0.0,100.0,0.0,73.076923077,0.0,26.923076923,0.0,26,2017,1,DECEASED
85,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2017-01-04 18:00:00,KI,2.8571428571,5.7142857143,0.0,12.857142857,31.428571429,32.857142857,14.285714286,0.0,5.7142857143,31.428571429,12.857142857,50.0,11.428571429,34.285714286,28.571428571,25.714285714,0.0,0.0,47.142857143,52.857142857,0.0,0.0,100.0,0.0,87.142857143,0.0,12.857142857,0.0,70,2017,1,DECEASED
86,CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,12.359550562,34.831460674,34.831460674,17.97752809,0.0,5.6179775281,34.831460674,6.7415730337,52.808988764,7.8651685393,25.842696629,28.08988764,34.831460674,3.3707865169,0.0,35.95505618,64.04494382,0.0,0.0,100.0,0.0,84.269662921,0.0,15.730337079,0.0,89,2017,1,DECEASED
87,Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2017-01-04 18:00:00,KI,0.0,1.3157894737,0.0,8.5526315789,28.289473684,47.368421053,14.473684211,0.0,1.9736842105,42.763157895,10.526315789,44.736842105,7.8947368421,27.631578947,30.921052632,33.552631579,0.0,0.0,46.710526316,53.289473684,0.0,0.0,100.0,0.0,89.473684211,0.0,10.526315789,0.0,152,2017,1,DECEASED
88,University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,16.666666667,23.611111111,47.222222222,12.5,0.0,4.1666666667,30.555555556,16.666666667,48.611111111,4.1666666667,30.555555556,36.111111111,29.166666667,0.0,0.0,34.722222222,65.277777778,0.0,0.0,100.0,0.0,69.444444444,0.0,30.555555556,0.0,72,2017,1,DECEASED
89,Las Palmas Medical Center (TXLP),TXLP,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,8.8235294118,14.705882353,44.117647059,32.352941176,0.0,2.9411764706,38.235294118,8.8235294118,50.0,8.8235294118,35.294117647,35.294117647,20.588235294,0.0,0.0,26.470588235,73.529411765,0.0,0.0,100.0,0.0,97.058823529,0.0,2.9411764706,0.0,34,2017,1,DECEASED
90,Methodist Dallas Medical Center (TXMC),TXMC,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,6.1224489796,28.571428571,51.020408163,14.285714286,0.0,2.0408163265,32.653061224,22.448979592,42.857142857,8.1632653061,20.408163265,40.816326531,30.612244898,0.0,0.0,36.734693878,63.265306122,0.0,0.0,100.0,0.0,77.551020408,0.0,22.448979592,0.0,49,2017,1,DECEASED
91,Houston Methodist Hospital (TXMH),TXMH,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,13.978494624,33.333333333,36.559139785,16.129032258,0.0,6.4516129032,25.806451613,9.6774193548,58.064516129,11.827956989,32.258064516,31.182795699,24.731182796,0.0,0.0,38.709677419,61.290322581,0.0,0.0,100.0,0.0,80.64516129,0.0,19.35483871,0.0,93,2017,1,DECEASED
92,Plaza Medical Center of Fort Worth (TXPL),TXPL,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,10.666666667,20.0,37.333333333,32.0,0.0,0.0,33.333333333,14.666666667,52.0,5.3333333333,21.333333333,41.333333333,32.0,0.0,0.0,41.333333333,58.666666667,0.0,0.0,100.0,0.0,97.333333333,0.0,2.6666666667,0.0,75,2017,1,DECEASED
93,Parkland Health and Hospital System (TXPM),TXPM,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,10.0,40.0,40.0,10.0,0.0,0.0,90.0,0.0,10.0,20.0,30.0,30.0,20.0,0.0,0.0,30.0,70.0,0.0,0.0,100.0,0.0,90.0,0.0,10.0,0.0,10,2017,1,DECEASED
94,Christus Santa Rosa Hospital Medical Center (TXRM),TXRM,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,22.222222222,55.555555556,22.222222222,0.0,0.0,66.666666667,11.111111111,22.222222222,11.111111111,33.333333333,33.333333333,22.222222222,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,88.888888889,0.0,11.111111111,0.0,9,2017,1,DECEASED
95,UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,5.5555555556,25.0,41.666666667,27.777777778,0.0,2.7777777778,27.777777778,13.888888889,55.555555556,11.111111111,16.666666667,52.777777778,19.444444444,0.0,0.0,27.777777778,72.222222222,0.0,0.0,100.0,0.0,97.222222222,0.0,2.7777777778,0.0,36,2017,1,DECEASED
96,Scott and White Memorial Hospital (TXSW),TXSW,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,12.5,20.0,40.0,27.5,0.0,5.0,32.5,12.5,50.0,15.0,17.5,45.0,22.5,0.0,0.0,35.0,65.0,0.0,0.0,100.0,0.0,70.0,0.0,30.0,0.0,40,2017,1,DECEASED
97,Texas Children's Hospital (TXTC),TXTC,TX1,2017-01-04 18:00:00,KI,34.782608696,43.47826087,0.0,21.739130435,0.0,0.0,0.0,0.0,4.347826087,0.0,8.6956521739,86.956521739,47.826086957,26.086956522,17.391304348,8.6956521739,0.0,0.0,52.173913043,47.826086957,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,23,2017,1,DECEASED
98,Baylor University Medical Center (TXTX),TXTX,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,10.112359551,21.348314607,58.426966292,10.112359551,0.0,8.9887640449,33.707865169,17.97752809,39.325842697,10.112359551,26.966292135,34.831460674,28.08988764,0.0,0.0,40.449438202,59.550561798,0.0,0.0,100.0,0.0,93.258426966,0.0,6.7415730337,0.0,89,2017,1,DECEASED
99,East Texas Medical Center (TXTY),TXTY,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,22.727272727,31.818181818,13.636363636,31.818181818,0.0,0.0,18.181818182,22.727272727,59.090909091,13.636363636,36.363636364,27.272727273,22.727272727,0.0,0.0,45.454545455,54.545454545,0.0,0.0,100.0,0.0,86.363636364,0.0,13.636363636,0.0,22,2017,1,DECEASED
100,Michael E. DeBakey VA Medical Center (TXVA),TXVA,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,25.0,41.666666667,33.333333333,0.0,8.3333333333,58.333333333,8.3333333333,25.0,8.3333333333,16.666666667,50.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,83.333333333,0.0,16.666666667,0.0,12,2017,1,DECEASED
101,Phoenix Children's Hospital (AZCH),AZCH,TX1,2017-01-04 18:00:00,KI,33.333333333,66.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,83.333333333,0.0,16.666666667,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,6,2017,1,DECEASED
102,Banner-University Medical Center Phoenix (AZGS),AZGS,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,14.563106796,25.242718447,45.631067961,14.563106796,0.0,2.9126213592,45.631067961,7.7669902913,43.689320388,4.854368932,32.038834951,32.038834951,31.067961165,0.0,0.0,43.689320388,56.310679612,0.0,0.0,100.0,0.0,76.699029126,0.0,23.300970874,0.0,103,2017,1,DECEASED
103,Mayo Clinic Hospital (AZMC),AZMC,TX1,2017-01-04 18:00:00,KI,0.0,0.0,0.0,5.3231939163,19.771863118,42.585551331,32.319391635,0.0,3.8022813688,33.079847909,11.787072243,51.330798479,7.9847908745,28.517110266,33.079847909,30.418250951,0.0,0.0,40.684410646,59.315589354,0.0,0.0,100.0,0.0,90.494296578,0.0,9.5057034221,0.0,263,2017,1,DECEASED
