,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCL_A10_C,RCL_A17_C,RCL_A2_C,RCL_A34_C,RCL_A49_C,RCL_A64_C,RCL_A65P_C,RCL_AU_C,RCL_BAB_C,RCL_BA_C,RCL_BB_C,RCL_BO_C,RCL_BMI20_C,RCL_BMI25_C,RCL_BMI30_C,RCL_BMI31P_C,RCL_BMINR_C,RCL_BU_C,RCL_GF_C,RCL_GM_C,RCL_GU_C,RCL_ICU_C,RCL_HOSPNR_C,RCL_HOSP_C,RCL_PTXN_C,RCL_PTXU_C,RCL_PTXY_C,RCL_NOTHOSP_C,RCL_N_C,YEAR,MONTH,D_OR_L
115,Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,18.2,30.3,33.3,18.2,0.0,3.0,30.3,6.1,60.6,12.1,45.5,21.2,15.2,6.1,0.0,48.5,51.5,0.0,0.0,0.0,0.0,93.9,0.0,6.1,100.0,33,2013.0,7.0,LIVING
116,Hackensack University Medical Center (NJHK) , NJHK , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.3,66.7,0.0,33.3,0.0,33.3,33.3,0.0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,66.7,0.0,33.3,100.0,3,2013.0,7.0,LIVING
117,Our Lady of Lourdes Medical Center (NJLL) , NJLL , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,25.0,25.0,50.0,0.0,0.0,0.0,50.0,25.0,25.0,0.0,25.0,0.0,75.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,4,2013.0,7.0,LIVING
118,Robert Wood Johnson University Hospital (NJRW) , NJRW , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,27.6,41.4,27.6,3.4,0.0,3.4,31.0,17.2,48.3,6.9,37.9,20.7,34.5,0.0,0.0,44.8,55.2,0.0,0.0,0.0,0.0,96.6,0.0,3.4,100.0,29,2013.0,7.0,LIVING
119,Saint Barnabas Medical Center (NJSB) , NJSB , TX1 , 2014/03/20 , Kidney ,0.8,1.7,0.0,17.5,21.7,43.3,15.0,0.0,5.0,40.0,16.7,38.3,10.8,34.2,33.3,21.7,0.0,0.0,32.5,67.5,0.0,0.0,0.0,5.0,88.3,0.0,11.7,95.0,120,2013.0,7.0,LIVING
120,"University Hospital, University of New Mexico Health Sciences Center (NMAQ) ", NMAQ , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,16.7,50.0,16.7,16.7,0.0,0.0,33.3,16.7,50.0,0.0,33.3,33.3,33.3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,6,2013.0,7.0,LIVING
121,Presbyterian Hospital (NMPH) , NMPH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,20.0,0.0,70.0,10.0,0.0,0.0,40.0,20.0,40.0,0.0,50.0,20.0,30.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,10,2013.0,7.0,LIVING
122,University Medical Center of Southern Nevada (NVUM) , NVUM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,66.7,0.0,33.3,0.0,0.0,0.0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,3,2013.0,7.0,LIVING
123,Albany Medical Center Hospital (NYAM) , NYAM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,20.0,33.3,46.7,0.0,0.0,13.3,40.0,6.7,40.0,13.3,26.7,46.7,6.7,6.7,0.0,40.0,60.0,0.0,0.0,0.0,0.0,93.3,0.0,6.7,100.0,15,2013.0,7.0,LIVING
124,NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2014/03/20 , Kidney ,0.0,2.7,0.0,25.0,24.1,32.1,16.1,0.0,5.4,30.4,14.3,50.0,15.2,33.0,32.1,19.6,0.0,0.0,39.3,60.7,0.0,0.0,0.0,0.9,83.0,0.0,17.0,99.1,112,2013.0,7.0,LIVING
125,"State University of New York, Downstate Medical Center (NYDS) ", NYDS , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,33.3,33.3,33.3,0.0,0.0,0.0,33.3,0.0,66.7,0.0,66.7,0.0,33.3,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,3,2013.0,7.0,LIVING
126,Erie County Medical Center (NYEC) , NYEC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,20.0,30.0,45.0,5.0,0.0,5.0,25.0,35.0,35.0,0.0,15.0,40.0,10.0,35.0,0.0,45.0,55.0,0.0,0.0,0.0,0.0,90.0,0.0,10.0,100.0,20,2013.0,7.0,LIVING
127,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL) ", NYFL , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,14.8,18.5,51.9,14.8,0.0,11.1,51.9,7.4,29.6,14.8,29.6,25.9,29.6,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,81.5,0.0,18.5,100.0,27,2013.0,7.0,LIVING
128,Montefiore Medical Center (NYMA) , NYMA , TX1 , 2014/03/20 , Kidney ,5.9,0.0,0.0,17.6,29.4,29.4,17.6,0.0,5.9,52.9,0.0,41.2,11.8,35.3,23.5,29.4,0.0,0.0,35.3,64.7,0.0,0.0,0.0,0.0,94.1,0.0,5.9,100.0,17,2013.0,7.0,LIVING
129,Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2014/03/20 , Kidney ,5.4,4.1,0.0,27.0,24.3,29.7,9.5,0.0,4.1,37.8,16.2,41.9,27.0,33.8,28.4,8.1,2.7,0.0,44.6,55.4,0.0,0.0,0.0,0.0,81.1,0.0,18.9,100.0,74,2013.0,7.0,LIVING
130,North Shore University Hospital (NYNS) , NYNS , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,22.2,22.2,33.3,22.2,0.0,11.1,33.3,22.2,33.3,0.0,0.0,44.4,55.6,0.0,0.0,44.4,55.6,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,9,2013.0,7.0,LIVING
131,New York-Presbyterian Hospital/ Weill Cornell Medical Center (NYNY) , NYNY , TX1 , 2014/03/20 , Kidney ,1.8,4.6,0.0,11.0,24.8,38.5,19.3,0.0,8.3,39.4,15.6,36.7,17.4,20.2,27.5,34.9,0.0,0.0,37.6,62.4,0.0,0.9,0.0,2.8,89.9,0.0,10.1,96.3,109,2013.0,7.0,LIVING
132,University Hospital of State University of New York at Stony Brook (NYSB) , NYSB , TX1 , 2014/03/20 , Kidney ,5.9,0.0,0.0,5.9,47.1,29.4,11.8,0.0,0.0,35.3,11.8,52.9,17.6,17.6,35.3,29.4,0.0,0.0,41.2,58.8,0.0,0.0,0.0,0.0,94.1,0.0,5.9,100.0,17,2013.0,7.0,LIVING
133,St. Luke's Roosevelt Hospital Center (NYSL) , NYSL , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,50.0,25.0,25.0,0.0,0.0,25.0,25.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,75.0,0.0,25.0,100.0,4,2013.0,7.0,LIVING
134,New York University Medical Center (NYUC) , NYUC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,25.0,25.0,37.5,12.5,0.0,25.0,12.5,12.5,50.0,12.5,50.0,37.5,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,8,2013.0,7.0,LIVING
135,State University of New York Upstate Medical University (NYUM) , NYUM , TX1 , 2014/03/20 , Kidney ,0.0,11.1,0.0,33.3,0.0,33.3,22.2,0.0,0.0,44.4,0.0,55.6,0.0,66.7,22.2,11.1,0.0,0.0,22.2,77.8,0.0,0.0,0.0,11.1,88.9,0.0,11.1,88.9,9,2013.0,7.0,LIVING
136,Westchester Medical Center (NYWC) , NYWC , TX1 , 2014/03/20 , Kidney ,16.7,0.0,0.0,0.0,16.7,16.7,50.0,0.0,0.0,33.3,16.7,50.0,16.7,16.7,33.3,33.3,0.0,0.0,16.7,83.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,6,2013.0,7.0,LIVING
137,The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,14.8,24.6,37.7,23.0,0.0,6.6,34.4,13.1,45.9,11.5,34.4,21.3,32.8,0.0,0.0,50.8,49.2,0.0,0.0,0.0,0.0,93.4,0.0,6.6,100.0,61,2013.0,7.0,LIVING
138,Nationwide Children's Hospital (OHCH) , OHCH , TX1 , 2014/03/20 , Kidney ,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,5,2013.0,7.0,LIVING
139,Children's Hospital Medical Center (OHCM) , OHCM , TX1 , 2014/03/20 , Kidney ,41.2,11.8,17.6,29.4,0.0,0.0,0.0,0.0,17.6,35.3,0.0,47.1,58.8,23.5,11.8,5.9,0.0,0.0,29.4,70.6,0.0,0.0,0.0,0.0,88.2,0.0,11.8,100.0,17,2013.0,7.0,LIVING
140,University of Toledo Medical Center (OHCO) , OHCO , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,30.0,10.0,50.0,10.0,0.0,0.0,10.0,30.0,60.0,0.0,40.0,40.0,20.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,10.0,70.0,0.0,30.0,90.0,10,2013.0,7.0,LIVING
141,Miami Valley Hospital (OHMV) , OHMV , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,27.8,22.2,33.3,16.7,0.0,0.0,33.3,11.1,55.6,5.6,27.8,38.9,27.8,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,83.3,0.0,16.7,100.0,18,2013.0,7.0,LIVING
142,Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2014/03/20 , Kidney ,0.0,1.2,0.0,18.5,19.8,45.7,14.8,0.0,1.2,51.9,14.8,32.1,9.9,28.4,25.9,35.8,0.0,0.0,39.5,60.5,0.0,0.0,0.0,0.0,79.0,0.0,21.0,100.0,81,2013.0,7.0,LIVING
143,The Christ Hospital (OHTC) , OHTC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,7.0,16.3,48.8,27.9,0.0,11.6,34.9,2.3,51.2,4.7,20.9,34.9,39.5,0.0,0.0,37.2,62.8,0.0,2.3,0.0,2.3,83.7,0.0,16.3,95.3,43,2013.0,7.0,LIVING
144,University of Cincinnati  Medical Center (OHUC) , OHUC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,20.0,27.3,38.2,14.5,0.0,5.5,43.6,14.5,36.4,12.7,34.5,27.3,25.5,0.0,0.0,27.3,72.7,0.0,0.0,0.0,1.8,80.0,0.0,20.0,98.2,55,2013.0,7.0,LIVING
145,University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2014/03/20 , Kidney ,3.8,0.0,0.0,3.8,42.3,34.6,15.4,0.0,7.7,38.5,11.5,42.3,11.5,42.3,15.4,30.8,0.0,0.0,26.9,73.1,0.0,0.0,0.0,0.0,88.5,0.0,11.5,100.0,26,2013.0,7.0,LIVING
146,Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,21.7,34.8,39.1,4.3,0.0,0.0,34.8,8.7,56.5,13.0,60.9,21.7,4.3,0.0,0.0,34.8,65.2,0.0,0.0,0.0,0.0,91.3,0.0,8.7,100.0,23,2013.0,7.0,LIVING
147,Children's Hospital of Oklahoma (OKCM) , OKCM , TX1 , 2014/03/20 , Kidney ,66.7,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,66.7,0.0,33.3,33.3,66.7,0.0,0.0,0.0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,3,2013.0,7.0,LIVING
148,OU Medical Center (OKMD) , OKMD , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,25.0,25.0,50.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,25.0,50.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,100.0,4,2013.0,7.0,LIVING
149,St. Anthony Hospital (OKSA) , OKSA , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,2013.0,7.0,LIVING
150,Saint Francis Hospital (OKSF) , OKSF , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,28.6,42.9,14.3,14.3,0.0,0.0,57.1,14.3,28.6,28.6,14.3,57.1,0.0,0.0,0.0,42.9,57.1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,7,2013.0,7.0,LIVING
151,St John Medical Center (OKSJ) , OKSJ , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,50.0,0.0,25.0,25.0,0.0,0.0,25.0,0.0,75.0,0.0,25.0,50.0,25.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,4,2013.0,7.0,LIVING
152,Legacy Good Samaritan Hospital and Medical Center (ORGS) , ORGS , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,31.6,26.3,21.1,21.1,0.0,10.5,42.1,10.5,36.8,5.3,52.6,21.1,21.1,0.0,0.0,36.8,63.2,0.0,0.0,0.0,0.0,84.2,0.0,15.8,100.0,19,2013.0,7.0,LIVING
153,Oregon Health & Science University (ORUO) , ORUO , TX1 , 2014/03/20 , Kidney ,0.0,7.1,0.0,26.2,31.0,19.0,16.7,0.0,0.0,47.6,7.1,45.2,23.8,26.2,31.0,19.0,0.0,0.0,52.4,47.6,0.0,0.0,0.0,0.0,90.5,0.0,9.5,100.0,42,2013.0,7.0,LIVING
154,Portland Veterans Administration Medical Center (ORUO) , ORUO , VA1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,40.0,40.0,20.0,0.0,0.0,40.0,0.0,60.0,0.0,20.0,60.0,20.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,5,2013.0,7.0,LIVING
155,Albert Einstein Medical Center (PAAE) , PAAE , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,25.0,25.0,0.0,50.0,0.0,0.0,25.0,25.0,50.0,25.0,25.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,75.0,0.0,25.0,100.0,4,2013.0,7.0,LIVING
156,Allegheny General Hospital (PAAG) , PAAG , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,16.1,29.0,48.4,6.5,0.0,9.7,38.7,6.5,45.2,6.5,29.0,32.3,32.3,0.0,0.0,35.5,64.5,0.0,0.0,0.0,0.0,90.3,0.0,9.7,100.0,31,2013.0,7.0,LIVING
157,Crozer-Chester Medical Center (PACC) , PACC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,2013.0,7.0,LIVING
158,Children's Hospital of Pittsburgh of UPMC (PACH) , PACH , TX1 , 2014/03/20 , Kidney ,40.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,5,2013.0,7.0,LIVING
159,Children's Hospital of Philadelphia (PACP) , PACP , TX1 , 2014/03/20 , Kidney ,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,87.5,87.5,12.5,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,12.5,100.0,0.0,0.0,87.5,8,2013.0,7.0,LIVING
160,Geisinger Medical Center (PAGM) , PAGM , TX1 , 2014/03/20 , Kidney ,5.3,0.0,0.0,15.8,31.6,31.6,15.8,0.0,0.0,52.6,0.0,47.4,10.5,10.5,52.6,21.1,5.3,0.0,31.6,68.4,0.0,0.0,0.0,0.0,84.2,0.0,15.8,100.0,19,2013.0,7.0,LIVING
161,Penn State Milton S Hershey Medical Center (PAHE) , PAHE , TX1 , 2014/03/20 , Kidney ,14.3,7.1,0.0,28.6,21.4,14.3,14.3,0.0,7.1,57.1,21.4,14.3,28.6,14.3,28.6,28.6,0.0,0.0,28.6,71.4,0.0,0.0,0.0,0.0,92.9,0.0,7.1,100.0,14,2013.0,7.0,LIVING
162,Pinnacle Health System at Harrisburg Hospital (PAHH) , PAHH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,12.1,33.3,21.2,33.3,0.0,0.0,48.5,15.2,36.4,3.0,39.4,36.4,21.2,0.0,0.0,30.3,69.7,0.0,0.0,0.0,0.0,87.9,0.0,12.1,100.0,33,2013.0,7.0,LIVING
163,Hahnemann University Hospital (PAHM) , PAHM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,40.0,40.0,20.0,0.0,0.0,10.0,80.0,0.0,10.0,0.0,50.0,40.0,10.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,90.0,0.0,10.0,100.0,10,2013.0,7.0,LIVING
164,The Lankenau Hospital (PALH) , PALH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,20.0,20.0,40.0,20.0,0.0,60.0,20.0,20.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,60.0,0.0,40.0,100.0,5,2013.0,7.0,LIVING
165,Lehigh Valley Hospital (PALV) , PALV , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,12.5,62.5,25.0,0.0,12.5,37.5,12.5,37.5,0.0,37.5,37.5,25.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,8,2013.0,7.0,LIVING
166,University of Pittsburgh Medical Center (PAPT) , PAPT , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,23.3,16.3,46.5,14.0,0.0,2.3,39.5,23.3,34.9,16.3,25.6,18.6,39.5,0.0,0.0,41.9,58.1,0.0,0.0,0.0,2.3,74.4,0.0,25.6,97.7,43,2013.0,7.0,LIVING
167,St. Christopher's Hospital for Children (PASC) , PASC , TX1 , 2014/03/20 , Kidney ,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,2013.0,7.0,LIVING
168,Thomas Jefferson University Hospital (PATJ) , PATJ , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,31.3,62.5,6.3,0.0,0.0,50.0,12.5,37.5,6.3,43.8,18.8,31.3,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,93.8,0.0,6.3,100.0,16,2013.0,7.0,LIVING
169,Temple University Hospital (PATU) , PATU , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.3,66.7,0.0,66.7,33.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,3,2013.0,7.0,LIVING
170,Hospital of the University of Pennsylvania (PAUP) , PAUP , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,30.0,24.3,38.6,7.1,0.0,8.6,35.7,18.6,37.1,10.0,27.1,40.0,22.9,0.0,0.0,41.4,58.6,0.0,0.0,0.0,0.0,87.1,0.0,12.9,100.0,70,2013.0,7.0,LIVING
171,VA Pittsburgh Healthcare System (PAVA) , PAVA , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,25.0,25.0,50.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,4,2013.0,7.0,LIVING
172,Geisinger Wyoming Valley Medical Ctr (PAWV) , PAWV , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,20.0,20.0,60.0,0.0,0.0,0.0,60.0,0.0,40.0,0.0,20.0,40.0,40.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,20.0,100.0,5,2013.0,7.0,LIVING
173,Auxilio Mutuo Hospital (PRSJ) , PRSJ , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,75.0,25.0,75.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,4,2013.0,7.0,LIVING
174,Rhode Island Hospital (RIRH) , RIRH , TX1 , 2014/03/20 , Kidney ,0.0,4.0,0.0,12.0,16.0,44.0,24.0,0.0,4.0,56.0,8.0,32.0,16.0,36.0,16.0,28.0,4.0,0.0,52.0,48.0,0.0,0.0,0.0,0.0,92.0,0.0,8.0,100.0,25,2013.0,7.0,LIVING
175,Medical University of South Carolina (SCMU) , SCMU , TX1 , 2014/03/20 , Kidney ,11.1,11.1,3.7,7.4,33.3,14.8,18.5,0.0,11.1,37.0,11.1,40.7,25.9,18.5,33.3,18.5,3.7,0.0,40.7,59.3,0.0,3.7,0.0,3.7,85.2,0.0,14.8,92.6,27,2013.0,7.0,LIVING
176,Avera McKennan Hospital (SDMK) , SDMK , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,12.5,25.0,62.5,0.0,0.0,0.0,62.5,0.0,37.5,25.0,37.5,0.0,37.5,0.0,0.0,37.5,62.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,8,2013.0,7.0,LIVING
177,Sanford Health/USD Medical Center (SDSV) , SDSV , TX1 , 2014/03/20 , Kidney ,0.0,14.3,0.0,14.3,14.3,42.9,14.3,0.0,0.0,42.9,28.6,28.6,14.3,28.6,28.6,28.6,0.0,0.0,28.6,71.4,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,7,2013.0,7.0,LIVING
178,Erlanger Medical Center (TNEM) , TNEM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,2,2013.0,7.0,LIVING
179,Le Bonheur Children's Medical Center (TNLB) , TNLB , TX1 , 2014/03/20 , Kidney ,66.7,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,66.7,0.0,33.3,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,3,2013.0,7.0,LIVING
180,Methodist University Hospital (TNMH) , TNMH , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,12.0,24.0,56.0,8.0,0.0,0.0,56.0,12.0,32.0,4.0,24.0,24.0,48.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,4.0,92.0,0.0,8.0,96.0,25,2013.0,7.0,LIVING
181,Centennial Medical Center (TNPV) , TNPV , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,12.5,12.5,75.0,0.0,0.0,12.5,12.5,12.5,62.5,0.0,37.5,25.0,37.5,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,87.5,0.0,12.5,100.0,8,2013.0,7.0,LIVING
182,Saint Thomas Hospital (TNST) , TNST , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,2,2013.0,7.0,LIVING
183,University of Tennessee Medical Center at Knoxville (TNUK) , TNUK , TX1 , 2014/03/20 , Kidney ,10.0,0.0,0.0,20.0,10.0,50.0,10.0,0.0,0.0,70.0,0.0,30.0,20.0,30.0,20.0,30.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,70.0,0.0,30.0,100.0,10,2013.0,7.0,LIVING
184,Vanderbilt University Medical Center (TNVU) , TNVU , TX1 , 2014/03/20 , Kidney ,4.3,7.2,1.4,27.5,27.5,21.7,10.1,0.0,1.4,42.0,11.6,44.9,24.6,17.4,30.4,24.6,2.9,0.0,26.1,73.9,0.0,0.0,0.0,0.0,88.4,0.0,11.6,100.0,69,2013.0,7.0,LIVING
185,Nashville Veterans Administration Hospital (TNVU) , TNVU , VA1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,16.7,16.7,66.7,0.0,0.0,0.0,16.7,16.7,66.7,0.0,50.0,33.3,16.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,6,2013.0,7.0,LIVING
186,Baylor All Saints Medical Center (TXAS) , TXAS , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,33.3,33.3,33.3,0.0,0.0,0.0,33.3,0.0,66.7,6.7,20.0,46.7,26.7,0.0,0.0,46.7,53.3,0.0,0.0,0.0,0.0,86.7,0.0,13.3,100.0,15,2013.0,7.0,LIVING
187,"University Hospital, University of Texas Health Science Center (TXBC) ", TXBC , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,13.8,37.9,34.5,13.8,0.0,3.4,37.9,3.4,55.2,10.3,24.1,24.1,41.4,0.0,0.0,48.3,51.7,0.0,0.0,0.0,3.4,72.4,0.0,27.6,96.6,29,2013.0,7.0,LIVING
188,Cook Children's Medical Center (TXCF) , TXCF , TX1 , 2014/03/20 , Kidney ,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,2013.0,7.0,LIVING
189,Children's Medical Center of Dallas (TXCM) , TXCM , TX1 , 2014/03/20 , Kidney ,71.4,14.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,28.6,28.6,42.9,85.7,14.3,0.0,0.0,0.0,0.0,57.1,42.9,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,7,2013.0,7.0,LIVING
190,North Austin Medical Center (TXDM) , TXDM , TX1 , 2014/03/20 , Kidney ,0.0,0.0,0.0,40.0,13.3,33.3,13.3,0.0,0.0,33.3,33.3,33.3,20.0,33.3,33.3,13.3,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,15,2013.0,7.0,LIVING
191,Medical City Dallas Hospital (TXHD) , TXHD , TX1 , 2014/03/20 , Kidney ,6.7,0.0,0.0,33.3,26.7,13.3,20.0,0.0,0.0,26.7,20.0,53.3,33.3,20.0,33.3,13.3,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,86.7,0.0,13.3,100.0,15,2013.0,7.0,LIVING
