,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C, RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C, RCC_TST1B_R,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,D_OR_L,YEAR,MONTH
125,University Hospitals of Cleveland (OHUH),OHUH,TX1,2021-07-06 19:00:00,HR,0,0,0,13.043478261,26.086956522,,,8.6956521739,39.130434783,17.391304348,34.782608696,4.347826087,13.043478261,21.739130435,,0,0,13.043478261,86.956521739,0,26.086956522,0,0,100,0,0,73.913043478,-,-,0,11.419753086,0,,0,0.6172839506,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
126,Jewish Hospital (KYJH),KYJH,TX1,2021-07-06 19:00:00,HR,0,0,0,0,33.333333333,,,0,66.666666667,0,33.333333333,0,33.333333333,66.666666667,,0,0,66.666666667,33.333333333,0,66.666666667,0,0,100,0,0,33.333333333,-,-,0,10.38961039,0,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
127,Norton Children's Hospital (KYKC),KYKC,TX1,2021-07-06 19:00:00,HR,0,0,100,0,0,,,0,100,0,0,100,0,0,,0,0,100,0,0,100,0,0,100,0,0,0,-,-,100,10.38961039,0,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
128,University of Kentucky Medical Center (KYUK),KYUK,TX1,2021-07-06 19:00:00,HR,0,0,0,10.344827586,13.793103448,,,3.4482758621,37.931034483,10.344827586,48.275862069,6.8965517241,20.689655172,41.379310345,,0,0,17.24137931,82.75862069,0,27.586206897,0,10.344827586,100,0,0,62.068965517,-,-,0,10.38961039,0,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
129,Wake Forest Baptist Medical Center (NCBG),NCBG,TX1,2021-07-06 19:00:00,HR,0,0,0,0,27.272727273,,,18.181818182,54.545454545,18.181818182,9.0909090909,0,0,54.545454545,,0,0,9.0909090909,90.909090909,0,27.272727273,0,36.363636364,100,0,0,36.363636364,-,-,0,10.38961039,0,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
130,Carolinas Medical Center (NCCM),NCCM,TX1,2021-07-06 19:00:00,HR,3.0303030303,12.121212121,3.0303030303,9.0909090909,24.242424242,,,6.0606060606,45.454545455,18.181818182,30.303030303,18.181818182,12.121212121,36.363636364,,0,0,36.363636364,63.636363636,0,63.636363636,0,24.242424242,100,0,0,12.121212121,-,-,12.121212121,10.38961039,6.0606060606,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
131,Duke University Hospital (NCDU),NCDU,TX1,2021-07-06 19:00:00,HR,1.9230769231,1.9230769231,0.9615384615,14.423076923,25,,,3.8461538462,27.884615385,15.384615385,52.884615385,9.6153846154,24.038461538,33.653846154,,0,0,30.769230769,69.230769231,0,44.230769231,0,10.576923077,95.192307692,0,4.8076923077,45.192307692,-,-,4.8076923077,10.38961039,0.9615384615,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
132,University of North Carolina Hospitals (NCMH),NCMH,TX1,2021-07-06 19:00:00,HR,0,13.333333333,0,13.333333333,20,,,6.6666666667,20,13.333333333,60,13.333333333,40,33.333333333,,0,0,40,60,0,66.666666667,0,20,100,0,0,13.333333333,-,-,13.333333333,10.38961039,0,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
133,MUSC Children's Hospital (SCCH),SCCH,TX1,2021-07-06 19:00:00,HR,60,20,20,0,0,,,0,20,60,20,100,0,0,,0,0,60,40,0,20,0,60,100,0,0,20,-,-,80,10.38961039,20,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
134,Medical University of South Carolina (SCMU),SCMU,TX1,2021-07-06 19:00:00,HR,0,0,0,5.5555555556,24.074074074,,,3.7037037037,42.592592593,16.666666667,37.037037037,9.2592592593,31.481481481,29.62962963,,0,0,31.481481481,68.518518519,0,48.148148148,0,24.074074074,98.148148148,0,1.8518518519,27.777777778,-,-,0,10.38961039,0,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
135,Baptist Memorial Hospital (TNBM),TNBM,TX1,2021-07-06 19:00:00,HR,0,0,0,0,40,,,0,26.666666667,20,53.333333333,6.6666666667,13.333333333,20,,0,0,33.333333333,66.666666667,0,73.333333333,0,0,100,0,0,26.666666667,-,-,0,10.38961039,0,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
136,Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2021-07-06 19:00:00,HR,36.363636364,27.272727273,36.363636364,0,0,,,0,27.272727273,0,72.727272727,63.636363636,27.272727273,0,,0,0,45.454545455,54.545454545,0,63.636363636,0,36.363636364,81.818181818,0,18.181818182,0,-,-,100,10.38961039,0,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
137,Saint Thomas Hospital (TNST),TNST,TX1,2021-07-06 19:00:00,HR,0,0,0,6.8965517241,20.689655172,,,10.344827586,34.482758621,10.344827586,44.827586207,10.344827586,20.689655172,24.137931034,,0,0,37.931034483,62.068965517,0,51.724137931,0,6.8965517241,100,0,0,41.379310345,-,-,0,10.38961039,0,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
138,Vanderbilt University Medical Center (TNVU),TNVU,TX1,2021-07-06 19:00:00,HR,6.8027210884,1.3605442177,7.4829931973,4.0816326531,23.80952381,,,3.4013605442,30.612244898,14.285714286,51.700680272,18.367346939,19.047619048,28.571428571,,0,0,31.292517007,68.707482993,0,40.816326531,0,11.56462585,90.476190476,0,9.5238095238,47.619047619,-,-,12.244897959,10.38961039,3.4013605442,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
139,Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2021-07-06 19:00:00,HR,0,0,0,9.6774193548,19.35483871,,,3.2258064516,38.709677419,16.129032258,41.935483871,9.6774193548,22.580645161,32.258064516,,0,0,3.2258064516,96.774193548,0,64.516129032,0,12.903225806,100,0,0,22.580645161,-,-,0,10.38961039,0,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
140,Hunter Holmes McGuire Veterans Administration Medical Center (VAMV),VAMV,TX1,2021-07-06 19:00:00,HR,0,0,0,0,0,,,0,0,100,0,0,0,100,,0,0,0,100,0,0,0,0,100,0,0,100,-,-,0,10.38961039,0,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
141,Sentara Norfolk General Hospital (VANG),VANG,TX1,2021-07-06 19:00:00,HR,0,0,0,7.1428571429,25,,,3.5714285714,28.571428571,32.142857143,35.714285714,3.5714285714,21.428571429,53.571428571,,0,0,39.285714286,60.714285714,0,57.142857143,0,10.714285714,100,0,0,32.142857143,-,-,0,10.38961039,0,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
142,University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2021-07-06 19:00:00,HR,18.181818182,9.0909090909,27.272727273,9.0909090909,9.0909090909,,,4.5454545455,50,13.636363636,31.818181818,45.454545455,4.5454545455,40.909090909,,0,0,36.363636364,63.636363636,0,68.181818182,0,18.181818182,100,0,0,13.636363636,-,-,50,10.38961039,4.5454545455,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
143,,TXDL,TX1,2021-07-06 19:00:00,HR,0,0,0,100,0,,,0,100,0,0,100,0,0,,0,0,0,100,0,100,0,0,100,0,0,0,-,-,0,0,0,,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,D,2021,May
1,University of Alabama Hospital (ALUA) , ALUA , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 18.2 , 9.1 , 36.4 , 0.0 , 0.0 , 0.0 , 40.9 , 22.7 , 36.4 , 22.7 , 40.9 , 22.7 , 13.6 , 0.0 , 0.0 , 40.9 , 59.1 , 0.0 , 27.3 , 0.0 , 9.1 , 95.5 , 0.0 , 4.5 , 63.6 ,   ,   , 45.5 , 57.6 , 54.5 , 38.5 , 0.0 , 3.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
2,Baptist Medical Center (ARBH) , ARBH , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 10.0 , 20.0 , 10.0 , 0.0 , 0.0 , 30.0 , 20.0 , 50.0 , 20.0 , 20.0 , 20.0 , 40.0 , 0.0 , 0.0 , 20.0 , 80.0 , 0.0 , 50.0 , 0.0 , 10.0 , 80.0 , 0.0 , 20.0 , 40.0 ,   ,   , 70.0 , 57.6 , 30.0 , 38.5 , 0.0 , 3.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
3,Arkansas Children's Hospital (ARCH) , ARCH , TX1 , 2014/03/20 , Heart , 33.3 , 8.3 , 45.8 , 12.5 , 0.0 , 0.0 , 0.0 , 4.2 , 45.8 , 12.5 , 37.5 , 79.2 , 12.5 , 4.2 , 4.2 , 0.0 , 0.0 , 54.2 , 45.8 , 0.0 , 70.8 , 0.0 , 25.0 , 91.7 , 0.0 , 8.3 , 4.2 ,   ,   , 87.5 , 57.6 , 8.3 , 38.5 , 4.2 , 3.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
4,Phoenix Children's Hospital (AZCH) , AZCH , TX1 , 2014/03/20 , Heart , 20.0 , 40.0 , 40.0 , 0.0 , 0.0 , 0.0 , 0.0 , 10.0 , 40.0 , 10.0 , 40.0 , 70.0 , 30.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 90.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 10.0 ,   ,   , 100.0 , 61.3 , 0.0 , 26.9 , 0.0 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
5,Mayo Clinic Hospital (AZMC) , AZMC , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 17.4 , 17.4 , 26.1 , 0.0 , 8.7 , 47.8 , 4.3 , 39.1 , 13.0 , 39.1 , 30.4 , 17.4 , 0.0 , 0.0 , 21.7 , 78.3 , 0.0 , 8.7 , 0.0 , 30.4 , 100.0 , 0.0 , 0.0 , 60.9 ,   ,   , 52.2 , 61.3 , 43.5 , 26.9 , 4.3 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
6,"University Medical Center, Univ of Arizona (AZUA) ", AZUA , TX1 , 2014/03/20 , Heart , 8.3 , 0.0 , 0.0 , 0.0 , 16.7 , 16.7 , 0.0 , 0.0 , 50.0 , 25.0 , 25.0 , 8.3 , 33.3 , 33.3 , 16.7 , 8.3 , 0.0 , 33.3 , 66.7 , 0.0 , 41.7 , 0.0 , 0.0 , 91.7 , 0.0 , 8.3 , 58.3 ,   ,   , 33.3 , 61.3 , 41.7 , 26.9 , 25.0 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
7,Childrens Hospital Los Angeles (CACL) , CACL , TX1 , 2014/03/20 , Heart , 57.1 , 0.0 , 42.9 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 42.9 , 0.0 , 57.1 , 85.7 , 0.0 , 14.3 , 0.0 , 0.0 , 0.0 , 57.1 , 42.9 , 0.0 , 85.7 , 0.0 , 0.0 , 85.7 , 0.0 , 14.3 , 14.3 ,   ,   , 85.7 , 61.3 , 14.3 , 26.9 , 0.0 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
8,Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 8.4 , 14.7 , 23.2 , 0.0 , 5.3 , 37.9 , 15.8 , 41.1 , 29.5 , 44.2 , 20.0 , 6.3 , 0.0 , 0.0 , 35.8 , 64.2 , 0.0 , 16.8 , 0.0 , 24.2 , 91.6 , 0.0 , 8.4 , 58.9 ,   ,   , 68.4 , 61.3 , 15.8 , 26.9 , 15.8 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
9,Loma Linda University Medical Center (CALL) , CALL , TX1 , 2014/03/20 , Heart , 11.1 , 5.6 , 33.3 , 5.6 , 22.2 , 16.7 , 0.0 , 0.0 , 22.2 , 11.1 , 66.7 , 44.4 , 22.2 , 27.8 , 5.6 , 0.0 , 0.0 , 22.2 , 77.8 , 0.0 , 55.6 , 0.0 , 0.0 , 94.4 , 0.0 , 5.6 , 44.4 ,   ,   , 66.7 , 61.3 , 27.8 , 26.9 , 5.6 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
10,Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2014/03/20 , Heart , 25.0 , 43.8 , 12.5 , 18.8 , 0.0 , 0.0 , 0.0 , 18.8 , 50.0 , 6.3 , 25.0 , 81.3 , 12.5 , 6.3 , 0.0 , 0.0 , 0.0 , 37.5 , 62.5 , 0.0 , 18.8 , 0.0 , 37.5 , 100.0 , 0.0 , 0.0 , 43.8 ,   ,   , 37.5 , 61.3 , 37.5 , 26.9 , 25.0 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
11,California Pacific Medical Center (CAPM) , CAPM , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 28.6 , 28.6 , 14.3 , 0.0 , 0.0 , 28.6 , 28.6 , 42.9 , 28.6 , 28.6 , 28.6 , 14.3 , 0.0 , 0.0 , 14.3 , 85.7 , 0.0 , 14.3 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 85.7 ,   ,   , 14.3 , 61.3 , 42.9 , 26.9 , 42.9 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
12,University of California San Diego Medical Center (CASD) , CASD , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 20.0 , 40.0 , 0.0 , 0.0 , 20.0 , 20.0 , 0.0 , 60.0 , 20.0 , 40.0 , 40.0 , 0.0 , 0.0 , 0.0 , 40.0 , 60.0 , 0.0 , 40.0 , 0.0 , 20.0 , 100.0 , 0.0 , 0.0 , 40.0 ,   ,   , 60.0 , 61.3 , 20.0 , 26.9 , 20.0 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
13,University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 7.7 , 23.1 , 23.1 , 0.0 , 15.4 , 38.5 , 23.1 , 23.1 , 7.7 , 53.8 , 23.1 , 15.4 , 0.0 , 0.0 , 15.4 , 84.6 , 0.0 , 23.1 , 0.0 , 7.7 , 100.0 , 0.0 , 0.0 , 69.2 ,   ,   , 61.5 , 61.3 , 23.1 , 26.9 , 15.4 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
14,Sutter Memorial Hospital (CASG) , CASG , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 8.3 , 25.0 , 16.7 , 0.0 , 8.3 , 16.7 , 25.0 , 50.0 , 8.3 , 41.7 , 25.0 , 25.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 91.7 , 0.0 , 8.3 , 100.0 ,   ,   , 58.3 , 61.3 , 33.3 , 26.9 , 8.3 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
15,Sharp Memorial Hospital (CASH) , CASH , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 10.0 , 0.0 , 20.0 , 0.0 , 10.0 , 40.0 , 10.0 , 40.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 30.0 , 70.0 , 0.0 , 80.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 20.0 ,   ,   , 90.0 , 61.3 , 10.0 , 26.9 , 0.0 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
16,Stanford University Medical Center (CASU) , CASU , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 9.8 , 24.4 , 12.2 , 0.0 , 2.4 , 48.8 , 19.5 , 29.3 , 14.6 , 36.6 , 31.7 , 17.1 , 0.0 , 0.0 , 34.1 , 65.9 , 0.0 , 24.4 , 0.0 , 19.5 , 92.7 , 0.0 , 7.3 , 56.1 ,   ,   , 39.0 , 61.3 , 53.7 , 26.9 , 7.3 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
17,University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2014/03/20 , Heart , 8.1 , 0.0 , 2.7 , 21.6 , 8.1 , 8.1 , 0.0 , 8.1 , 51.4 , 16.2 , 24.3 , 29.7 , 48.6 , 16.2 , 5.4 , 0.0 , 0.0 , 24.3 , 75.7 , 0.0 , 62.2 , 0.0 , 10.8 , 94.6 , 0.0 , 5.4 , 27.0 ,   ,   , 78.4 , 61.3 , 8.1 , 26.9 , 13.5 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
18,Keck Hospital of USC (CAUH) , CAUH , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 26.7 , 13.3 , 20.0 , 0.0 , 0.0 , 33.3 , 26.7 , 40.0 , 13.3 , 13.3 , 20.0 , 53.3 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 93.3 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 6.7 ,   ,   , 93.3 , 61.3 , 6.7 , 26.9 , 0.0 , 11.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
19,Children's Hospital Colorado (COCH) , COCH , TX1 , 2014/03/20 , Heart , 22.2 , 11.1 , 33.3 , 33.3 , 0.0 , 0.0 , 0.0 , 0.0 , 66.7 , 0.0 , 33.3 , 66.7 , 22.2 , 11.1 , 0.0 , 0.0 , 0.0 , 55.6 , 44.4 , 0.0 , 33.3 , 0.0 , 11.1 , 77.8 , 0.0 , 22.2 , 55.6 ,   ,   , 66.7 , 50.3 , 22.2 , 44.8 , 11.1 , 4.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
20,University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 23.5 , 11.8 , 5.9 , 0.0 , 5.9 , 41.2 , 0.0 , 52.9 , 5.9 , 52.9 , 23.5 , 17.6 , 0.0 , 0.0 , 35.3 , 64.7 , 0.0 , 35.3 , 0.0 , 17.6 , 94.1 , 0.0 , 5.9 , 47.1 ,   ,   , 47.1 , 50.3 , 35.3 , 44.8 , 17.6 , 4.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
21,Hartford Hospital (CTHH) , CTHH , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 18.8 , 18.8 , 25.0 , 0.0 , 0.0 , 50.0 , 18.8 , 31.3 , 0.0 , 25.0 , 37.5 , 37.5 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 81.3 , 0.0 , 6.3 , 100.0 , 0.0 , 0.0 , 12.5 ,   ,   , 93.8 , 83.3 , 6.3 , 15.5 , 0.0 , 1.2 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
22,Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 20.0 , 0.0 , 30.0 , 0.0 , 20.0 , 30.0 , 10.0 , 40.0 , 10.0 , 40.0 , 20.0 , 30.0 , 0.0 , 0.0 , 20.0 , 80.0 , 0.0 , 40.0 , 0.0 , 10.0 , 100.0 , 0.0 , 0.0 , 50.0 ,   ,   , 30.0 , 83.3 , 70.0 , 15.5 , 0.0 , 1.2 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
23,Washington Hospital Center (DCWH) , DCWH , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 14.3 , 0.0 , 14.3 , 28.6 , 0.0 , 57.1 , 0.0 , 42.9 , 14.3 , 42.9 , 0.0 , 0.0 , 57.1 , 42.9 , 0.0 , 0.0 , 0.0 , 28.6 , 100.0 , 0.0 , 0.0 , 71.4 ,   ,   , 57.1 , 62.6 , 42.9 , 33.8 , 0.0 , 3.6 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
24,Alfred I DuPont Hospital for Children (DEAI) , DEAI , TX1 , 2014/03/20 , Heart , 33.3 , 33.3 , 33.3 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 66.7 , 0.0 , 33.3 , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 66.7 , 0.0 , 33.3 , 66.7 , 0.0 , 33.3 , 0.0 ,   ,   , 100.0 , 62.6 , 0.0 , 33.8 , 0.0 , 3.6 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
25,All Children's Hospital (FLAC) , FLAC , TX1 , 2014/03/20 , Heart , 66.7 , 0.0 , 33.3 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 33.3 , 33.3 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 100.0 , 0.0 , 0.0 , 66.7 , 0.0 , 33.3 , 0.0 ,   ,   , 100.0 , 57.6 , 0.0 , 38.5 , 0.0 , 3.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
26,Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2014/03/20 , Heart , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 16.7 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 50.0 , 33.3 , 16.7 , 0.0 , 0.0 , 16.7 , 83.3 , 0.0 , 0.0 , 0.0 , 33.3 , 100.0 , 0.0 , 0.0 , 66.7 ,   ,   , 0.0 , 57.6 , 100.0 , 38.5 , 0.0 , 3.8 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2013,July
