,Unnamed: 0, CTR_CD, CTR_TY, RELEASE_DATE, ORG, RCC_A10_N, RCC_A17_N, RCC_A2_N, RCC_A34_N, RCC_A49_N, RCC_A64_N, RCC_A65P_N, RCC_AU_N, RCC_BAB_N, RCC_BAT_N, RCC_BA_N, RCC_BB_N, RCC_BMI20_N, RCC_BMI25_N, RCC_BMI30_N, RCC_BMI31P_N, RCC_BMINR_N, RCC_BO_N, RCC_BU_N, RCC_CAD_N, RCC_CAR_N, RCC_CHD_N, RCC_CLD_N, RCC_COD_N, RCC_CON_N, RCC_CYF_N, RCC_DEVS_N, RCC_DIA_N, RCC_ECO_N, RCC_FBP_N, RCC_GF_N, RCC_GLO_N, RCC_GM_N, RCC_GU_N, RCC_HOSPNR_N, RCC_HOSP_N, RCC_HYP_N, RCC_ICU_N, RCC_IDP_N, RCC_INRET_N, RCC_KIRET_N, RCC_LSNR_N, RCC_LS_N, RCC_LURET_N, RCC_ME11_N, RCC_ME15_N, RCC_ME21_N, RCC_ME31_N, RCC_ME6_N, RCC_MET_N, RCC_MIS_N, RCC_MNEO_N, RCC_NCC_N, RCC_NEC_N, RCC_NEO_N, RCC_NOTHOSP_N, RCC_NOTLS_N, RCC_N_N, RCC_OTH_N, RCC_OTK_N, RCC_PE11_N, RCC_PE15_N, RCC_PE21_N, RCC_PE31_N, RCC_PE6_N, RCC_POL_N, RCC_PPH_N, RCC_PRA79_N, RCC_PRA80_N, RCC_PRA9_N, RCC_PRAU_N, RCC_PTXN_N, RCC_PTXU_N, RCC_PTXY_N, RCC_RA_N, RCC_RB_N, RCC_RET_N, RCC_RH_N, RCC_RO_N, RCC_RU_N, RCC_RW_N, RCC_SGS_N, RCC_TINA_N, RCC_TST1A_N, RCC_TST1B_N, RCC_TST1_N, RCC_TST2A_N, RCC_TST2B_N, RCC_TST2_N, RCC_TST3_N, RCC_TUB_N, RCC_VAS_N, RCC_VHD_N,D_OR_L, RCL_A10_N, RCL_A17_N, RCL_A2_N, RCL_A34_N, RCL_A49_N, RCL_A64_N, RCL_A65P_N, RCL_AU_N, RCL_BAB_N, RCL_BAT_N, RCL_BA_N, RCL_BB_N, RCL_BMI20_N, RCL_BMI25_N, RCL_BMI30_N, RCL_BMI31P_N, RCL_BMINR_N, RCL_BO_N, RCL_BU_N, RCL_CLD_N, RCL_COD_N, RCL_CON_N, RCL_CYF_N, RCL_DEVS_N, RCL_DIA_N, RCL_ECO_N, RCL_GF_N, RCL_GLO_N, RCL_GM_N, RCL_GU_N, RCL_HOSPNR_N, RCL_HOSP_N, RCL_HYP_N, RCL_ICU_N, RCL_IDP_N, RCL_KIRET_N, RCL_LSNR_N, RCL_LS_N, RCL_LURET_N, RCL_ME11_N, RCL_ME15_N, RCL_ME21_N, RCL_ME31_N, RCL_ME6_N, RCL_MET_N, RCL_MIS_N, RCL_MNEO_N, RCL_NCC_N, RCL_NEC_N, RCL_NEO_N, RCL_NOTHOSP_N, RCL_NOTLS_N, RCL_N_N, RCL_OTH_N, RCL_OTK_N, RCL_PE11_N, RCL_PE15_N, RCL_PE21_N, RCL_PE31_N, RCL_PE6_N, RCL_POL_N, RCL_PPH_N, RCL_PRA79_N, RCL_PRA80_N, RCL_PRA9_N, RCL_PRAU_N, RCL_PTXN_N, RCL_PTXU_N, RCL_PTXY_N, RCL_RA_N, RCL_RB_N, RCL_RH_N, RCL_RO_N, RCL_RU_N, RCL_RW_N, RCL_TINA_N, RCL_TST1A_N, RCL_TST1B_N, RCL_TST1_N, RCL_TST2A_N, RCL_TST2B_N, RCL_TST3_N, RCL_TUB_N, RCL_VAS_N,YEAR,MONTH,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_N,RCC_A17_N,RCC_A2_N,RCC_A34_N,RCC_A49_N,RCC_A64_N,RCC_A65P_N,RCC_AU_N,RCC_BAB_N,RCC_BAT_N,RCC_BA_N,RCC_BB_N,RCC_BMI20_N,RCC_BMI25_N,RCC_BMI30_N,RCC_BMI31P_N,RCC_BMINR_N,RCC_BO_N,RCC_BU_N,RCC_CAD_N,RCC_CAR_N,RCC_CHD_N,RCC_CLD_N,RCC_COD_N,RCC_CYF_N,RCC_DEVS_N,RCC_DIA_N,RCC_ECO_N,RCC_FBP_N,RCC_GF_N,RCC_GLO_N,RCC_GM_N,RCC_GU_N,RCC_HOSPNR_N,RCC_HOSP_N,RCC_HYP_N,RCC_ICU_N,RCC_IDP_N,RCC_INRET_N,RCC_KIRET_N,RCC_LSNR_N,RCC_LS_N,RCC_LURET_N,RCC_ME11_N,RCC_ME15_N,RCC_ME21_N,RCC_ME31_N,RCC_ME6_N,RCC_MET_N,RCC_MIS_N,RCC_MNEO_N,RCC_NCC_N,RCC_NEC_N,RCC_NEO_N,RCC_NOTHOSP_N,RCC_NOTLS_N,RCC_N_N,RCC_OTH_N,RCC_OTK_N,RCC_PE11_N,RCC_PE15_N,RCC_PE21_N,RCC_PE31_N,RCC_PE6_N,RCC_POL_N,RCC_PPH_N,RCC_PRA79_N,RCC_PRA80_N,RCC_PRA9_N,RCC_PRAU_N,RCC_PTXN_N,RCC_PTXU_N,RCC_PTXY_N,RCC_RA_N,RCC_RB_N,RCC_RET_N,RCC_RH_N,RCC_RO_N,RCC_RU_N,RCC_RW_N,RCC_SGS_N,RCC_TINA_N,RCC_TST1A_N,RCC_TST1B_N,RCC_TST1_N,RCC_TST2A_N,RCC_TST2B_N,RCC_TST2_N,RCC_TST3_N,RCC_TUB_N,RCC_VAS_N,RCC_VHD_N,RCC_CON_N,RCL_A10_N,RCL_A17_N,RCL_A2_N,RCL_A34_N,RCL_A49_N,RCL_A64_N,RCL_A65P_N,RCL_AU_N,RCL_BAB_N,RCL_BAT_N,RCL_BA_N,RCL_BB_N,RCL_BMI20_N,RCL_BMI25_N,RCL_BMI30_N,RCL_BMI31P_N,RCL_BMINR_N,RCL_BO_N,RCL_BU_N,RCL_CLD_N,RCL_COD_N,RCL_CYF_N,RCL_DEVS_N,RCL_DIA_N,RCL_ECO_N,RCL_GF_N,RCL_GLO_N,RCL_GM_N,RCL_GU_N,RCL_HOSPNR_N,RCL_HOSP_N,RCL_HYP_N,RCL_ICU_N,RCL_IDP_N,RCL_KIRET_N,RCL_LSNR_N,RCL_LS_N,RCL_LURET_N,RCL_ME11_N,RCL_ME15_N,RCL_ME21_N,RCL_ME31_N,RCL_ME6_N,RCL_MET_N,RCL_MIS_N,RCL_MNEO_N,RCL_NCC_N,RCL_NEC_N,RCL_NEO_N,RCL_NOTHOSP_N,RCL_NOTLS_N,RCL_N_N,RCL_OTH_N,RCL_OTK_N,RCL_PE11_N,RCL_PE15_N,RCL_PE21_N,RCL_PE31_N,RCL_PE6_N,RCL_POL_N,RCL_PPH_N,RCL_PRA79_N,RCL_PRA80_N,RCL_PRA9_N,RCL_PRAU_N,RCL_PTXN_N,RCL_PTXU_N,RCL_PTXY_N,RCL_RA_N,RCL_RB_N,RCL_RH_N,RCL_RO_N,RCL_RU_N,RCL_RW_N,RCL_TINA_N,RCL_TST1A_N,RCL_TST1B_N,RCL_TST1_N,RCL_TST2A_N,RCL_TST2B_N,RCL_TST3_N,RCL_TUB_N,RCL_VAS_N,RCL_CON_N,RCC_A69_N,RCC_A70P_N,RCC_BMI35_N,RCC_BMI40_N,RCC_BMI41P_N,RCC_TAST1_N,RCC_TAST2_N,RCC_TAST3_N,RCC_TAST4_N,RCC_TAST5_N,RCC_TAST6_N,RCL_A69_N,RCL_A70P_N,RCL_BMI35_N,RCL_BMI40_N,RCL_BMI41P_N
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Johns Hopkins Hospital (MDJH),MDJH,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,University of Maryland Medical System (MDUM),MDUM,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Newark Beth Israel Medical Center (NJBI),NJBI,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Robert Wood Johnson University Hospital (NJRW),NJRW,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Allegheny General Hospital (PAAG),PAAG,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Children's Hospital of Philadelphia (PACP),PACP,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Temple University Hospital (PATU),PATU,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,June,Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2020-08-03 19:00:00,HR,4.7297297297,4.7578828829,4.786036036,10.332207207,18.018018018,40.681306306,,,5.3490990991,-,39.864864865,15.343468468,19.425675676,27.730855856,28.490990991,,0.5912162162,39.442567568,0,24.324324324,61.373873874,11.570945946,-,-,-,64.048423423,-,-,-,30.546171171,-,69.453828829,0,0.2533783784,16.525900901,-,53.012387387,-,-,-,0.1970720721,16.779279279,-,-,-,-,-,-,-,0.1970720721,-,-,-,-,30.208333333,18.975225225,3552,1.4358108108,-,-,-,-,-,-,-,-,-,-,-,-,96.283783784,0,3.7162162162,3.9132882883,22.522522523,0,11.204954955,1.1261261261,0,61.233108108,-,0,11.599099099,2.4774774775,-,-,-,0.5630630631,-,-,-,1.097972973,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56981982,3.125,18.693693694,4.7015765766,0.365990991,7.7984234234,40.709459459,17.933558559,15.005630631,0.6475225225,3.2657657658,,,,,
