ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RC_A49_C,RCC_A64_C,RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_TINA_R,D_OR_L,YEAR,MONTH
Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 8.6 , 14.3 , 25.7 , 0.0 , 5.7 , 31.4 , 17.1 , 45.7 , 8.6 , 34.3 , 45.7 , 8.6 , 2.9 , 0.0 , 34.3 , 65.7 , 0.0 , 20.0 , 0.0 , 8.6 , 97.1 , 0.0 , 2.9 , 71.4 , 51.4 ,D,2015,12
Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 16.7 , 16.7 , 16.7 , 0.0 , 4.2 , 45.8 , 12.5 , 37.5 , 33.3 , 33.3 , 25.0 , 8.3 , 0.0 , 0.0 , 58.3 , 41.7 , 0.0 , 12.5 , 0.0 , 16.7 , 91.7 , 0.0 , 8.3 , 70.8 , 50.0 ,D,2015,12
University of Maryland Medical System (MDUM) , MDUM , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 13.8 , 34.5 , 0.0 , 3.4 , 44.8 , 13.8 , 37.9 , 13.8 , 24.1 , 34.5 , 27.6 , 0.0 , 0.0 , 27.6 , 72.4 , 0.0 , 3.4 , 0.0 , 96.6 , 89.7 , 0.0 , 10.3 , 0.0 , 51.7 ,D,2015,12
Henry Ford Hospital (MIHF) , MIHF , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 13.3 , 13.3 , 33.3 , 0.0 , 6.7 , 40.0 , 13.3 , 40.0 , 13.3 , 26.7 , 26.7 , 20.0 , 13.3 , 0.0 , 26.7 , 73.3 , 0.0 , 33.3 , 0.0 , 0.0 , 93.3 , 0.0 , 6.7 , 66.7 , 40.0 ,D,2015,12
Spectrum Health (MISH) , MISH , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 13.6 , 13.6 , 36.4 , 0.0 , 9.1 , 45.5 , 4.5 , 40.9 , 36.4 , 13.6 , 36.4 , 13.6 , 0.0 , 0.0 , 63.6 , 36.4 , 0.0 , 90.9 , 0.0 , 4.5 , 95.5 , 0.0 , 4.5 , 4.5 , 36.4 ,D,2015,12
University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2015/12/16 , Lung , 0.0 , 2.9 , 0.0 , 8.6 , 11.4 , 14.3 , 0.0 , 0.0 , 42.9 , 8.6 , 48.6 , 11.4 , 48.6 , 20.0 , 20.0 , 0.0 , 0.0 , 25.7 , 74.3 , 0.0 , 14.3 , 0.0 , 5.7 , 100.0 , 0.0 , 0.0 , 80.0 , 62.9 ,D,2015,12
Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 20.0 , 0.0 , 40.0 , 0.0 , 0.0 , 60.0 , 0.0 , 40.0 , 20.0 , 20.0 , 0.0 , 20.0 , 40.0 , 0.0 , 40.0 , 60.0 , 0.0 , 0.0 , 0.0 , 60.0 , 100.0 , 0.0 , 0.0 , 40.0 , 40.0 ,D,2015,12
"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 11.5 , 11.5 , 21.2 , 0.0 , 5.8 , 42.3 , 7.7 , 44.2 , 17.3 , 48.1 , 25.0 , 9.6 , 0.0 , 0.0 , 40.4 , 59.6 , 0.0 , 5.8 , 0.0 , 9.6 , 100.0 , 0.0 , 0.0 , 84.6 , 55.8 ,D,2015,12
Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 7.8 , 15.6 , 18.8 , 0.0 , 3.1 , 45.3 , 10.9 , 40.6 , 32.8 , 28.1 , 34.4 , 4.7 , 0.0 , 0.0 , 39.1 , 60.9 , 0.0 , 7.8 , 0.0 , 10.9 , 96.9 , 0.0 , 3.1 , 81.3 , 57.8 ,D,2015,12
St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2015/12/16 , Lung , 11.1 , 55.6 , 0.0 , 33.3 , 0.0 , 0.0 , 0.0 , 11.1 , 44.4 , 0.0 , 44.4 , 88.9 , 11.1 , 0.0 , 0.0 , 0.0 , 0.0 , 88.9 , 11.1 , 0.0 , 22.2 , 0.0 , 11.1 , 66.7 , 0.0 , 33.3 , 66.7 , 0.0 ,D,2015,12
Duke University Hospital (NCDU) , NCDU , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 17.4 , 13.8 , 35.8 , 0.0 , 2.8 , 35.8 , 9.2 , 52.3 , 28.4 , 44.0 , 27.5 , 0.0 , 0.0 , 0.0 , 39.4 , 60.6 , 0.0 , 9.2 , 0.0 , 6.4 , 94.5 , 0.0 , 5.5 , 84.4 , 33.0 ,D,2015,12
University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 22.2 , 44.4 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 33.3 , 33.3 , 0.0 , 33.3 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 11.1 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 88.9 , 33.3 ,D,2015,12
Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 66.7 , 0.0 , 33.3 , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 66.7 , 33.3 , 0.0 , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 0.0 , 0.0 , 33.3 , 100.0 , 0.0 , 0.0 , 66.7 , 0.0 ,D,2015,12
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 11.9 , 10.2 , 20.3 , 0.0 , 10.2 , 39.0 , 13.6 , 37.3 , 20.3 , 33.9 , 33.9 , 11.9 , 0.0 , 0.0 , 42.4 , 57.6 , 0.0 , 25.4 , 0.0 , 11.9 , 93.2 , 0.0 , 6.8 , 62.7 , 57.6 ,D,2015,12
The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 9.6 , 11.5 , 36.5 , 0.0 , 5.8 , 38.5 , 16.3 , 39.4 , 22.1 , 23.1 , 43.3 , 11.5 , 0.0 , 0.0 , 28.8 , 71.2 , 0.0 , 9.6 , 0.0 , 25.0 , 97.1 , 0.0 , 2.9 , 65.4 , 42.3 ,D,2015,12
Nationwide Children's Hospital (OHCH) , OHCH , TX1 , 2015/12/16 , Lung , 0.0 , 66.7 , 33.3 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 33.3 , 33.3 , 33.3 , 33.3 , 33.3 , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 33.3 , 0.0 , 33.3 , 100.0 , 0.0 , 0.0 , 33.3 , 0.0 ,D,2015,12
Children's Hospital Medical Center (OHCM) , OHCM , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 ,D,2015,12
Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 3.1 , 9.4 , 18.8 , 0.0 , 0.0 , 46.9 , 6.3 , 46.9 , 15.6 , 21.9 , 31.3 , 31.3 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 0.0 , 0.0 , 3.1 , 96.9 , 0.0 , 3.1 , 96.9 , 68.8 ,D,2015,12
University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 50.0 ,D,2015,12
Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 20.0 , 8.0 , 44.0 , 0.0 , 8.0 , 56.0 , 12.0 , 24.0 , 16.0 , 60.0 , 20.0 , 4.0 , 0.0 , 0.0 , 40.0 , 60.0 , 0.0 , 4.0 , 0.0 , 12.0 , 100.0 , 0.0 , 0.0 , 84.0 , 28.0 ,D,2015,12
Children's Hospital of Philadelphia (PACP) , PACP , TX1 , 2015/12/16 , Lung , 42.9 , 28.6 , 14.3 , 14.3 , 0.0 , 0.0 , 0.0 , 0.0 , 42.9 , 28.6 , 28.6 , 57.1 , 28.6 , 0.0 , 0.0 , 14.3 , 0.0 , 42.9 , 57.1 , 0.0 , 14.3 , 0.0 , 14.3 , 100.0 , 0.0 , 0.0 , 71.4 , 0.0 ,D,2015,12
University of Pittsburgh Medical Center (PAPT) , PAPT , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 5.6 , 18.3 , 28.2 , 0.0 , 8.5 , 45.1 , 12.7 , 33.8 , 22.5 , 33.8 , 26.8 , 16.9 , 0.0 , 0.0 , 43.7 , 56.3 , 0.0 , 15.5 , 0.0 , 16.9 , 98.6 , 0.0 , 1.4 , 67.6 , 47.9 ,D,2015,12
Temple University Hospital (PATU) , PATU , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 1.7 , 3.4 , 57.6 , 0.0 , 1.7 , 30.5 , 16.9 , 50.8 , 10.2 , 20.3 , 27.1 , 42.4 , 0.0 , 0.0 , 27.1 , 72.9 , 0.0 , 16.9 , 0.0 , 13.6 , 100.0 , 0.0 , 0.0 , 69.5 , 37.3 ,D,2015,12
Hospital of the University of Pennsylvania (PAUP) , PAUP , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 8.2 , 10.2 , 22.4 , 0.0 , 4.1 , 36.7 , 10.2 , 49.0 , 18.4 , 28.6 , 32.7 , 20.4 , 0.0 , 0.0 , 36.7 , 63.3 , 0.0 , 6.1 , 0.0 , 10.2 , 95.9 , 0.0 , 4.1 , 83.7 , 59.2 ,D,2015,12
Medical University of South Carolina (SCMU) , SCMU , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 28.6 , 28.6 , 0.0 , 14.3 , 14.3 , 0.0 , 71.4 , 28.6 , 42.9 , 14.3 , 14.3 , 0.0 , 0.0 , 71.4 , 28.6 , 0.0 , 0.0 , 0.0 , 14.3 , 100.0 , 0.0 , 0.0 , 85.7 , 42.9 ,D,2015,12
Vanderbilt University Medical Center (TNVU) , TNVU , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 15.4 , 3.8 , 15.4 , 0.0 , 0.0 , 53.8 , 11.5 , 34.6 , 34.6 , 30.8 , 34.6 , 0.0 , 0.0 , 0.0 , 42.3 , 57.7 , 0.0 , 7.7 , 0.0 , 11.5 , 100.0 , 0.0 , 0.0 , 80.8 , 65.4 ,D,2015,12
"University Hospital, University of Texas Health Science Center (TXBC) ", TXBC , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 5.6 , 11.1 , 33.3 , 0.0 , 8.3 , 44.4 , 2.8 , 44.4 , 13.9 , 30.6 , 52.8 , 2.8 , 0.0 , 0.0 , 47.2 , 52.8 , 0.0 , 5.6 , 0.0 , 2.8 , 94.4 , 0.0 , 5.6 , 91.7 , 50.0 ,D,2015,12
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI) , TXHI , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 20.0 , 0.0 , 25.0 , 0.0 , 0.0 , 45.0 , 15.0 , 40.0 , 25.0 , 35.0 , 35.0 , 5.0 , 0.0 , 0.0 , 20.0 , 80.0 , 0.0 , 5.0 , 0.0 , 5.0 , 100.0 , 0.0 , 0.0 , 90.0 , 55.0 ,D,2015,12
The Methodist Hospital (TXMH) , TXMH , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 7.6 , 13.9 , 35.4 , 0.0 , 1.3 , 35.4 , 17.7 , 45.6 , 17.7 , 27.8 , 21.5 , 16.5 , 16.5 , 0.0 , 36.7 , 63.3 , 0.0 , 11.4 , 16.5 , 16.5 , 94.9 , 0.0 , 5.1 , 55.7 , 43.0 ,D,2015,12
UT Southwestern Medical Center/ (TXSP) , TXSP , TX1 , 2015/12/16 , Lung , 0.0 , 1.4 , 0.0 , 8.6 , 14.3 , 31.4 , 0.0 , 2.9 , 41.4 , 12.9 , 42.9 , 25.7 , 31.4 , 40.0 , 2.9 , 0.0 , 0.0 , 41.4 , 58.6 , 0.0 , 11.4 , 0.0 , 5.7 , 100.0 , 0.0 , 0.0 , 82.9 , 44.3 ,D,2015,12
Texas Children's Hospital (TXTC) , TXTC , TX1 , 2015/12/16 , Lung , 25.0 , 50.0 , 16.7 , 8.3 , 0.0 , 0.0 , 0.0 , 0.0 , 41.7 , 8.3 , 50.0 , 91.7 , 0.0 , 0.0 , 8.3 , 0.0 , 0.0 , 58.3 , 41.7 , 0.0 , 33.3 , 0.0 , 25.0 , 91.7 , 0.0 , 8.3 , 41.7 , 0.0 ,D,2015,12
Baylor University Medical Center (TXTX) , TXTX , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 7.4 , 7.4 , 18.5 , 0.0 , 3.7 , 37.0 , 7.4 , 51.9 , 14.8 , 51.9 , 25.9 , 7.4 , 0.0 , 0.0 , 44.4 , 55.6 , 0.0 , 0.0 , 0.0 , 22.2 , 100.0 , 0.0 , 0.0 , 77.8 , 66.7 ,D,2015,12
University of Utah Medical Center (UTMC) , UTMC , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 6.7 , 20.0 , 13.3 , 0.0 , 6.7 , 40.0 , 6.7 , 46.7 , 6.7 , 40.0 , 33.3 , 20.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 6.7 , 0.0 , 0.0 , 73.3 , 0.0 , 26.7 , 93.3 , 60.0 ,D,2015,12
Inova Fairfax Hospital (VAFH) , VAFH , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 4.2 , 8.3 , 37.5 , 0.0 , 0.0 , 45.8 , 12.5 , 41.7 , 4.2 , 41.7 , 37.5 , 16.7 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 16.7 , 0.0 , 20.8 , 95.8 , 0.0 , 4.2 , 62.5 , 50.0 ,D,2015,12
University of Virginia Health Sciences Center (VAUV) , VAUV , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 15.4 , 30.8 , 0.0 , 15.4 , 46.2 , 15.4 , 23.1 , 23.1 , 53.8 , 15.4 , 7.7 , 0.0 , 0.0 , 23.1 , 76.9 , 0.0 , 7.7 , 0.0 , 15.4 , 100.0 , 0.0 , 0.0 , 76.9 , 53.8 ,D,2015,12
University of Washington Medical Center (WAUW) , WAUW , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 18.4 , 8.2 , 28.6 , 0.0 , 0.0 , 53.1 , 6.1 , 40.8 , 14.3 , 34.7 , 51.0 , 0.0 , 0.0 , 0.0 , 32.7 , 67.3 , 0.0 , 6.1 , 0.0 , 6.1 , 98.0 , 0.0 , 2.0 , 87.8 , 44.9 ,D,2015,12
Froedtert Memorial Lutheran Hospital (WISE) , WISE , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 6.7 , 40.0 , 20.0 , 0.0 , 6.7 , 40.0 , 13.3 , 40.0 , 26.7 , 26.7 , 40.0 , 6.7 , 0.0 , 0.0 , 46.7 , 53.3 , 0.0 , 13.3 , 0.0 , 13.3 , 100.0 , 0.0 , 0.0 , 73.3 , 33.3 ,D,2015,12
University of Wisconsin Hospital and Clinics (WIUW) , WIUW , TX1 , 2015/12/16 , Lung , 0.0 , 0.0 , 0.0 , 4.2 , 25.0 , 25.0 , 0.0 , 0.0 , 37.5 , 4.2 , 58.3 , 16.7 , 50.0 , 29.2 , 4.2 , 0.0 , 0.0 , 29.2 , 70.8 , 0.0 , 0.0 , 0.0 , 8.3 , 100.0 , 0.0 , 0.0 , 91.7 , 45.8 ,D,2015,12
University of Alabama Hospital (ALUA) , ALUA , TX1 , 2016/06/16 , Lung , 0.0 , 5.9 , 0.0 , 11.8 , 35.3 , 0.0 , 0.0 , 11.8 , 64.7 , 5.9 , 17.6 , 11.8 , 29.4 , 41.2 , 17.6 , 0.0 , 0.0 , 58.8 , 41.2 , 0.0 , 41.2 , 0.0 , 11.8 , 94.1 , 0.0 , 5.9 , 47.1 , 47.1 ,D,2016,6
St. Joseph's Hospital and Medical Center (AZSJ) , AZSJ , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 7.5 , 9.7 , 41.9 , 0.0 , 4.3 , 34.4 , 10.8 , 50.5 , 18.3 , 32.3 , 30.1 , 19.4 , 0.0 , 0.0 , 36.6 , 63.4 , 0.0 , 25.8 , 0.0 , 5.4 , 93.5 , 0.0 , 6.5 , 68.8 , 40.9 ,D,2016,6
Banner University Medical Center-Tucson (AZUA) , AZUA , TX1 , 2016/06/16 , Lung , 0.0 , 12.5 , 0.0 , 25.0 , 0.0 , 25.0 , 0.0 , 0.0 , 37.5 , 0.0 , 62.5 , 62.5 , 12.5 , 25.0 , 0.0 , 0.0 , 0.0 , 37.5 , 62.5 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 37.5 ,D,2016,6
Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 60.0 , 0.0 , 0.0 , 53.3 , 6.7 , 40.0 , 13.3 , 26.7 , 60.0 , 0.0 , 0.0 , 0.0 , 46.7 , 53.3 , 0.0 , 0.0 , 0.0 , 0.0 , 93.3 , 0.0 , 6.7 , 100.0 , 40.0 ,D,2016,6
University of California San Diego Medical Center (CASD) , CASD , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 40.0 , 5.0 , 25.0 , 0.0 , 5.0 , 40.0 , 0.0 , 55.0 , 45.0 , 30.0 , 25.0 , 0.0 , 0.0 , 0.0 , 30.0 , 70.0 , 0.0 , 10.0 , 0.0 , 10.0 , 80.0 , 0.0 , 20.0 , 80.0 , 30.0 ,D,2016,6
University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2016/06/16 , Lung , 0.0 , 2.2 , 0.0 , 8.9 , 24.4 , 24.4 , 0.0 , 6.7 , 31.1 , 13.3 , 48.9 , 24.4 , 40.0 , 31.1 , 4.4 , 0.0 , 0.0 , 31.1 , 68.9 , 0.0 , 40.0 , 0.0 , 11.1 , 97.8 , 0.0 , 2.2 , 48.9 , 40.0 ,D,2016,6
Stanford University Medical Center (CASU) , CASU , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 23.8 , 11.9 , 19.0 , 0.0 , 0.0 , 35.7 , 9.5 , 54.8 , 23.8 , 31.0 , 40.5 , 4.8 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 23.8 , 0.0 , 9.5 , 92.9 , 0.0 , 7.1 , 66.7 , 45.2 ,D,2016,6
University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2016/06/16 , Lung , 0.0 , 1.1 , 0.0 , 10.0 , 8.9 , 38.9 , 0.0 , 5.6 , 41.1 , 8.9 , 44.4 , 21.1 , 25.6 , 36.7 , 16.7 , 0.0 , 0.0 , 41.1 , 58.9 , 0.0 , 8.9 , 0.0 , 6.7 , 94.4 , 0.0 , 5.6 , 84.4 , 41.1 ,D,2016,6
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 12.5 , 12.5 , 12.5 , 0.0 , 0.0 , 62.5 , 6.3 , 31.3 , 18.8 , 37.5 , 25.0 , 12.5 , 6.3 , 0.0 , 31.3 , 68.8 , 0.0 , 12.5 , 6.3 , 18.8 , 81.3 , 0.0 , 18.8 , 62.5 , 62.5 ,D,2016,6
University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 13.0 , 4.3 , 8.7 , 0.0 , 0.0 , 56.5 , 8.7 , 34.8 , 21.7 , 21.7 , 47.8 , 8.7 , 0.0 , 0.0 , 47.8 , 52.2 , 0.0 , 4.3 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 95.7 , 73.9 ,D,2016,6
Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 66.7 , 0.0 , 33.3 , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 66.7 , 0.0 , 0.0 , 66.7 , 0.0 , 33.3 , 33.3 , 0.0 ,D,2016,6
Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 7.7 , 23.1 , 15.4 , 0.0 , 15.4 , 38.5 , 0.0 , 46.2 , 23.1 , 23.1 , 30.8 , 23.1 , 0.0 , 0.0 , 53.8 , 46.2 , 0.0 , 7.7 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 92.3 , 53.8 ,D,2016,6
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2016/06/16 , Lung , 0.0 , 2.4 , 0.0 , 9.8 , 12.2 , 34.1 , 0.0 , 0.0 , 34.1 , 7.3 , 58.5 , 17.1 , 39.0 , 39.0 , 2.4 , 2.4 , 0.0 , 36.6 , 63.4 , 0.0 , 34.1 , 2.4 , 12.2 , 95.1 , 0.0 , 4.9 , 51.2 , 41.5 ,D,2016,6
Tampa General Hospital (FLTG) , FLTG , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 7.0 , 7.0 , 39.5 , 0.0 , 0.0 , 46.5 , 14.0 , 39.5 , 16.3 , 44.2 , 34.9 , 4.7 , 0.0 , 0.0 , 20.9 , 79.1 , 0.0 , 14.0 , 0.0 , 11.6 , 90.7 , 0.0 , 9.3 , 74.4 , 46.5 ,D,2016,6
UF Health Shands Hospital (FLUF) , FLUF , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 18.9 , 21.6 , 13.5 , 0.0 , 2.7 , 37.8 , 18.9 , 40.5 , 24.3 , 48.6 , 24.3 , 2.7 , 0.0 , 0.0 , 64.9 , 35.1 , 0.0 , 24.3 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 75.7 , 45.9 ,D,2016,6
Emory University Hospital (GAEM) , GAEM , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 5.0 , 10.0 , 40.0 , 0.0 , 5.0 , 35.0 , 20.0 , 40.0 , 25.0 , 15.0 , 45.0 , 15.0 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 45.0 ,D,2016,6
University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 12.5 , 6.3 , 18.8 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 25.0 , 50.0 , 18.8 , 6.3 , 0.0 , 0.0 , 62.5 , 37.5 , 0.0 , 0.0 , 0.0 , 6.3 , 100.0 , 0.0 , 0.0 , 93.8 , 62.5 ,D,2016,6
Advocate Christ Medical Center (ILCH) , ILCH , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 16.7 , 16.7 , 0.0 , 0.0 , 33.3 , 16.7 , 50.0 , 16.7 , 33.3 , 50.0 , 0.0 , 0.0 , 0.0 , 16.7 , 83.3 , 0.0 , 16.7 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 83.3 , 66.7 ,D,2016,6
Loyola University Medical Center (ILLU) , ILLU , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 2.2 , 15.6 , 33.3 , 0.0 , 11.1 , 35.6 , 6.7 , 46.7 , 24.4 , 24.4 , 46.7 , 4.4 , 0.0 , 0.0 , 48.9 , 51.1 , 0.0 , 4.4 , 0.0 , 6.7 , 95.6 , 0.0 , 4.4 , 88.9 , 48.9 ,D,2016,6
Northwestern Memorial Hospital (ILNM) , ILNM , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 14.3 , 14.3 , 35.7 , 0.0 , 0.0 , 42.9 , 28.6 , 28.6 , 28.6 , 21.4 , 28.6 , 21.4 , 0.0 , 0.0 , 64.3 , 35.7 , 0.0 , 14.3 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 85.7 , 35.7 ,D,2016,6
University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 14.3 , 9.5 , 23.8 , 0.0 , 4.8 , 28.6 , 9.5 , 57.1 , 19.0 , 57.1 , 19.0 , 4.8 , 0.0 , 0.0 , 47.6 , 52.4 , 0.0 , 4.8 , 0.0 , 0.0 , 95.2 , 0.0 , 4.8 , 95.2 , 52.4 ,D,2016,6
Indiana University Health (INIM) , INIM , TX1 , 2016/06/16 , Lung , 0.0 , 1.7 , 0.0 , 3.3 , 8.3 , 25.0 , 0.0 , 3.3 , 40.0 , 20.0 , 36.7 , 18.3 , 31.7 , 45.0 , 5.0 , 0.0 , 0.0 , 45.0 , 55.0 , 0.0 , 8.3 , 0.0 , 5.0 , 96.7 , 0.0 , 3.3 , 86.7 , 61.7 ,D,2016,6
Jewish Hospital (KYJH) , KYJH , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 8.3 , 16.7 , 0.0 , 8.3 , 66.7 , 0.0 , 25.0 , 8.3 , 41.7 , 50.0 , 0.0 , 0.0 , 0.0 , 58.3 , 41.7 , 0.0 , 8.3 , 0.0 , 25.0 , 100.0 , 0.0 , 0.0 , 66.7 , 75.0 ,D,2016,6
University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2016/06/16 , Lung , 0.0 , 0.0 , 0.0 , 11.1 , 0.0 , 22.2 , 0.0 , 11.1 , 55.6 , 0.0 , 33.3 , 22.2 , 11.1 , 55.6 , 11.1 , 0.0 , 0.0 , 44.4 , 55.6 , 0.0 , 22.2 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 77.8 , 66.7 ,D,2016,6
