,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C,RCC_A64_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,RCC_N_C,D_OR_L,YEAR,MONTH,RCC_A65P_C,RCC_AU_C,RCC_BMI31P_C, RCC_TST1B_R
5,Georgetown University Medical Center (DCGU),DCGU,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
6,Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
7,Johns Hopkins Hospital (MDJH),MDJH,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
8,University of Maryland Medical System (MDUM),MDUM,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
9,Allegheny General Hospital (PAAG),PAAG,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
10,UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
11,Children's Hospital of Philadelphia (PACP),PACP,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
12,Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
13,University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
14,Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
15,Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
16,Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
17,Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
18,Piedmont Hospital (GAPH),GAPH,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
19,Children's Hospital (LACH),LACH,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
20,Ochsner Foundation Hospital (LAOF),LAOF,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
21,Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
22,"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
23,Houston Methodist Hospital (TXMH),TXMH,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
24,UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
25,Baylor University Medical Center (TXTX),TXTX,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
26,University Children?s Health (TXUC),TXUC,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
27,Childrens Hospital Los Angeles (CACL),CACL,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
28,University of California San Francisco Medical Center (CASF),CASF,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
29,Stanford Health Care (CASU),CASU,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
30,Keck Hospital of USC (CAUH),CAUH,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
31,Intermountain Medical Center (UTLD),UTLD,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
32,University of Utah Medical Center (UTMC),UTMC,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
33,Primary Children's Hospital (UTPC),UTPC,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
34,University of Washington Medical Center (WAUW),WAUW,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
35,Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM),ILCM,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
36,Northwestern Memorial Hospital (ILNM),ILNM,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
37,University of Chicago Medical Center (ILUC),ILUC,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
38,University of Illinois Medical Center (ILUI),ILUI,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
39,Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
40,"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
41,University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
42,Children's Hospital Colorado (COCH),COCH,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
43,University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
44,The Nebraska Medical Center (NEUN),NEUN,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
45,NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
46,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
47,Montefiore Medical Center (NYMA),NYMA,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
48,Mount Sinai Medical Center (NYMS),NYMS,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
49,New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY),NYNY,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
50,New York University Medical Center (NYUC),NYUC,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
51,Indiana University Health (INIM),INIM,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
52,Henry Ford Hospital (MIHF),MIHF,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
53,University of Michigan Medical Center (MIUM),MIUM,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
54,The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
55,Children's Hospital Medical Center (OHCM),OHCM,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
56,Ohio State University Medical Center (OHOU),OHOU,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
57,University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
58,Duke University Hospital (NCDU),NCDU,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
59,Methodist University Hospital (TNMH),TNMH,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
60,Vanderbilt University Medical Center (TNVU),TNVU,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
61,Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
62,University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2022-01-06 18:00:00,LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2021,November,,,,
1,Hartford Hospital (CTHH),CTHH,TX1,2019-07-07 19:00:00,LI,0,0,0,9.375,9.375,56.25,9.375,34.375,9.375,46.875,15.625,31.25,18.75,0,0,21.875,78.125,0,6.25,0,18.75,87.5,0,12.5,75,0,0,6.25,2.9900332226,0,-,-,0,0,0,0,0,0,12.5,11.295681063,25,19.933554817,28.125,21.262458472,15.625,22.259136213,12.5,19.601328904,0,0.3322259136,0,0,0,0.3322259136,0,0,0,0,0,0,32,D,2019,May,25,0,34.375,
2,Yale New Haven Hospital (CTYN),CTYN,TX1,2019-07-07 19:00:00,LI,3.8461538462,3.8461538462,0,15.384615385,15.384615385,46.153846154,0,65.384615385,0,34.615384615,0,30.769230769,38.461538462,0,0,26.923076923,73.076923077,0,0,0,50,96.153846154,0,3.8461538462,50,0,0,7.6923076923,2.9900332226,3.8461538462,-,-,0,0,0,0,0,0,15.384615385,11.295681063,30.769230769,19.933554817,23.076923077,21.262458472,11.538461538,22.259136213,7.6923076923,19.601328904,0,0.3322259136,0,0,0,0.3322259136,0,0,0,0,0,0,26,D,2019,May,15.384615385,0,30.769230769,
3,Beth Israel Deaconess Medical Center (MABI),MABI,TX1,2019-07-07 19:00:00,LI,0,0,0,11.111111111,11.111111111,48.148148148,3.7037037037,33.333333333,11.111111111,51.851851852,7.4074074074,40.740740741,22.222222222,0,0,33.333333333,66.666666667,0,18.518518519,0,25.925925926,100,0,0,55.555555556,0,0,7.4074074074,2.9900332226,0,-,-,0,0,0,0,0,0,3.7037037037,11.295681063,18.518518519,19.933554817,22.222222222,21.262458472,22.222222222,22.259136213,25.925925926,19.601328904,0,0.3322259136,0,0,0,0.3322259136,0,0,0,0,0,0,27,D,2019,May,29.62962963,0,29.62962963,
4,Boston Children's Hospital (MACH),MACH,TX1,2019-07-07 19:00:00,LI,25,25,50,0,0,0,0,25,0,75,62.5,25,0,0,0,62.5,37.5,0,0,0,50,100,0,0,50,0,0,0,2.9900332226,62.5,-,-,0,0,0,0,0,0,0,11.295681063,0,19.933554817,0,21.262458472,0,22.259136213,12.5,19.601328904,12.5,0.3322259136,0,0,12.5,0.3322259136,0,0,0,0,0,0,8,D,2019,May,0,0,12.5,
5,Lahey Clinic Medical Center (MALC),MALC,TX1,2019-07-07 19:00:00,LI,0,0,0,1.3157894737,13.157894737,64.473684211,1.3157894737,43.421052632,14.473684211,40.789473684,5.2631578947,31.578947368,22.368421053,0,0,34.210526316,65.789473684,0,10.526315789,0,40.789473684,96.052631579,0,3.9473684211,48.684210526,0,0,0,2.9900332226,0,-,-,0,0,0,0,0,0,11.842105263,11.295681063,27.631578947,19.933554817,25,21.262458472,23.684210526,22.259136213,11.842105263,19.601328904,0,0.3322259136,0,0,0,0.3322259136,0,0,0,0,0,0,76,D,2019,May,21.052631579,0,40.789473684,
6,Massachusetts General Hospital (MAMG),MAMG,TX1,2019-07-07 19:00:00,LI,0,0,0,7.5949367089,13.924050633,59.493670886,2.5316455696,40.506329114,8.8607594937,48.101265823,1.2658227848,24.050632911,40.506329114,0,0,32.911392405,67.088607595,0,12.658227848,0,20.253164557,100,0,0,67.088607595,0,0,2.5316455696,2.9900332226,0,-,-,0,0,0,0,0,0,7.5949367089,11.295681063,6.3291139241,19.933554817,16.455696203,21.262458472,29.113924051,22.259136213,37.974683544,19.601328904,0,0.3322259136,0,0,0,0.3322259136,0,0,0,0,0,0,79,D,2019,May,18.987341772,0,34.17721519,
7,UMass Memorial Medical Center (MAUM),MAUM,TX1,2019-07-07 19:00:00,LI,0,0,0,1.8867924528,11.320754717,54.716981132,5.6603773585,33.962264151,20.754716981,39.622641509,9.4339622642,26.41509434,20.754716981,0,0,33.962264151,66.037735849,0,18.867924528,0,22.641509434,98.113207547,0,1.8867924528,58.490566038,0,0,1.8867924528,2.9900332226,0,-,-,0,0,0,0,0,0,18.867924528,11.295681063,24.528301887,19.933554817,20.754716981,21.262458472,22.641509434,22.259136213,11.320754717,19.601328904,0,0.3322259136,0,0,0,0.3322259136,0,0,0,0,0,0,53,D,2019,May,32.075471698,0,43.396226415,
8,Georgetown University Medical Center (DCGU),DCGU,TX1,2019-07-07 19:00:00,LI,5.504587156,1.8348623853,8.2568807339,7.3394495413,18.348623853,44.036697248,3.6697247706,28.440366972,19.266055046,48.623853211,19.266055046,27.52293578,37.614678899,0,0,36.697247706,63.302752294,0,17.431192661,0,18.348623853,95.412844037,0,4.5871559633,64.220183486,0,0,12.844036697,4.5507584597,2.752293578,-,-,0,0,0,0,0,0,8.2568807339,13.418903151,18.348623853,15.169194866,16.513761468,23.33722287,15.596330275,21.936989498,15.596330275,17.502917153,8.2568807339,1.983663944,0,0,0.9174311927,0.4667444574,0.9174311927,0.4667444574,0,0,0,0,109,D,2019,May,14.678899083,0,15.596330275,
9,Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2019-07-07 19:00:00,LI,0,50,50,0,0,0,0,0,0,100,50,50,0,0,0,0,100,0,0,0,50,100,0,0,50,0,0,0,4.5507584597,0,-,-,0,0,0,0,0,0,50,13.418903151,0,15.169194866,0,23.33722287,0,21.936989498,0,17.502917153,0,1.983663944,0,0,50,0.4667444574,0,0.4667444574,0,0,0,0,2,D,2019,May,0,0,0,
10,Johns Hopkins Hospital (MDJH),MDJH,TX1,2019-07-07 19:00:00,LI,2.8301886792,0,0,6.6037735849,14.150943396,57.547169811,6.6037735849,38.679245283,13.20754717,41.509433962,8.4905660377,31.132075472,34.905660377,1.8867924528,0,33.962264151,66.037735849,0,1.8867924528,0,27.358490566,95.283018868,0,4.7169811321,70.754716981,0,0,4.7169811321,4.5507584597,0,-,-,0,0,0,0,0,0,18.867924528,13.418903151,13.20754717,15.169194866,19.811320755,23.33722287,19.811320755,21.936989498,21.698113208,17.502917153,1.8867924528,1.983663944,0,0,0,0.4667444574,0,0.4667444574,0,0,0,0,106,D,2019,May,18.867924528,0,23.58490566,
11,University of Maryland Medical System (MDUM),MDUM,TX1,2019-07-07 19:00:00,LI,1.0204081633,0,0,14.285714286,17.346938776,53.06122449,2.0408163265,37.755102041,23.469387755,36.734693878,25.510204082,32.653061224,26.530612245,0,0,40.816326531,59.183673469,0,26.530612245,0,28.571428571,94.897959184,0,5.1020408163,44.897959184,0,0,3.0612244898,4.5507584597,0,-,-,0,0,0,0,0,0,12.244897959,13.418903151,6.1224489796,15.169194866,27.551020408,23.33722287,40.816326531,21.936989498,10.204081633,17.502917153,0,1.983663944,0,0,0,0.4667444574,0,0.4667444574,0,0,0,0,98,D,2019,May,14.285714286,0,15.306122449,
12,Our Lady of Lourdes Medical Center (NJLL),NJLL,TX1,2019-07-07 19:00:00,LI,0,0,0,0,23.076923077,69.230769231,7.6923076923,30.769230769,15.384615385,46.153846154,15.384615385,23.076923077,23.076923077,0,0,53.846153846,46.153846154,0,7.6923076923,0,0,100,0,0,92.307692308,0,0,0,4.5507584597,0,-,-,0,0,0,0,0,0,7.6923076923,13.418903151,30.769230769,15.169194866,46.153846154,23.33722287,7.6923076923,21.936989498,7.6923076923,17.502917153,0,1.983663944,0,0,0,0.4667444574,0,0.4667444574,0,0,0,0,13,D,2019,May,7.6923076923,0,38.461538462,
13,University Hospital (NJUH),NJUH,TX1,2019-07-07 19:00:00,LI,0,0,0,5.4054054054,21.621621622,56.756756757,10.810810811,35.135135135,2.7027027027,51.351351351,2.7027027027,40.540540541,35.135135135,0,0,21.621621622,78.378378378,0,5.4054054054,0,16.216216216,91.891891892,0,8.1081081081,78.378378378,0,0,2.7027027027,4.5507584597,0,-,-,0,0,0,0,0,0,5.4054054054,13.418903151,21.621621622,15.169194866,32.432432432,23.33722287,18.918918919,21.936989498,18.918918919,17.502917153,0,1.983663944,0,0,0,0.4667444574,0,0.4667444574,0,0,0,0,37,D,2019,May,16.216216216,0,21.621621622,
14,Albert Einstein Medical Center (PAAE),PAAE,TX1,2019-07-07 19:00:00,LI,0,0,0,7.8125,12.5,56.25,4.6875,37.5,7.8125,50,9.375,18.75,28.125,0,0,37.5,62.5,0,18.75,0,32.8125,100,0,0,48.4375,0,0,7.8125,4.5507584597,0,-,-,0,0,0,0,0,0,10.9375,13.418903151,12.5,15.169194866,28.125,23.33722287,32.8125,21.936989498,7.8125,17.502917153,0,1.983663944,0,0,0,0.4667444574,0,0.4667444574,0,0,0,0,64,D,2019,May,23.4375,0,43.75,
15,Allegheny General Hospital (PAAG),PAAG,TX1,2019-07-07 19:00:00,LI,0,0,0,4.6511627907,18.604651163,60.465116279,2.3255813953,37.209302326,18.604651163,41.860465116,13.953488372,34.88372093,30.23255814,0,0,32.558139535,67.441860465,0,37.209302326,0,13.953488372,97.674418605,0,2.3255813953,48.837209302,0,0,2.3255813953,4.5507584597,0,-,-,0,0,0,0,0,0,6.976744186,13.418903151,13.953488372,15.169194866,30.23255814,23.33722287,41.860465116,21.936989498,4.6511627907,17.502917153,0,1.983663944,0,0,0,0.4667444574,0,0.4667444574,0,0,0,0,43,D,2019,May,16.279069767,0,20.930232558,
16,UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2019-07-07 19:00:00,LI,33.333333333,22.222222222,16.666666667,27.777777778,0,0,5.5555555556,50,5.5555555556,38.888888889,55.555555556,16.666666667,11.111111111,0,0,38.888888889,61.111111111,0,11.111111111,0,5.5555555556,94.444444444,0,5.5555555556,83.333333333,0,0,0,4.5507584597,22.222222222,-,-,0,0,0,0,0,0,0,13.418903151,11.111111111,15.169194866,0,23.33722287,5.5555555556,21.936989498,33.333333333,17.502917153,22.222222222,1.983663944,0,0,0,0.4667444574,5.5555555556,0.4667444574,0,0,0,0,18,D,2019,May,0,0,16.666666667,
17,Children's Hospital of Philadelphia (PACP),PACP,TX1,2019-07-07 19:00:00,LI,50,8.3333333333,41.666666667,0,0,0,25,41.666666667,0,33.333333333,100,0,0,0,0,75,25,0,16.666666667,0,16.666666667,91.666666667,0,8.3333333333,66.666666667,0,0,16.666666667,4.5507584597,25,-,-,0,0,0,0,0,0,8.3333333333,13.418903151,0,15.169194866,0,23.33722287,0,21.936989498,0,17.502917153,16.666666667,1.983663944,0,0,16.666666667,0.4667444574,16.666666667,0.4667444574,0,0,0,0,12,D,2019,May,0,0,0,
18,Geisinger Medical Center (PAGM),PAGM,TX1,2019-07-07 19:00:00,LI,0,0,0,0,16.666666667,66.666666667,0,50,8.3333333333,41.666666667,8.3333333333,16.666666667,33.333333333,0,0,33.333333333,66.666666667,0,16.666666667,0,66.666666667,100,0,0,16.666666667,0,0,0,4.5507584597,0,-,-,0,0,0,0,0,0,0,13.418903151,8.3333333333,15.169194866,41.666666667,23.33722287,41.666666667,21.936989498,8.3333333333,17.502917153,0,1.983663944,0,0,0,0.4667444574,0,0.4667444574,0,0,0,0,12,D,2019,May,16.666666667,0,41.666666667,
19,Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2019-07-07 19:00:00,LI,0,0,0,10,20,53.333333333,6.6666666667,26.666666667,23.333333333,43.333333333,0,23.333333333,26.666666667,0,0,23.333333333,76.666666667,0,20,0,10,100,0,0,70,0,0,3.3333333333,4.5507584597,0,-,-,0,0,0,0,0,0,13.333333333,13.418903151,16.666666667,15.169194866,20,23.33722287,16.666666667,21.936989498,30,17.502917153,0,1.983663944,0,0,0,0.4667444574,0,0.4667444574,0,0,0,0,30,D,2019,May,16.666666667,0,50,
20,Hahnemann University Hospital (PAHM),PAHM,TX1,2019-07-07 19:00:00,LI,0,0,0,0,36.363636364,27.272727273,0,54.545454545,0,45.454545455,0,18.181818182,36.363636364,0,0,0,100,0,0,0,9.0909090909,100,0,0,90.909090909,0,0,0,4.5507584597,0,-,-,0,0,0,0,0,0,9.0909090909,13.418903151,18.181818182,15.169194866,18.181818182,23.33722287,9.0909090909,21.936989498,45.454545455,17.502917153,0,1.983663944,0,0,0,0.4667444574,0,0.4667444574,0,0,0,0,11,D,2019,May,36.363636364,0,45.454545455,
21,University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2019-07-07 19:00:00,LI,0,0,0,3.8461538462,25,36.538461538,1.9230769231,40.384615385,15.384615385,42.307692308,1.9230769231,15.384615385,28.846153846,21.153846154,0,13.461538462,86.538461538,0,1.9230769231,0,3.8461538462,96.153846154,0,3.8461538462,94.230769231,0,0,1.9230769231,4.5507584597,0,-,-,0,0,0,0,0,0,15.384615385,13.418903151,3.8461538462,15.169194866,30.769230769,23.33722287,25,21.936989498,23.076923077,17.502917153,0,1.983663944,0,0,0,0.4667444574,0,0.4667444574,0,0,0,0,52,D,2019,May,34.615384615,0,32.692307692,
