ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH,GSR_P0_ACT_C3Y
Barnes-Jewish Hospital (MOBH),MOBH,TX1,2020-01-06 18:00:00,LI,9,23,31,96.4705882352941,90.7093727543374,85.7798165137615,96.6815340844783,91.9221554487878,84.8161620423738,8.42294862654624,19.1453397731568,33.1211943859986,255,255,218,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Cardinal Glennon Children's Hospital (MOCG),MOCG,TX1,2020-01-06 18:00:00,LI,0,0,0,100,100,0,93.6601160278387,84.8426315637768,0,0.0654977434139169,0.164372038812063,0,1,1,0,1,2,0,75,50,94.4033233402357,89.1125032682681,88.4039448846276,0.222875360254698,0.333568069478684,0.246507183896924,4,4,2019,11,
St. Louis Children's Hospital (MOCH),MOCH,TX1,2020-01-06 18:00:00,LI,0,0,1,100,100,0,98.5356194877177,96.3655336816706,86.3688329411395,0.0147520840138529,0.0370215827247662,0.0272193348016454,1,1,1,2,2,7,93.75,93.75,95.9499585712707,92.0373278753233,88.4039448846276,1.25435691551559,2.44328540283612,3.77912220145519,32,32,2019,11,
Children's Mercy Hospital (MOCM),MOCM,TX1,2020-01-06 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,93.75,93.75,94.9578093040705,90.236898338639,88.4039448846276,0.840196810137234,1.54753251494044,1.19283376617892,16,16,2019,11,
St Luke's Hospital of Kansas City (MOLH),MOLH,TX1,2020-01-06 18:00:00,LI,1,1,3,97.3684210526316,97.3684210526316,75,97.1780370283127,93.0776140741145,84.2499704125378,1.07115824210441,2.52858641186354,1.81867174634152,38,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
SSM Health Saint Louis University Hospital (MOSL),MOSL,TX1,2020-01-06 18:00:00,LI,3,4,3,95.7142857142857,94.2857142857143,95,97.0033181137235,92.6947471680339,85.9033187960356,2.04417548651565,4.69536337898893,8.99748161822956,70,70,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
University of Mississippi Medical Center (MSUM),MSUM,TX1,2020-01-06 18:00:00,LI,2,10,9,97.752808988764,87.0411985018727,84.7457627118644,96.7556149508485,92.1113272604824,83.932691667099,2.91384120599642,6.47337567360933,9.46348765205165,89,89,59,0,1,0,100,0,95.8226147596683,91.7643629476245,0,0.0426714666600944,0.0604829553798837,0,1,1,2019,11,
Carolinas Medical Center (NCCM),NCCM,TX1,2020-01-06 18:00:00,LI,3,9,13,98.3050847457627,94.6828545097568,90.9090909090909,96.7406079154243,92.0499955366185,85.6534653121196,5.85166751944753,13.8214651448284,20.6402677273536,177,177,143,0,0,1,100,100,96.7218163861367,93.5082201084193,88.4039448846276,0.200024820658787,0.402877331609172,0.761692643123515,6,6,2019,11,
Duke University Hospital (NCDU),NCDU,TX1,2020-01-06 18:00:00,LI,4,9,15,97.7401129943503,94.8125321006677,89.5833333333333,96.6374789802887,91.8033790009092,85.5838494308403,5.98213702835603,14.1960420630916,21.3213655304871,177,177,144,0,0,2,100,100,95.9329442780567,92.0497306210692,88.6061921736024,1.41616034877058,2.77024911833426,3.68268922398679,34,34,2019,11,
University of North Carolina Hospitals (NCMH),NCMH,TX1,2020-01-06 18:00:00,LI,1,6,11,98.876404494382,92.4247915911562,83.8235294117647,96.8456612630039,92.3155378455606,86.4156337208077,2.85439533469212,6.4356246351626,9.13725792041844,89,89,68,0,0,0,100,100,95.51134028696,91.2003229896855,88.4039448846276,0.138350830980506,0.27865748574483,0.246507183896924,3,3,2019,11,
The Nebraska Medical Center (NEUN),NEUN,TX1,2020-01-06 18:00:00,LI,6,17,40,96.2732919254658,89.1061301647313,73.6842105263158,96.3692890731814,91.2226696006049,83.9262583682749,5.8925335839877,13.1968385162681,22.8292305533828,161,161,152,1,2,4,94.4444444444444,88.8888888888889,95.5883000561016,91.7069241089245,88.6196753262007,0.791541086964697,1.46908423573189,1.57946942652696,18,18,2019,11,
Our Lady of Lourdes Medical Center (NJLL),NJLL,TX1,2020-01-06 18:00:00,LI,4,4,2,88.5714285714286,88.5714285714286,83.3333333333333,96.1903084770694,90.8242439766278,83.1156745352891,1.25363678052565,2.88840118311677,2.03098869189372,35,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
University Hospital (NJUH),NJUH,TX1,2020-01-06 18:00:00,LI,3,6,18,95.3125,90.625,83.3333333333333,97.0172648535645,92.7233669847676,84.7975543294398,1.88813116707028,4.20506925350851,16.2483969601354,64,64,108,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2020-01-06 18:00:00,LI,4,11,34,96.969696969697,91.0894660894661,86.1788617886179,96.0069820137023,90.5124154659667,83.5264352751882,5.32669930380518,12.1705432412626,40.5629612082453,132,132,246,1,4,6,98.1481481481482,92.1409214092141,95.8486773996414,92.4610733925618,89.1987412483178,2.26237558057938,4.07356553152795,6.23933139058522,54,54,2019,11,
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2020-01-06 18:00:00,LI,4,8,10,96,91.7083333333333,83.6065573770492,95.9048160994228,90.1835858002933,84.260630022675,4.09176187743356,9.37854042621542,9.32203784700241,100,100,61,0,1,0,100,0,89.1251554339804,79.3037583711133,88.4039448846276,0.115128563255372,0.218068278603456,0.123253591948462,1,1,2019,11,
Montefiore Medical Center (NYMA),NYMA,TX1,2020-01-06 18:00:00,LI,0,1,12,100,98.8636363636364,85.3658536585366,96.6423703903277,91.9182385411427,84.3794481450012,3.01894300607909,7.07798725974546,12.312475908729,88,88,82,2,3,0,91.304347826087,86.9565217391304,96.2368080076245,92.9288228990268,89.4825970924929,0.822624292936774,1.47407050167261,1.66905293534351,23,23,2019,11,
Mount Sinai Medical Center (NYMS),NYMS,TX1,2020-01-06 18:00:00,LI,10,19,42,96.2546816479401,92.691924039674,81.8181818181818,96.3099676190494,91.120354262752,83.7494313604931,9.94637511848217,22.9229663782796,37.2850690677517,267,267,231,0,1,6,100,92.8571428571429,96.4376470479673,93.4300898788357,89.4082072850539,0.508269420794329,0.922941550260655,2.91407010990295,14,14,2019,11,
New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY),NYNY,TX1,2020-01-06 18:00:00,LI,4,11,6,96.2962962962963,89.2222222222222,75,96.2202599008791,90.9063349428497,84.464719985409,4.09396240650037,9.21563391886502,3.80980684135862,108,108,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
New York University Medical Center (NYUC),NYUC,TX1,2020-01-06 18:00:00,LI,1,5,8,99.0566037735849,94.7405660377359,86.2068965517241,96.0812527197254,90.521833144636,82.1734736284191,4.23730217655379,9.80658224775032,10.4035458794784,106,106,58,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Westchester Medical Center (NYWC),NYWC,TX1,2020-01-06 18:00:00,LI,3,6,8,95.0819672131148,89.6174863387978,82.9787234042553,96.7545675110475,92.0768632872583,83.151313521459,1.94006553676981,4.39879741212935,7.88231206025496,61,61,47,0,0,2,0,0,0,0,88.4039448846276,0,0,0.56722282340064,0,0,2019,11,
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2020-01-06 18:00:00,LI,7,24,44,97.8851963746224,92.4722066321961,84.5614035087719,96.269902693805,91.0247157237492,84.0405548811467,12.4013768701372,28.5884556144844,45.0484383860574,331,331,285,1,1,1,92.3076923076923,92.3076923076923,96.3676878330872,93.4663400785698,90.2915862483919,0.476152346244714,0.836238791612283,1.12630928142903,13,13,2019,11,
Nationwide Children's Hospital (OHCH),OHCH,TX1,2020-01-06 18:00:00,LI,0,0,0,100,100,0,97.5589891059987,93.9864778807183,0,0.0247129744611858,0.0466134024231256,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Children's Hospital Medical Center (OHCM),OHCM,TX1,2020-01-06 18:00:00,LI,0,0,0,100,100,0,94.1940489689001,86.0926715259591,0,0.119816605602753,0.271941916863183,0,2,2,0,3,6,6,93.4782608695652,86.9565217391304,96.1823533779745,92.7156416638378,88.6271143069446,1.70923157095546,3.1504376482472,6.67905960983748,46,46,2019,11,
Ohio State University Medical Center (OHOU),OHOU,TX1,2020-01-06 18:00:00,LI,6,22,12,97.4358974358974,89.8935372619583,84.4155844155844,96.6449594977902,91.8581755113551,86.0299423146025,7.93294717960396,18.0823748457569,10.6644441367883,234,234,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2020-01-06 18:00:00,LI,9,27,34,96.3855421686747,88.3534136546185,82.5641025641025,96.6733843770883,91.939849218935,85.0022349617368,8.11761277132886,18.212363685343,28.1785820641813,249,249,195,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
University Hospitals of Cleveland (OHUH),OHUH,TX1,2020-01-06 18:00:00,LI,2,5,9,95,86.7857142857143,78.0487804878049,97.0674626599799,92.842947322939,83.6661683432208,1.11051160379018,2.45538688451829,6.19320221180818,40,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Integris Baptist Medical Center (OKBC),OKBC,TX1,2020-01-06 18:00:00,LI,4,6,9,96.4912280701754,94.4336149014512,89.6551724137931,96.5687041474825,91.6327846405393,85.5178641963935,3.94092280706503,9.08112038970683,13.0400439786124,114,114,87,0,0,0,0,0,0,0,88.4039448846276,0,0,0.369760775845386,0,0,2019,11,
Children's Hospital of Oklahoma (OKCM),OKCM,TX1,2020-01-06 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,88.4039448846276,0,0,0.480019674743839,0,0,2019,11,
OU Medical Center (OKMD),OKMD,TX1,2020-01-06 18:00:00,LI,3,3,5,66.6666666666667,66.6666666666667,84.8484848484849,95.7983959301265,89.8276010314412,86.2273090414066,0.302846380471772,0.694006572349288,4.56303254025899,9,9,33,0,0,0,100,100,95.9649646312399,92.0391391280317,0,0.0411870128892732,0.071149346170349,0,1,1,2019,11,
Oregon Health & Science University (ORUO),ORUO,TX1,2020-01-06 18:00:00,LI,1,15,16,99.3197278911565,89.696223316913,85.5855855855856,96.6867973760076,91.9275889443934,85.055525413961,4.95827929873908,11.2926763732693,16.7774223602457,147,147,111,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
VA Portland Health Care System (ORVA),ORVA,TX1,2020-01-06 18:00:00,LI,0,2,4,100,95.3159041394336,92.156862745098,96.6630026302343,91.8575417566044,84.8890533099008,1.73421152362275,4.01085931035492,8.11477766186245,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Albert Einstein Medical Center (PAAE),PAAE,TX1,2020-01-06 18:00:00,LI,3,7,15,98,95.0282485875706,87.0689655172414,96.4915174294778,91.4645832124633,85.1860946122197,5.27970567771553,12.3705486024407,17.0765113769028,150,150,116,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Allegheny General Hospital (PAAG),PAAG,TX1,2020-01-06 18:00:00,LI,2,7,10,97.4683544303797,90.6938584153774,78.7234042553191,95.9822124802471,90.2834742892387,81.620768473581,3.24372804792087,7.21318975088794,8.2949735810474,79,79,47,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2020-01-06 18:00:00,LI,0,0,0,100,100,100,97.9325266380905,95.0435290510056,88.985805064572,0.209109111934607,0.462179887228049,0.586628829510868,10,10,5,0,3,3,100,95.1612903225806,96.440121682455,93.7074202416027,89.6623724604705,2.24925743322223,3.92682606757379,7.8162781172305,62,62,2019,11,
Children's Hospital of Philadelphia (PACP),PACP,TX1,2020-01-06 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,94.5945945945946,91.8918918918919,96.0306455531432,92.6209154653762,89.2129340405266,1.46400888436479,2.61052092810237,4.21484398108548,37,37,2019,11,
Geisinger Medical Center (PAGM),PAGM,TX1,2020-01-06 18:00:00,LI,2,2,3,94.5945945945946,94.5945945945946,83.3333333333333,96.4310058613495,91.316979951361,84.6534406632011,1.33335464947453,3.16109131832532,2.66370763243333,37,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2020-01-06 18:00:00,LI,1,3,14,98.1132075471698,93.6941410129096,79.4117647058823,96.6040805769586,91.7600021072139,83.1789494038063,1.83858088248456,4.28183327229475,11.0901277264188,53,53,68,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Hahnemann University Hospital (PAHM),PAHM,TX1,2020-01-06 18:00:00,LI,3,5,12,91.8918918918919,85.3281853281853,73.9130434782609,96.4058335593261,91.2670419801056,84.4275680282502,1.29257820996481,2.9341053419587,6.90451500286551,37,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2020-01-06 18:00:00,LI,7,18,30,97.3384030418251,92.7832699619772,80.6451612903226,96.7236923012106,92.363497133712,84.8041619120569,8.61811707028188,19.3375062914208,22.9053672802929,263,263,155,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2020-01-06 18:00:00,LI,5,10,13,97.2222222222222,94.1293532338308,89.4308943089431,96.4691084496412,91.418378388956,83.6987174025351,6.39223819075473,14.7161777773549,20.8229870442264,180,180,123,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Temple University Hospital (PATU),PATU,TX1,2020-01-06 18:00:00,LI,0,1,7,100,92.3076923076923,68.1818181818182,96.9706554384478,92.595838772403,85.5484727723016,0.524213642327447,1.24135570685515,2.86215061628989,17,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2020-01-06 18:00:00,LI,8,24,35,97.3597359735974,91.4397689768977,88.3720930232558,96.6859764866411,91.9822293809235,84.2926898046804,10.1778732666571,23.1530106412712,48.4970169833105,303,303,301,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
VA Pittsburgh Healthcare System (PAVA),PAVA,TX1,2020-01-06 18:00:00,LI,1,8,9,98.8888888888889,90.547263681592,86.9565217391304,96.4719387581597,91.4011811597024,84.0643297838136,3.22449486447995,7.42861634867132,11.1809526361258,90,90,69,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2020-01-06 18:00:00,LI,9,12,19,89.4117647058824,85.2442671984048,82.7272727272727,96.8623752968974,92.4306313861431,86.1003642876801,2.34265947511126,5.31252302388617,14.8911810518003,85,85,110,0,0,0,100,100,95.496585572441,91.1390626914215,88.4039448846276,0.138278979894315,0.278512767835408,0.123253591948462,3,3,2019,11,
Medical University of South Carolina (SCMU),SCMU,TX1,2020-01-06 18:00:00,LI,9,23,23,95.0819672131148,86.8245294474802,83.4532374100719,96.5599394129299,91.635849875651,84.8231582553545,6.23027819309031,14.201613604363,21.2329796624633,183,183,139,0,1,2,100,93.75,96.3925735910594,92.8771820636906,88.4039448846276,0.588727740930504,1.12575873614458,1.71927219281338,16,16,2019,11,
Avera McKennan Hospital (SDMK),SDMK,TX1,2020-01-06 18:00:00,LI,1,2,0,93.75,87.5,0,96.260343702584,90.9006100371875,0,0.610396951557222,1.41020101525026,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2020-01-06 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,85.7142857142857,85.7142857142857,95.2541128130146,90.8911066252388,88.4039448846276,0.565761825366458,0.998926191375941,0.830292147500408,14,14,2019,11,
Methodist University Hospital (TNMH),TNMH,TX1,2020-01-06 18:00:00,LI,19,37,56,92.4901185770751,84.5590617507938,80.2120141342756,96.1748228050346,90.7851175039795,84.3989512027814,9.40846278957456,21.0779241876509,42.4693816616347,253,253,283,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2020-01-06 18:00:00,LI,6,19,60,97.979797979798,93.1687242798354,83.2869080779944,96.9053162142136,92.4380976099488,85.3516147817093,9.25608694203901,21.4942507271323,51.7498094701593,297,297,359,1,1,0,94.4444444444444,94.4444444444444,95.8150737272689,91.7740373877197,88.4039448846276,0.704523495724893,1.36866115803902,0.739521551690772,18,18,2019,11,
Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2020-01-06 18:00:00,LI,1,2,6,98.5714285714286,97.1428571428572,77.7777777777778,96.6565960586714,91.8383084867615,83.5741282360836,2.38282968838368,5.44789561250483,3.96467531582284,70,70,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2020-01-06 18:00:00,LI,4,6,27,97.8947368421053,96.5894736842105,82.9113924050633,96.5956672737644,91.8372459752751,85.5970328998004,6.43123660727501,14.516435516037,22.3424735284707,190,190,158,2,2,0,83.3333333333333,83.3333333333333,96.1851718937423,92.743191436725,88.4039448846276,0.448167523245793,0.802178733393643,0.61626795974231,12,12,2019,11,
Children's Medical Center of Dallas (TXCM),TXCM,TX1,2020-01-06 18:00:00,LI,1,1,0,0,0,0,95.5460820879551,89.1954259246645,0,0.0129083738197823,0.0129083738197823,0,1,1,0,1,1,1,96.1538461538462,96.1538461538462,95.5287004875563,91.2325152388713,88.4039448846276,1.17152054646654,2.28336019818118,3.37731674997425,26,26,2019,11,
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2020-01-06 18:00:00,LI,2,3,13,97.7011494252874,96.551724137931,87.5,95.8836705643802,90.0373522440693,83.8571507758087,3.61508458636301,8.59008158483426,16.9851690814305,87,87,104,0,1,0,100,80,96.8595146454649,93.7754005434686,88.4039448846276,0.159544225014419,0.298445722317001,2.21856465507232,5,5,2019,11,
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2020-01-06 18:00:00,LI,10,30,24,94.9748743718593,83.7745775859162,85.3658536585366,96.3418475590331,91.1611718624637,83.9571183412631,7.18011103608228,16.043644305553,26.7553273251663,199,199,164,0,0,0,0,0,0,0,88.4039448846276,0,0,0.123253591948462,0,0,2019,11,
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2020-01-06 18:00:00,LI,2,7,8,98.1481481481481,93.3065595716198,93.1034482758621,96.7620720672328,92.0965954742982,85.1483935666421,3.52351858594592,8.2145570860891,17.8838859092297,108,108,116,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2020-01-06 18:00:00,LI,1,3,2,97.8260869565217,93.4782608695652,66.6666666666667,96.1393706154533,90.6546631485981,79.6477206244165,1.80782426732926,4.07839020236459,0.95175846873967,46,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Methodist Dallas Medical Center (TXMC),TXMC,TX1,2020-01-06 18:00:00,LI,6,13,19,95.6204379562044,90.2189781021898,85.15625,96.1886490539307,90.7552987729938,84.3945134175084,5.25358608504828,12.0295071592778,19.7230546809936,137,137,128,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Houston Methodist Hospital (TXMH),TXMH,TX1,2020-01-06 18:00:00,LI,13,27,48,95.3405017921147,89.692310356172,77.6744186046512,94.744804815408,87.5177891038521,82.0672663434448,14.7788438295797,33.6577684203015,37.9378216835636,279,279,215,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Medical City Fort Worth (TXPL),TXPL,TX1,2020-01-06 18:00:00,LI,0,3,0,100,78.5714285714286,0,96.9207365836945,92.4617440359958,0,0.438304972120186,1.03186869160335,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2020-01-06 18:00:00,LI,3,9,19,98.0891719745223,94.2675159235669,79.3478260869565,96.6162395906934,91.7447792342376,84.7707056666453,5.36144986018707,12.0979993051074,13.4395394579957,157,157,92,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Texas Children's Hospital (TXTC),TXTC,TX1,2020-01-06 18:00:00,LI,0,0,0,100,100,0,97.6621152026181,94.2446182653531,0,0.0710420849973411,0.178286025499798,0,3,3,0,1,3,8,98.8505747126437,96.551724137931,96.223210241367,92.5537856207669,88.4039448846276,3.33041924962697,6.39314598375633,8.11680351659876,87,87,2019,11,
Baylor University Medical Center (TXTX),TXTX,TX1,2020-01-06 18:00:00,LI,10,23,32,96.1685823754789,90.5842911877395,86.3247863247863,96.4988415932467,91.5654433949418,84.8116237946867,9.02847346860519,20.8217546139695,35.639713827806,261,261,234,0,1,0,100,50,96.9021894228863,93.8585804387971,88.4039448846276,0.062936145366395,0.090570492511137,0.123253591948462,2,2,2019,11,
Michael E. DeBakey VA Medical Center (TXVA),TXVA,TX1,2020-01-06 18:00:00,LI,1,2,6,97.5609756097561,95.1219512195122,75,96.8085402496124,92.1987152983384,85.6126044847804,1.32991247434508,3.12360165431146,3.23003346118297,41,41,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Intermountain Medical Center (UTLD),UTLD,TX1,2020-01-06 18:00:00,LI,1,10,14,99.0196078431373,89.7631779984721,85.2631578947368,96.1250450783474,90.6663688004869,83.5949652369066,4.04086817688957,9.34969167716155,15.8474466201087,102,102,95,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
University of Utah Medical Center (UTMC),UTMC,TX1,2020-01-06 18:00:00,LI,1,1,12,98.8636363636364,98.8636363636364,83.5616438356165,96.5623442064085,91.722036289203,81.9303723902788,3.06294397700159,7.3383191128659,13.7606483470548,88,88,73,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
Primary Children's Hospital (UTPC),UTPC,TX1,2020-01-06 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,97.3684210526316,94.1228070175439,96.1472325927461,92.4449767150953,88.5942952742509,1.49406434515711,2.87274783778608,3.83995151090707,38,38,2019,11,
Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2020-01-06 18:00:00,LI,8,16,18,95.4802259887006,90.7752153375938,84.7457627118644,96.4875056749211,91.455196077478,85.2388445985915,6.12337496552675,13.8926338499857,17.0458270512505,177,177,118,0,0,0,100,100,96.9258710969872,93.9047861382859,90.0219231964255,0.0312237151412065,0.053938044093619,0.21055699512024,1,1,2019,11,
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2020-01-06 18:00:00,LI,9,14,19,94.7368421052632,91.614629794826,86.6197183098592,96.651533140175,91.9109643976432,83.7742589990072,5.67853954548131,12.6484312039717,22.8022910132363,171,171,142,0,0,0,100,100,96.7497817776258,93.5625291303577,0,0.462666225851212,0.904530678707482,0,14,14,2019,11,
Seattle Children's Hospital (WACH),WACH,TX1,2020-01-06 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,94.1176470588235,91.1764705882353,95.1996317709772,90.8142968869762,88.4991200794393,1.65496992908679,3.02436195168265,3.9108239375288,34,34,2019,11,
Swedish Medical Center (WASM),WASM,TX1,2020-01-06 18:00:00,LI,1,5,5,98.6842105263158,93.4210526315789,89.5833333333333,96.931090076261,92.5218877325955,86.3202170414386,2.32715829078489,5.35027815274176,6.63425420908145,76,76,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11,
