,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C,RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C,RCC_TST1B_R,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,RCC_N_C,D_OR_L,YEAR,MONTH
50,Avera McKennan Hospital (SDMK) , SDMK , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2014,January
51,Methodist University Hospital (TNMH) , TNMH , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2014,January
52,Vanderbilt University Medical Center (TNVU) , TNVU , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 66.7 , 0.0 , 33.3 , 0.0 , 66.7 , 33.3 , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2014,January
53,"University Hospital, University of Texas Health Science Center (TXBC) ", TXBC , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2014,January
54,St Luke's Medical Center (TXHI) , TXHI , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2014,January
55,Methodist Specialty and Transplant Hospital (TXHS) , TXHS , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 66.7 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 0.0 , 66.7 , 33.3 , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2014,January
56,University of Texas Medical Branch at Galveston (TXJS) , TXJS , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2014,January
57,The Methodist Hospital (TXMH) , TXMH , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 33.3 , 33.3 , 33.3 , 0.0 , 66.7 , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2014,January
58,University of Utah Medical Center (UTMC) , UTMC , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2014,January
59,Medical College of Virginia Hospitals (VAMC) , VAMC , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2014,January
60,University of Virginia Health Sciences Center (VAUV) , VAUV , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 25.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 25.0 , 75.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 25.0 , 0.0 , 75.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 4 ,D,2014,January
61,Fletcher Allen Health Care (VTMC) , VTMC , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2014,January
62,Aurora St. Luke's Medical Center (WISL) , WISL , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2014,January
63,University of Wisconsin Hospital and Clinics (WIUW) , WIUW , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 11.1 , 44.4 , 0.0 , 0.0 , 0.0 , 38.9 , 16.7 , 44.4 , 11.1 , 22.2 , 61.1 , 5.6 , 0.0 , 0.0 , 44.4 , 55.6 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 18 ,D,2014,January
1,UMass Memorial Medical Center (MAUM),MAUM,TX1,2019-07-07 19:00:00,PA,0,0,0,100,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
2,Georgetown University Medical Center (DCGU),DCGU,TX1,2019-07-07 19:00:00,PA,22.222222222,0,44.444444444,0,11.111111111,0,0,11.111111111,22.222222222,0,66.666666667,55.555555556,22.222222222,11.111111111,11.111111111,0,0,22.222222222,77.777777778,0,0,100,0,77.777777778,0,22.222222222,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,D,2019,May
3,University of Maryland Medical System (MDUM),MDUM,TX1,2019-07-07 19:00:00,PA,0,0,0,0,66.666666667,0,0,0,66.666666667,0,33.333333333,0,50,16.666666667,33.333333333,0,0,66.666666667,33.333333333,0,0,100,0,33.333333333,0,66.666666667,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,D,2019,May
4,Hackensack University Medical Center (NJHK),NJHK,TX1,2019-07-07 19:00:00,PA,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
5,Allegheny General Hospital (PAAG),PAAG,TX1,2019-07-07 19:00:00,PA,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
6,UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2019-07-07 19:00:00,PA,100,0,0,0,0,0,0,0,66.666666667,0,33.333333333,100,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,D,2019,May
7,University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2019-07-07 19:00:00,PA,0,0,0,66.666666667,33.333333333,0,0,0,66.666666667,0,33.333333333,0,100,0,0,0,0,66.666666667,33.333333333,0,0,100,0,33.333333333,0,66.666666667,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,D,2019,May
8,Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2019-07-07 19:00:00,PA,0,0,0,0,0,0,0,50,50,0,0,0,100,0,0,0,0,100,0,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,May
9,Inova Fairfax Hospital (VAFH),VAFH,TX1,2019-07-07 19:00:00,PA,0,0,0,0,100,0,0,0,0,0,100,100,0,0,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
10,University of Alabama Hospital (ALUA),ALUA,TX1,2019-07-07 19:00:00,PA,0,0,0,100,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,May
11,AdventHealth Orlando (FLFH),FLFH,TX1,2019-07-07 19:00:00,PA,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
12,Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2019-07-07 19:00:00,PA,33.333333333,13.333333333,6.6666666667,13.333333333,6.6666666667,6.6666666667,0,0,46.666666667,0,53.333333333,46.666666667,33.333333333,20,0,0,0,26.666666667,73.333333333,0,0,100,0,80,0,20,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,D,2019,May
13,Mayo Clinic Florida (FLSL),FLSL,TX1,2019-07-07 19:00:00,PA,0,0,0,0,50,0,0,0,0,50,50,0,0,100,0,0,0,50,50,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,May
14,Tampa General Hospital (FLTG),FLTG,TX1,2019-07-07 19:00:00,PA,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
15,Piedmont Hospital (GAPH),GAPH,TX1,2019-07-07 19:00:00,PA,0,0,0,0,100,0,0,0,0,0,100,0,0,50,0,50,0,50,50,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,May
16,Willis-Knighton Medical Center (LAWK),LAWK,TX1,2019-07-07 19:00:00,PA,0,0,0,0,100,0,0,0,50,0,50,0,0,100,0,0,0,0,100,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,May
17,Integris Baptist Medical Center (OKBC),OKBC,TX1,2019-07-07 19:00:00,PA,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
18,Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2019-07-07 19:00:00,PA,0,0,0,33.333333333,33.333333333,0,0,0,100,0,0,66.666666667,0,0,0,33.333333333,0,66.666666667,33.333333333,0,0,100,0,33.333333333,0,66.666666667,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,D,2019,May
19,Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2019-07-07 19:00:00,PA,0,0,0,25,75,0,0,0,50,0,50,25,25,25,25,0,0,25,75,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,D,2019,May
20,Baylor University Medical Center (TXTX),TXTX,TX1,2019-07-07 19:00:00,PA,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
21,Banner-University Medical Center Phoenix (AZGS),AZGS,TX1,2019-07-07 19:00:00,PA,0,0,0,0,100,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
22,Mayo Clinic Hospital (AZMC),AZMC,TX1,2019-07-07 19:00:00,PA,0,0,0,50,25,0,0,0,25,0,75,0,50,25,25,0,0,25,75,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,D,2019,May
23,University of California Irvine Medical Center (CAIM),CAIM,TX1,2019-07-07 19:00:00,PA,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
24,Loma Linda University Medical Center (CALL),CALL,TX1,2019-07-07 19:00:00,PA,0,0,0,0,50,0,0,0,50,0,50,50,50,0,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,May
25,Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2019-07-07 19:00:00,PA,50,0,0,50,0,0,0,0,0,0,100,50,50,0,0,0,0,100,0,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,May
26,Sharp Memorial Hospital (CASH),CASH,TX1,2019-07-07 19:00:00,PA,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
27,St. Vincent Medical Center (CASV),CASV,TX1,2019-07-07 19:00:00,PA,0,0,0,0,100,0,0,0,0,0,100,0,100,0,0,0,0,0,100,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
28,University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2019-07-07 19:00:00,PA,33.333333333,0,0,33.333333333,33.333333333,0,0,0,33.333333333,33.333333333,33.333333333,33.333333333,66.666666667,0,0,0,0,100,0,0,0,100,0,66.666666667,0,33.333333333,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,D,2019,May
29,Intermountain Medical Center (UTLD),UTLD,TX1,2019-07-07 19:00:00,PA,0,0,0,100,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,May
30,University of Utah Medical Center (UTMC),UTMC,TX1,2019-07-07 19:00:00,PA,0,0,0,50,50,0,0,0,50,0,50,50,50,0,0,0,0,50,50,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,May
31,Northwestern Memorial Hospital (ILNM),ILNM,TX1,2019-07-07 19:00:00,PA,0,0,0,33.333333333,33.333333333,0,0,0,33.333333333,33.333333333,33.333333333,0,33.333333333,66.666666667,0,0,0,33.333333333,66.666666667,0,0,100,0,33.333333333,0,66.666666667,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,D,2019,May
32,Rush University Medical Center (ILPL),ILPL,TX1,2019-07-07 19:00:00,PA,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
33,University of Chicago Medical Center (ILUC),ILUC,TX1,2019-07-07 19:00:00,PA,0,0,0,0,100,0,0,0,100,0,0,0,50,0,50,0,0,50,50,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,May
34,University of Illinois Medical Center (ILUI),ILUI,TX1,2019-07-07 19:00:00,PA,0,0,0,0,0,0,0,50,50,0,0,0,100,0,0,0,0,50,50,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,May
35,Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2019-07-07 19:00:00,PA,0,0,0,50,12.5,12.5,0,0,37.5,12.5,50,0,50,12.5,37.5,0,0,75,25,0,0,100,0,62.5,0,37.5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,D,2019,May
36,"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2019-07-07 19:00:00,PA,0,25,0,0,50,0,0,25,0,50,25,25,0,50,25,0,0,75,25,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,D,2019,May
37,University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2019-07-07 19:00:00,PA,0,0,0,22.727272727,50,0,0,4.5454545455,27.272727273,22.727272727,45.454545455,9.0909090909,50,22.727272727,18.181818182,0,0,63.636363636,36.363636364,0,0,100,0,86.363636364,0,13.636363636,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,D,2019,May
38,University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2019-07-07 19:00:00,PA,0,0,0,0,50,0,0,0,0,100,0,0,50,50,0,0,0,100,0,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,May
39,MercyOne Des Moines Transplant Center (IAMH),IAMH,TX1,2019-07-07 19:00:00,PA,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
40,Barnes-Jewish Hospital (MOBH),MOBH,TX1,2019-07-07 19:00:00,PA,0,0,0,0,66.666666667,0,0,0,66.666666667,0,33.333333333,66.666666667,33.333333333,0,0,0,0,66.666666667,33.333333333,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,D,2019,May
41,The Nebraska Medical Center (NEUN),NEUN,TX1,2019-07-07 19:00:00,PA,62.5,0,0,25,12.5,0,0,0,50,12.5,37.5,87.5,0,12.5,0,0,0,12.5,87.5,0,0,100,0,62.5,0,37.5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,D,2019,May
42,NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2019-07-07 19:00:00,PA,33.333333333,0,0,33.333333333,33.333333333,0,0,0,33.333333333,33.333333333,33.333333333,66.666666667,0,33.333333333,0,0,0,33.333333333,66.666666667,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,D,2019,May
43,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2019-07-07 19:00:00,PA,0,0,0,100,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
44,Montefiore Medical Center (NYMA),NYMA,TX1,2019-07-07 19:00:00,PA,0,0,0,0,100,0,0,0,50,0,50,0,50,50,0,0,0,0,100,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,May
45,Mount Sinai Medical Center (NYMS),NYMS,TX1,2019-07-07 19:00:00,PA,0,0,0,100,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,May
