ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2021-07-06 19:00:00,HR,4,6,6,52,52,52,,,0,,,2021,5
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2021-07-06 19:00:00,HR,0,1,5,10,10,12,,,,,,2021,5
Houston Methodist Hospital (TXMH),TXMH,TX1,2021-07-06 19:00:00,HR,1,5,7,72,72,88,,,,,,2021,5
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2021-07-06 19:00:00,HR,0,2,14,64,64,86,,,0,,,2021,5
Scott and White Memorial Hospital (TXSW),TXSW,TX1,2021-07-06 19:00:00,HR,1,2,5,14,14,24,,,,,,2021,5
Texas Children's Hospital (TXTC),TXTC,TX1,2021-07-06 19:00:00,HR,0,0,0,2,2,3,0,0,5,53,53,2021,5
Baylor University Medical Center (TXTX),TXTX,TX1,2021-07-06 19:00:00,HR,4,8,27,120,120,145,,,,,,2021,5
Intermountain Medical Center (UTLD),UTLD,TX1,2021-07-06 19:00:00,HR,1,2,6,34,34,37,,,,,,2021,5
University of Utah Medical Center (UTMC),UTMC,TX1,2021-07-06 19:00:00,HR,2,4,4,56,56,51,,,,,,2021,5
Primary Children's Hospital (UTPC),UTPC,TX1,2021-07-06 19:00:00,HR,,,0,,,2,1,1,2,25,25,2021,5
Inova Fairfax Hospital (VAFH),VAFH,TX1,2021-07-06 19:00:00,HR,1,2,7,58,58,49,,,,,,2021,5
Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2021-07-06 19:00:00,HR,0,1,6,54,54,56,0,0,,1,1,2021,5
Hunter Holmes McGuire Veterans Administration Medical Center (VAMV),VAMV,TX1,2021-07-06 19:00:00,HR,0,0,2,16,16,25,,,,,,2021,5
Sentara Norfolk General Hospital (VANG),VANG,TX1,2021-07-06 19:00:00,HR,3,6,13,44,44,51,,,,,,2021,5
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2021-07-06 19:00:00,HR,3,4,7,32,32,26,0,1,3,26,26,2021,5
Seattle Children's Hospital (WACH),WACH,TX1,2021-07-06 19:00:00,HR,0,1,1,3,3,2,1,1,3,42,42,2021,5
Providence Sacred Heart Medical Center & Children's Hospital (WASH),WASH,TX1,2021-07-06 19:00:00,HR,0,1,2,26,26,23,,,0,,,2021,5
University of Washington Medical Center (WAUW),WAUW,TX1,2021-07-06 19:00:00,HR,9,13,16,155,155,138,,,,,,2021,5
Children's Hospital of Wisconsin (WICH),WICH,TX1,2021-07-06 19:00:00,HR,0,0,,1,1,,1,2,5,18,18,2021,5
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2021-07-06 19:00:00,HR,0,1,3,29,29,17,,,,,,2021,5
Aurora St. Luke's Medical Center (WISL),WISL,TX1,2021-07-06 19:00:00,HR,3,3,8,60,60,53,,,,,,2021,5
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2021-07-06 19:00:00,HR,2,5,6,64,64,37,,,,,,2021,5
West Virginia University Hospital (WVWU),WVWU,TX1,2021-07-06 19:00:00,HR,0,0,,5,5,,,,,,,2021,5
University of Alabama Hospital (ALUA) , ALUA , TX1 , 2014/03/20 , Heart , 0 , 1 , 8 , 47 , 47 , 37 , 0 , 0 , 0 , 14 , 14 ,2013,7
Baptist Medical Center (ARBH) , ARBH , TX1 , 2014/03/20 , Heart , 0 , 1 , 6 , 23 , 23 , 24 ,   ,   ,   ,   ,   ,2013,7
Arkansas Children's Hospital (ARCH) , ARCH , TX1 , 2014/03/20 , Heart , 0 , 1 , 1 , 3 , 3 , 2 , 2 , 8 , 15 , 60 , 60 ,2013,7
Phoenix Children's Hospital (AZCH) , AZCH , TX1 , 2014/03/20 , Heart ,   ,   ,   ,   ,   ,   , 0 , 0 ,   , 8 , 8 ,2013,7
Mayo Clinic Hospital (AZMC) , AZMC , TX1 , 2014/03/20 , Heart , 2 , 2 , 5 , 43 , 43 , 45 ,   ,   ,   ,   ,   ,2013,7
St. Joseph's Hospital and Medical Center (AZSJ) , AZSJ , TX1 , 2014/03/20 , Heart ,   ,   ,   ,   ,   ,   , 0 , 0 ,   , 9 , 9 ,2013,7
"University Medical Center, Univ of Arizona (AZUA) ", AZUA , TX1 , 2014/03/20 , Heart , 0 , 2 , 11 , 27 , 27 , 44 , 0 , 0 , 0 , 3 , 3 ,2013,7
Childrens Hospital Los Angeles (CACL) , CACL , TX1 , 2014/03/20 , Heart ,   ,   , 0 ,   ,   , 1 , 0 , 0 , 1 , 7 , 7 ,2013,7
Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2014/03/20 , Heart , 5 , 16 , 18 , 203 , 203 , 67 ,   ,   ,   ,   ,   ,2013,7
Loma Linda University Medical Center (CALL) , CALL , TX1 , 2014/03/20 , Heart , 1 , 2 , 6 , 26 , 26 , 22 , 1 , 1 , 5 , 25 , 25 ,2013,7
Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2014/03/20 , Heart , 0 , 0 ,   , 3 , 3 ,   , 2 , 4 , 1 , 33 , 33 ,2013,7
California Pacific Medical Center (CAPM) , CAPM , TX1 , 2014/03/20 , Heart , 1 , 4 , 6 , 26 , 26 , 16 ,   ,   ,   ,   ,   ,2013,7
University of California San Diego Medical Center (CASD) , CASD , TX1 , 2014/03/20 , Heart , 1 , 4 ,   , 14 , 14 ,   ,   ,   ,   ,   ,   ,2013,7
University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2014/03/20 , Heart , 0 , 1 , 5 , 16 , 16 , 39 ,   ,   , 0 ,   ,   ,2013,7
Sutter Memorial Hospital (CASG) , CASG , TX1 , 2014/03/20 , Heart , 0 , 0 , 3 , 23 , 23 , 11 ,   ,   ,   ,   ,   ,2013,7
Sharp Memorial Hospital (CASH) , CASH , TX1 , 2014/03/20 , Heart , 0 , 0 , 4 , 30 , 30 , 32 ,   ,   , 0 ,   ,   ,2013,7
Stanford University Medical Center (CASU) , CASU , TX1 , 2014/03/20 , Heart , 2 , 6 , 24 , 72 , 72 , 111 ,   ,   , 5 ,   ,   ,2013,7
University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2014/03/20 , Heart , 1 , 7 , 31 , 74 , 74 , 175 , 1 , 3 , 5 , 29 , 29 ,2013,7
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2014/03/20 , Heart , 1 , 4 , 7 , 36 , 36 , 53 ,   ,   ,   ,   ,   ,2013,7
Children's Hospital Colorado (COCH) , COCH , TX1 , 2014/03/20 , Heart , 0 , 0 , 0 , 7 , 7 , 2 , 1 , 3 , 7 , 29 , 29 ,2013,7
University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2014/03/20 , Heart , 1 , 4 , 5 , 45 , 45 , 29 ,   ,   ,   ,   ,   ,2013,7
Hartford Hospital (CTHH) , CTHH , TX1 , 2014/03/20 , Heart , 0 , 4 , 6 , 42 , 42 , 28 ,   ,   ,   ,   ,   ,2013,7
Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2014/03/20 , Heart , 1 , 2 , 4 , 32 , 32 , 27 ,   ,   ,   ,   ,   ,2013,7
Washington Hospital Center (DCWH) , DCWH , TX1 , 2014/03/20 , Heart , 4 , 5 , 4 , 24 , 24 , 15 ,   ,   , 0 ,   ,   ,2013,7
Alfred I DuPont Hospital for Children (DEAI) , DEAI , TX1 , 2014/03/20 , Heart ,   ,   ,   ,   ,   ,   , 0 , 3 , 1 , 10 , 10 ,2013,7
All Children's Hospital (FLAC) , FLAC , TX1 , 2014/03/20 , Heart ,   ,   ,   ,   ,   ,   , 0 , 0 , 4 , 13 , 13 ,2013,7
Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2014/03/20 , Heart , 0 , 0 ,   , 1 , 1 ,   ,   ,   ,   ,   ,   ,2013,7
Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD) , FLJD , TX1 , 2014/03/20 , Heart ,   ,   ,   ,   ,   ,   , 0 , 0 ,   , 6 , 6 ,2013,7
Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2014/03/20 , Heart , 0 , 5 , 3 , 65 , 65 , 61 , 0 , 0 , 3 , 2 , 2 ,2013,7
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2014/03/20 , Heart , 2 , 5 , 9 , 65 , 65 , 51 ,   ,   ,   ,   ,   ,2013,7
Tampa General Hospital (FLTG) , FLTG , TX1 , 2014/03/20 , Heart , 5 , 11 , 19 , 132 , 132 , 121 ,   ,   ,   ,   ,   ,2013,7
Shands Hospital at The University of Florida (FLUF) , FLUF , TX1 , 2014/03/20 , Heart , 2 , 8 , 12 , 60 , 60 , 65 , 0 , 1 , 2 , 23 , 23 ,2013,7
Children's Healthcare of Atlanta at Egleston (GAEH) , GAEH , TX1 , 2014/03/20 , Heart , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 3 , 3 , 35 , 35 ,2013,7
Emory University Hospital (GAEM) , GAEM , TX1 , 2014/03/20 , Heart , 6 , 9 , 9 , 65 , 65 , 60 ,   ,   ,   ,   ,   ,2013,7
Georgia Health Sciences Medical Center (GAMC) , GAMC , TX1 , 2014/03/20 , Heart ,   ,   , 0 ,   ,   , 2 ,   ,   ,   ,   ,   ,2013,7
Piedmont Hospital (GAPH) , GAPH , TX1 , 2014/03/20 , Heart , 1 , 1 ,   , 1 , 1 ,   ,   ,   ,   ,   ,   ,2013,7
Saint Joseph's Hospital of Atlanta (GASJ) , GASJ , TX1 , 2014/03/20 , Heart , 3 , 7 , 6 , 32 , 32 , 24 ,   ,   ,   ,   ,   ,2013,7
Hawaii Medical Center East (HISF) , HISF , TX1 , 2014/03/20 , Heart ,   ,   , 1 ,   ,   , 3 ,   ,   ,   ,   ,   ,2013,7
University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2014/03/20 , Heart , 0 , 2 , 3 , 27 , 27 , 25 , 0 , 0 , 1 , 2 , 2 ,2013,7
Advocate Christ Medical Center (ILCH) , ILCH , TX1 , 2014/03/20 , Heart , 1 , 5 , 2 , 25 , 25 , 13 ,   ,   ,   ,   ,   ,2013,7
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM) , ILCM , TX1 , 2014/03/20 , Heart , 0 , 0 , 1 , 1 , 1 , 2 , 1 , 2 , 4 , 37 , 37 ,2013,7
Loyola University Medical Center (ILLU) , ILLU , TX1 , 2014/03/20 , Heart , 0 , 2 , 8 , 28 , 28 , 44 ,   ,   ,   ,   ,   ,2013,7
Northwestern Memorial Hospital (ILNM) , ILNM , TX1 , 2014/03/20 , Heart , 0 , 3 , 9 , 43 , 43 , 60 ,   ,   ,   ,   ,   ,2013,7
Rush University Medical Center (ILPL) , ILPL , TX1 , 2014/03/20 , Heart , 2 , 2 , 5 , 6 , 6 , 20 ,   ,   ,   ,   ,   ,2013,7
University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2014/03/20 , Heart , 5 , 8 , 10 , 56 , 56 , 51 , 0 , 0 ,   , 3 , 3 ,2013,7
Indiana University Health (INIM) , INIM , TX1 , 2014/03/20 , Heart , 0 , 2 , 10 , 44 , 44 , 27 , 0 , 1 , 0 , 11 , 11 ,2013,7
Lutheran Hospital of Fort Wayne (INLH) , INLH , TX1 , 2014/03/20 , Heart , 1 , 2 , 10 , 14 , 14 , 22 ,   ,   ,   ,   ,   ,2013,7
St Vincent Hospital and Health Care Center (INSV) , INSV , TX1 , 2014/03/20 , Heart , 1 , 6 , 8 , 55 , 55 , 39 ,   ,   ,   ,   ,   ,2013,7
"Via Christi Hospitals Wichita, Inc. (KSFW) ", KSFW , TX1 , 2014/03/20 , Heart ,   ,   , 2 ,   ,   , 8 ,   ,   ,   ,   ,   ,2013,7
Jewish Hospital (KYJH) , KYJH , TX1 , 2014/03/20 , Heart , 2 , 7 , 5 , 37 , 37 , 23 ,   ,   ,   ,   ,   ,2013,7
Kosair Children's Hospital (KYKC) , KYKC , TX1 , 2014/03/20 , Heart ,   ,   ,   ,   ,   ,   , 0 , 1 , 3 , 3 , 3 ,2013,7
University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2014/03/20 , Heart , 0 , 2 , 2 , 20 , 20 , 20 ,   ,   ,   ,   ,   ,2013,7
Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2014/03/20 , Heart , 3 , 3 , 7 , 55 , 55 , 49 , 0 , 0 ,   , 5 , 5 ,2013,7
Tulane Medical Center (LATU) , LATU , TX1 , 2014/03/20 , Heart , 0 , 1 , 6 , 12 , 12 , 12 , 0 , 0 ,   , 1 , 1 ,2013,7
Boston Children's Hospital (MACH) , MACH , TX1 , 2014/03/20 , Heart ,   ,   , 2 ,   ,   , 3 , 1 , 2 , 5 , 29 , 29 ,2013,7
Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2014/03/20 , Heart , 1 , 3 , 9 , 28 , 28 , 48 ,   ,   ,   ,   ,   ,2013,7
Tufts Medical Center (MANM) , MANM , TX1 , 2014/03/20 , Heart , 3 , 4 , 12 , 40 , 40 , 58 ,   ,   ,   ,   ,   ,2013,7
Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2014/03/20 , Heart , 2 , 3 , 7 , 43 , 43 , 50 ,   ,   , 0 ,   ,   ,2013,7
Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2014/03/20 , Heart , 1 , 3 , 13 , 32 , 32 , 28 , 0 , 3 , 3 , 14 , 14 ,2013,7
University of Maryland Medical System (MDUM) , MDUM , TX1 , 2014/03/20 , Heart , 0 , 2 , 16 , 29 , 29 , 44 ,   ,   ,   ,   ,   ,2013,7
Children's Hospital of Michigan (MICH) , MICH , TX1 , 2014/03/20 , Heart , 0 , 1 ,   , 2 , 2 ,   , 0 , 2 , 3 , 7 , 7 ,2013,7
Henry Ford Hospital (MIHF) , MIHF , TX1 , 2014/03/20 , Heart , 2 , 2 , 5 , 21 , 21 , 27 ,   ,   ,   ,   ,   ,2013,7
Spectrum Health (MISH) , MISH , TX1 , 2014/03/20 , Heart , 1 , 2 ,   , 19 , 19 ,   ,   ,   ,   ,   ,   ,2013,7
University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2014/03/20 , Heart , 0 , 5 , 9 , 80 , 80 , 77 , 1 , 1 , 2 , 13 , 13 ,2013,7
Abbott Northwestern Hospital (MNAN) , MNAN , TX1 , 2014/03/20 , Heart , 2 , 2 , 2 , 37 , 37 , 9 , 0 , 0 ,   , 1 , 1 ,2013,7
Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2014/03/20 , Heart , 2 , 2 , 4 , 44 , 44 , 46 , 0 , 0 , 2 , 10 , 10 ,2013,7
"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2014/03/20 , Heart , 1 , 3 , 9 , 36 , 36 , 74 , 3 , 3 , 2 , 21 , 21 ,2013,7
Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2014/03/20 , Heart , 5 , 7 , 10 , 78 , 78 , 55 ,   ,   ,   ,   ,   ,2013,7
Cardinal Glennon Children's Hospital (MOCG) , MOCG , TX1 , 2014/03/20 , Heart ,   ,   ,   ,   ,   ,   , 1 , 1 , 0 , 4 , 4 ,2013,7
St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2014/03/20 , Heart , 0 , 0 , 3 , 4 , 4 , 5 , 1 , 5 , 14 , 50 , 50 ,2013,7
St Luke's Hospital of Kansas City (MOLH) , MOLH , TX1 , 2014/03/20 , Heart , 3 , 5 , 13 , 103 , 103 , 86 , 0 , 0 ,   , 1 , 1 ,2013,7
University of Mississippi Medical Center (MSUM) , MSUM , TX1 , 2014/03/20 , Heart , 5 , 5 , 4 , 25 , 25 , 23 , 0 , 1 ,   , 4 , 4 ,2013,7
Wake Forest Baptist Medical Center (NCBG) , NCBG , TX1 , 2014/03/20 , Heart , 0 , 0 , 3 , 24 , 24 , 19 ,   ,   , 0 ,   ,   ,2013,7
Carolinas Medical Center (NCCM) , NCCM , TX1 , 2014/03/20 , Heart , 2 , 2 , 2 , 39 , 39 , 47 , 1 , 1 , 1 , 7 , 7 ,2013,7
Duke University Hospital (NCDU) , NCDU , TX1 , 2014/03/20 , Heart , 2 , 11 , 21 , 129 , 129 , 109 , 0 , 3 , 0 , 18 , 18 ,2013,7
University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2014/03/20 , Heart , 0 , 3 , 11 , 34 , 34 , 32 , 0 , 0 , 1 , 4 , 4 ,2013,7
The Nebraska Medical Center (NEUN) , NEUN , TX1 , 2014/03/20 , Heart , 2 , 4 , 5 , 46 , 46 , 27 , 0 , 0 , 1 , 2 , 2 ,2013,7
Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2014/03/20 , Heart , 4 , 9 , 17 , 141 , 141 , 87 ,   ,   , 0 ,   ,   ,2013,7
Robert Wood Johnson University Hospital (NJRW) , NJRW , TX1 , 2014/03/20 , Heart , 0 , 0 , 2 , 28 , 28 , 26 ,   ,   ,   ,   ,   ,2013,7
Albany Medical Center Hospital (NYAM) , NYAM , TX1 , 2014/03/20 , Heart ,   ,   , 0 ,   ,   , 2 ,   ,   ,   ,   ,   ,2013,7
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2014/03/20 , Heart , 5 , 12 , 34 , 146 , 146 , 162 , 0 , 2 , 7 , 51 , 51 ,2013,7
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL) ", NYFL , TX1 , 2014/03/20 , Heart , 1 , 2 , 8 , 24 , 24 , 38 ,   ,   ,   ,   ,   ,2013,7
Montefiore Medical Center (NYMA) , NYMA , TX1 , 2014/03/20 , Heart , 0 , 2 , 2 , 45 , 45 , 22 , 0 , 2 , 0 , 18 , 18 ,2013,7
Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2014/03/20 , Heart , 5 , 10 , 7 , 61 , 61 , 33 , 1 , 1 , 4 , 9 , 9 ,2013,7
Westchester Medical Center (NYWC) , NYWC , TX1 , 2014/03/20 , Heart , 2 , 4 , 3 , 38 , 38 , 23 ,   ,   ,   ,   ,   ,2013,7
The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2014/03/20 , Heart , 2 , 8 , 17 , 115 , 115 , 130 , 1 , 1 , 4 , 8 , 8 ,2013,7
Nationwide Children's Hospital (OHCH) , OHCH , TX1 , 2014/03/20 , Heart , 1 , 1 ,   , 2 , 2 ,   , 2 , 2 , 3 , 9 , 9 ,2013,7
Children's Hospital Medical Center (OHCM) , OHCM , TX1 , 2014/03/20 , Heart ,   ,   ,   ,   ,   ,   , 0 , 1 , 1 , 22 , 22 ,2013,7
Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2014/03/20 , Heart , 0 , 3 , 9 , 34 , 34 , 33 ,   ,   ,   ,   ,   ,2013,7
University of Cincinnati  Medical Center (OHUC) , OHUC , TX1 , 2014/03/20 , Heart ,   ,   , 1 ,   ,   , 3 ,   ,   ,   ,   ,   ,2013,7
University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2014/03/20 , Heart , 0 , 2 , 2 , 6 , 6 , 7 ,   ,   ,   ,   ,   ,2013,7
Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2014/03/20 , Heart , 2 , 4 , 9 , 30 , 30 , 30 ,   ,   , 1 ,   ,   ,2013,7
Providence Portland Medical Center (ORPM) , ORPM , TX1 , 2014/03/20 , Heart , 0 , 1 , 0 , 3 , 3 , 5 ,   ,   ,   ,   ,   ,2013,7
Oregon Health & Science University (ORUO) , ORUO , TX1 , 2014/03/20 , Heart , 2 , 2 , 6 , 45 , 45 , 40 , 0 , 0 , 0 , 1 , 1 ,2013,7
Allegheny General Hospital (PAAG) , PAAG , TX1 , 2014/03/20 , Heart , 2 , 7 , 5 , 59 , 59 , 34 ,   ,   ,   ,   ,   ,2013,7
Children's Hospital of Pittsburgh of UPMC (PACH) , PACH , TX1 , 2014/03/20 , Heart , 0 , 0 , 0 , 2 , 2 , 1 , 0 , 0 , 3 , 26 , 26 ,2013,7
Children's Hospital of Philadelphia (PACP) , PACP , TX1 , 2014/03/20 , Heart , 0 , 0 ,   , 1 , 1 ,   , 1 , 1 , 6 , 24 , 24 ,2013,7
Penn State Milton S Hershey Medical Center (PAHE) , PAHE , TX1 , 2014/03/20 , Heart , 1 , 4 , 10 , 30 , 30 , 37 ,   ,   ,   ,   ,   ,2013,7
Hahnemann University Hospital (PAHM) , PAHM , TX1 , 2014/03/20 , Heart , 1 , 1 , 5 , 19 , 19 , 26 ,   ,   ,   ,   ,   ,2013,7
University of Pittsburgh Medical Center (PAPT) , PAPT , TX1 , 2014/03/20 , Heart , 10 , 16 , 22 , 86 , 86 , 135 ,   ,   ,   ,   ,   ,2013,7
Thomas Jefferson University Hospital (PATJ) , PATJ , TX1 , 2014/03/20 , Heart , 2 , 4 , 8 , 26 , 26 , 42 ,   ,   ,   ,   ,   ,2013,7
Temple University Hospital (PATU) , PATU , TX1 , 2014/03/20 , Heart , 2 , 2 , 2 , 8 , 8 , 13 ,   ,   ,   ,   ,   ,2013,7
Hospital of the University of Pennsylvania (PAUP) , PAUP , TX1 , 2014/03/20 , Heart , 9 , 14 , 22 , 122 , 122 , 119 , 0 , 0 ,   , 1 , 1 ,2013,7
Cardiovascular Center of Puerto Rico and the Caribbean (PRCC) , PRCC , TX1 , 2014/03/20 , Heart , 2 , 3 , 3 , 13 , 13 , 23 , 0 , 0 , 0 , 2 , 2 ,2013,7
Medical University of South Carolina (SCMU) , SCMU , TX1 , 2014/03/20 , Heart , 0 , 1 , 7 , 35 , 35 , 31 , 1 , 3 , 3 , 10 , 10 ,2013,7
Baptist Memorial Hospital (TNBM) , TNBM , TX1 , 2014/03/20 , Heart , 1 , 5 , 8 , 28 , 28 , 24 ,   ,   ,   ,   ,   ,2013,7
Saint Thomas Hospital (TNST) , TNST , TX1 , 2014/03/20 , Heart , 3 , 4 , 12 , 18 , 18 , 39 ,   ,   ,   ,   ,   ,2013,7
Vanderbilt University Medical Center (TNVU) , TNVU , TX1 , 2014/03/20 , Heart , 0 , 2 , 3 , 59 , 59 , 43 , 0 , 0 , 6 , 22 , 22 ,2013,7
Children's Medical Center of Dallas (TXCM) , TXCM , TX1 , 2014/03/20 , Heart , 0 , 0 , 0 , 1 , 1 , 1 , 0 , 2 , 10 , 28 , 28 ,2013,7
Seton Medical Center (TXCT) , TXCT , TX1 , 2014/03/20 , Heart , 1 , 3 , 6 , 27 , 27 , 21 ,   ,   ,   ,   ,   ,2013,7
Medical City Dallas Hospital (TXHD) , TXHD , TX1 , 2014/03/20 , Heart , 0 , 1 , 6 , 44 , 44 , 56 ,   ,   ,   ,   ,   ,2013,7
St Luke's Medical Center (TXHI) , TXHI , TX1 , 2014/03/20 , Heart , 8 , 18 , 18 , 113 , 113 , 87 ,   ,   ,   ,   ,   ,2013,7
Methodist Specialty and Transplant Hospital (TXHS) , TXHS , TX1 , 2014/03/20 , Heart , 4 , 6 , 6 , 54 , 54 , 30 , 0 , 0 , 1 , 3 , 3 ,2013,7
University of Texas Medical Branch at Galveston (TXJS) , TXJS , TX1 , 2014/03/20 , Heart , 1 , 2 , 3 , 14 , 14 , 13 ,   ,   ,   ,   ,   ,2013,7
The Methodist Hospital (TXMH) , TXMH , TX1 , 2014/03/20 , Heart , 7 , 10 , 6 , 59 , 59 , 55 ,   ,   ,   ,   ,   ,2013,7
Christus Santa Rosa Hospital Medical Center (TXRM) , TXRM , TX1 , 2014/03/20 , Heart , 0 , 1 , 3 , 7 , 7 , 14 ,   ,   , 1 ,   ,   ,2013,7
University Hospital - St. Paul (TXSP) , TXSP , TX1 , 2014/03/20 , Heart , 0 , 5 , 4 , 56 , 56 , 29 ,   ,   ,   ,   ,   ,2013,7
Scott and White Memorial Hospital (TXSW) , TXSW , TX1 , 2014/03/20 , Heart , 1 , 4 ,   , 23 , 23 ,   ,   ,   ,   ,   ,   ,2013,7
Texas Children's Hospital (TXTC) , TXTC , TX1 , 2014/03/20 , Heart , 0 , 1 , 1 , 5 , 5 , 1 , 1 , 2 , 6 , 32 , 32 ,2013,7
Baylor University Medical Center (TXTX) , TXTX , TX1 , 2014/03/20 , Heart , 3 , 7 , 8 , 68 , 68 , 51 ,   ,   ,   ,   ,   ,2013,7
Intermountain Medical Center (UTLD) , UTLD , TX1 , 2014/03/20 , Heart , 0 , 0 , 2 , 37 , 37 , 37 ,   ,   ,   ,   ,   ,2013,7
University of Utah Medical Center (UTMC) , UTMC , TX1 , 2014/03/20 , Heart , 1 , 3 , 6 , 39 , 39 , 26 ,   ,   ,   ,   ,   ,2013,7
Primary Children's Medical Center (UTPC) , UTPC , TX1 , 2014/03/20 , Heart ,   ,   , 0 ,   ,   , 1 , 0 , 2 , 2 , 17 , 17 ,2013,7
Inova Fairfax Hospital (VAFH) , VAFH , TX1 , 2014/03/20 , Heart , 3 , 6 , 7 , 39 , 39 , 35 ,   ,   ,   ,   ,   ,2013,7
Medical College of Virginia Hospitals (VAMC) , VAMC , TX1 , 2014/03/20 , Heart , 3 , 6 , 14 , 50 , 50 , 45 , 0 , 0 ,   , 1 , 1 ,2013,7
Hunter Holmes McGuire Veterans Administration Medical Center (VAMV) , VAMV , TX1 , 2014/03/20 , Heart , 1 , 1 , 3 , 13 , 13 , 11 ,   ,   ,   ,   ,   ,2013,7
Sentara Norfolk General Hospital (VANG) , VANG , TX1 , 2014/03/20 , Heart , 1 , 2 , 3 , 28 , 28 , 32 ,   ,   ,   ,   ,   ,2013,7
University of Virginia Health Sciences Center (VAUV) , VAUV , TX1 , 2014/03/20 , Heart , 5 , 7 , 3 , 41 , 41 , 26 , 0 , 0 , 3 , 3 , 3 ,2013,7
Seattle Children's Hospital (WACH) , WACH , TX1 , 2014/03/20 , Heart , 0 , 0 ,   , 1 , 1 ,   , 1 , 2 , 3 , 28 , 28 ,2013,7
Sacred Heart Medical Center (WASH) , WASH , TX1 , 2014/03/20 , Heart , 2 , 3 , 0 , 23 , 23 , 26 , 0 , 0 ,   , 1 , 1 ,2013,7
University of Washington Medical Center (WAUW) , WAUW , TX1 , 2014/03/20 , Heart , 5 , 6 , 4 , 59 , 59 , 51 , 0 , 0 ,   , 1 , 1 ,2013,7
Children's Hospital of Wisconsin (WICH) , WICH , TX1 , 2014/03/20 , Heart , 0 , 0 , 2 , 2 , 2 , 2 , 0 , 5 , 5 , 39 , 39 ,2013,7
Froedtert Memorial Lutheran Hospital (WISE) , WISE , TX1 , 2014/03/20 , Heart , 0 , 0 , 1 , 3 , 3 , 3 ,   ,   ,   ,   ,   ,2013,7
Aurora St. Luke's Medical Center (WISL) , WISL , TX1 , 2014/03/20 , Heart , 5 , 14 , 4 , 112 , 112 , 27 ,   ,   ,   ,   ,   ,2013,7
University of Wisconsin Hospital and Clinics (WIUW) , WIUW , TX1 , 2014/03/20 , Heart , 0 , 4 , 4 , 39 , 39 , 40 ,   ,   ,   ,   ,   ,2013,7
Children's of Alabama (ALCH),ALCH,TX1,2019-07-07 19:00:00,HR,,,0,,,1,0,1,3,20,20,2019,5
University of Alabama Hospital (ALUA),ALUA,TX1,2019-07-07 19:00:00,HR,0,0,6,47,47,51,,,,,,2019,5
Baptist Medical Center (ARBH),ARBH,TX1,2019-07-07 19:00:00,HR,0,2,4,42,42,28,,,,,,2019,5
