ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
The Christ Hospital (OHTC),OHTC,TX1,2019-01-06 18:00:00,KI,0,0,8,100,100,93.0434782608696,98.8365390456956,96.6602104923068,91.2696687662623,1.67645064735217,4.41833815695776,10.2145804462732,143,143,115,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2019-01-06 18:00:00,KI,1,5,17,99.5412844036697,97.4589136030625,90.9574468085106,98.7428535155741,96.3197500108154,91.5454732338494,2.75153992382898,7.09824842492572,16.0236688716086,218,218,188,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
University Hospitals of Cleveland (OHUH),OHUH,TX1,2019-01-06 18:00:00,KI,4,11,28,98.2222222222222,94.7358024691358,85.4922279792746,98.3974253750659,95.2544095679856,87.3345401154564,3.61909203261736,10.1998546135871,23.9652655775026,225,225,193,0,1,1,100,85.7142857142857,99.0113232330716,98.1515691316642,89.648927218695,0.0795088533780572,0.142033021797219,1.6196080487484,8,8,2018,11
Integris Baptist Medical Center (OKBC),OKBC,TX1,2019-01-06 18:00:00,KI,3,5,22,98.7603305785124,97.8267523722069,90.1345291479821,98.7237155379994,96.2212678830957,89.7033877819127,3.10283208696248,8.63716246704573,22.9968193187866,242,242,223,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Children's Hospital of Oklahoma (OKCM),OKCM,TX1,2019-01-06 18:00:00,KI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,100,98.8343583026456,97.6924147496372,91.9705953977853,0.211066738946098,0.405622037595253,1.38134381492778,18,18,2018,11
OU Medical Center (OKMD),OKMD,TX1,2019-01-06 18:00:00,KI,0,2,9,100,97.1331194867682,88.3116883116883,98.4081726278669,95.2324923931096,88.2682699720146,1.3821315513564,3.80388963114081,8.80437295877657,86,86,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Saint Francis Hospital (OKSF),OKSF,TX1,2019-01-06 18:00:00,KI,0,7,10,100,89.8366606170599,89.5833333333333,98.5769412286065,95.7734437985798,88.3752083214499,1.09117154937791,2.95660957676375,11.3942803772348,76,76,96,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
St John Medical Center (OKSJ),OKSJ,TX1,2019-01-06 18:00:00,KI,1,2,6,99.1150442477876,97.9625437332785,91.304347826087,98.6215834292717,95.9266657640351,90.7404216165208,1.56795672718846,4.3367206145968,6.59801892603292,113,113,69,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Legacy Good Samaritan Hospital and Medical Center (ORGS),ORGS,TX1,2019-01-06 18:00:00,KI,5,11,20,97.7272727272727,94.7021943573668,88.6363636363636,98.927325828619,96.8829441906751,91.3698938245385,2.35021003336742,6.37174906551877,14.7700827003022,220,220,176,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Oregon Health & Science University (ORUO),ORUO,TX1,2019-01-06 18:00:00,KI,6,7,13,97.2727272727273,96.672278338945,93.4343434343434,98.8168162699448,96.4921089165912,90.998051832173,2.57143565142134,7.11110417146121,18.1759233228526,220,220,198,0,0,0,100,100,98.9238131026411,97.9245147669256,92.3661793683953,0.281383644082592,0.521650887976664,1.19954308887442,26,26,2018,11
VA Portland Health Care System (ORVA),ORVA,TX1,2019-01-06 18:00:00,KI,1,3,4,99,96.7594936708861,96.2962962962963,98.3903568194487,95.1963148133568,88.156757579993,1.61904504237706,4.66963274210624,13.5899490556362,100,100,108,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Albert Einstein Medical Center (PAAE),PAAE,TX1,2019-01-06 18:00:00,KI,2,3,23,98.7261146496815,98.0891719745223,85.0649350649351,98.5378313180385,95.6112129300514,87.9219836519558,2.29634119808534,6.38230879333973,17.8738070440597,157,157,154,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Allegheny General Hospital (PAAG),PAAG,TX1,2019-01-06 18:00:00,KI,6,13,15,97.4248927038627,94.2144004603544,91.1764705882353,98.3214772301205,95.0858857441609,88.223420123024,3.8964887478914,10.8134439002332,20.284338722188,233,233,170,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Crozer-Chester Medical Center (PACC),PACC,TX1,2019-01-06 18:00:00,KI,0,3,3,100,89.7867564534231,82.3529411764706,98.5281277620932,95.6177331253107,84.3069647177373,0.49005990703648,1.39079383228846,2.55259031372104,33,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2019-01-06 18:00:00,KI,0,0,0,100,100,100,99.4008194589714,98.3915409442073,93.0383484522921,0.0300533082572821,0.0811071194085035,0.362151535150041,5,5,5,0,0,1,100,100,99.0048224805253,98.1347022359979,90.8853507048406,0.350149220589391,0.629760654873216,2.46972095457996,35,35,2018,11
Children's Hospital of Philadelphia (PACP),PACP,TX1,2019-01-06 18:00:00,KI,0,0,0,100,100,100,99.4504746931131,98.5238681927146,95.4882920221805,0.00551040751586132,0.00984207361055574,0.0461665426433702,1,1,1,0,0,2,100,100,99.0113232330716,98.1515691316642,91.4075471210624,0.377667053545772,0.663086749960065,3.07982652132633,38,38,2018,11
Geisinger Medical Center (PAGM),PAGM,TX1,2019-01-06 18:00:00,KI,2,3,8,98.1132075471698,96.9019333799208,88.8888888888889,98.8517988040687,96.6394929763266,91.9765951672036,1.21156047090344,3.3531869149022,5.48182583176677,106,106,72,0,0,1,100,100,98.8596390069922,97.758008232784,88.3259069684902,0.0688235882751055,0.136110843824641,0.38306291087762,6,6,2018,11
Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2019-01-06 18:00:00,KI,1,4,11,98.2758620689655,92.72030651341,83.8235294117647,98.7723802201657,96.4422646585465,89.9332570879716,0.707239996957136,1.91834985780126,6.56884867526034,58,58,68,0,0,0,100,100,99.0288252591576,98.196980004612,92.1138026647832,0.126903899678952,0.232874049570114,1.48995011636326,13,13,2018,11
Pinnacle Health System at Harrisburg Hospital (PAHH),PAHH,TX1,2019-01-06 18:00:00,KI,0,4,15,100,95.2657004830918,84.5360824742268,98.885704063723,96.7814991601397,91.8959042017025,1.00983052414427,2.6680443821973,7.52670350830177,90,90,97,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Hahnemann University Hospital (PAHM),PAHM,TX1,2019-01-06 18:00:00,KI,0,1,14,100,99.1304347826087,85.2631578947368,98.3559738867502,95.1258610772649,88.1463572103267,1.91171989761656,5.35390621950445,11.2094597392511,115,115,95,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
The Lankenau Hospital (PALH),PALH,TX1,2019-01-06 18:00:00,KI,0,2,9,100,96.865671641791,84.4827586206896,98.7425941670229,96.3008577928229,87.8788130540021,0.848842841324557,2.46328301765351,7.04640722947645,67,67,58,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Lehigh Valley Hospital (PALV),PALV,TX1,2019-01-06 18:00:00,KI,5,10,34,97.7477477477478,95.4954954954955,82.1052631578947,98.3502099413184,95.1294520313346,88.6280939754423,3.63638804051871,10.0595884770559,20.3923480865144,222,222,190,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
UPMC Hamot (PAPH),PAPH,TX1,2019-01-06 18:00:00,KI,0,0,0,100,100,0,98.9840974956197,97.1271391941479,0,0.133228441594013,0.340458398610095,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2019-01-06 18:00:00,KI,3,21,61,99.3839835728953,95.3340704470068,86.5934065934066,98.5557227533584,95.7557344928672,89.0325135913075,7.07165230253772,19.7570049136548,49.4380261740551,487,487,455,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
St. Christopher's Hospital for Children (PASC),PASC,TX1,2019-01-06 18:00:00,KI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,98.7837968939525,97.5612277833438,87.8291025054907,0.0122365937326478,0.0246900278144384,0.278171056343997,1,1,2018,11
Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2019-01-06 18:00:00,KI,3,7,21,98.7012987012987,96.7109518833657,90.4109589041096,98.4938182212463,95.5522458675031,88.1059223017228,3.47861859712888,9.62700311376198,26.1701973373143,231,231,219,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Temple University Hospital (PATU),PATU,TX1,2019-01-06 18:00:00,KI,2,3,13,98.1651376146789,97.2477064220184,85.7142857142857,98.3826683061635,95.1888607553991,86.4856812174248,1.76241232227743,5.00881048517987,11.9793943239345,109,109,91,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2019-01-06 18:00:00,KI,4,21,40,99.1285403050109,95.1624222673819,91.0313901345291,98.7426534962987,96.2986737260196,89.5734215044725,5.77372241367827,15.8901127255366,47.0784905081905,459,459,446,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
VA Pittsburgh Healthcare System (PAVA),PAVA,TX1,2019-01-06 18:00:00,KI,2,5,8,98.4615384615385,95.9238699444885,91.304347826087,98.478427233024,95.465864048691,86.5929387950537,1.98271694706464,5.54348176324423,12.6177180799692,130,130,92,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Geisinger Wyoming Valley Medical Ctr (PAWV),PAWV,TX1,2019-01-06 18:00:00,KI,0,0,3,0,0,90.9090909090909,0,0,91.7173375075952,0,0,2.74128276079395,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2019-01-06 18:00:00,KI,3,11,23,98.4210526315789,93.8618840093865,89.3518518518518,98.6183249933146,95.8745013296471,90.8862170716812,2.63540206316127,7.40877048056861,19.141602747004,190,190,216,0,0,0,100,100,98.7837968939525,97.5612277833438,91.3542965078324,0.0122365937326478,0.0246900278144384,0.0904248707963061,1,1,2018,11
Rhode Island Hospital (RIRH),RIRH,TX1,2019-01-06 18:00:00,KI,0,6,10,100,94.8481439820023,91.2280701754386,98.5811338629892,95.8118530750924,88.0341469314662,1.81861662724545,5.12422607855662,13.1536695455315,127,127,114,0,0,1,100,100,98.7837968939525,97.5612277833438,91.0959711015163,0.0734195623958868,0.133400349945972,0.608679131675281,6,6,2018,11
Medical University of South Carolina (SCMU),SCMU,TX1,2019-01-06 18:00:00,KI,4,18,53,99.2063492063492,96.0817397825272,87.1980676328503,98.425035057782,95.3237485236452,87.0698065541355,8.00382068244001,22.1380563150687,52.8838311189392,504,504,414,0,0,2,100,100,98.9979393307704,98.1168431699983,89.1707607275165,0.171254300488762,0.30291949553339,3.1539001437549,17,17,2018,11
Avera McKennan Hospital (SDMK),SDMK,TX1,2019-01-06 18:00:00,KI,1,3,7,98.6301369863014,95.8904109589041,87.719298245614,98.6836692768281,96.1244418049526,88.2008831150555,0.966547965784589,2.64786893906692,6.68591856707955,73,73,57,0,0,0,100,100,98.7837968939525,97.5612277833438,91.5496042748106,0.0122365937326478,0.0246900278144384,0.0882892373803473,1,1,2018,11
Sanford Health/USD Medical Center (SDSV),SDSV,TX1,2019-01-06 18:00:00,KI,0,1,5,100,98.2758620689655,86.8421052631579,98.5222565058073,95.6654241807675,87.9108057554479,0.865806563468354,2.3252919479465,4.39565504522059,58,58,38,0,0,0,100,100,98.7837968939525,97.5612277833438,87.4262632962094,0.0122365937326478,0.0246900278144384,0.275546007891037,1,1,2018,11
Erlanger Medical Center (TNEM),TNEM,TX1,2019-01-06 18:00:00,KI,3,3,3,95.2380952380952,95.2380952380952,91.1764705882353,98.2777328435407,94.8733479981025,87.9641402426143,1.07595001809162,2.90278432882181,4.20734106370946,63,63,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2019-01-06 18:00:00,KI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,86.6666666666667,86.6666666666667,98.9961548104636,98.1122130417762,87.001544250573,0.141993358376128,0.233223691326631,1.68351773364907,15,15,2018,11
Methodist University Hospital (TNMH),TNMH,TX1,2019-01-06 18:00:00,KI,10,19,34,96.5156794425087,93.1891394385642,87.5,98.3719546613544,95.1876155186324,86.9591780075756,4.61708770384857,12.7153235546955,36.0222193479012,287,287,272,0,0,0,0,0,0,0,84.2949795010242,0,0,0.170847877901752,0,0,2018,11
Centennial Medical Center (TNPV),TNPV,TX1,2019-01-06 18:00:00,KI,3,3,24,89.2857142857143,89.2857142857143,76,98.5393693920977,95.7118859072493,87.564587219287,0.36176571696446,0.901007061313668,10.6915201755998,28,28,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Saint Thomas Hospital (TNST),TNST,TX1,2019-01-06 18:00:00,KI,0,4,9,100,95.2604166666667,82.6923076923077,98.3065137653535,95.0231185674139,88.0671131559498,1.644864725169,4.34172762658705,5.94258082011786,96,96,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
University of Tennessee Medical Center at Knoxville (TNUK),TNUK,TX1,2019-01-06 18:00:00,KI,3,9,11,98.0263157894737,93.1286549707602,89.2156862745098,98.4654293834176,95.4544340170929,87.7063081504224,2.34075457081371,6.38499419706588,12.3527134865944,152,152,102,0,0,1,100,100,98.7837968939525,97.5612277833438,90.8015780913912,0.0244731874652956,0.0420101471585476,0.3382391657693,2,2,2018,11
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2019-01-06 18:00:00,KI,4,15,58,99.0846681922197,96.2059496567506,87.4458874458875,98.5951047657042,95.8565625531785,89.2671856491782,6.18443863026554,17.2889816380911,48.7471695562871,437,437,462,0,0,3,100,100,98.8930095367297,97.8445916305376,91.9573859711189,0.278338998591507,0.500855306167047,1.66710989618936,25,25,2018,11
Nashville Veterans Administration Hospital (TNVU),TNVU,VA1,2019-01-06 18:00:00,KI,1,3,8,98,93.4054054054054,84.6153846153846,98.3806735774018,95.1660256314569,86.7134381834084,0.816375581718215,2.23157670087283,6.7661805835879,50,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2019-01-06 18:00:00,KI,1,6,24,99.3589743589744,95.7983193277311,87.3684210526315,98.6771695203499,96.0635252552769,89.1735627016636,2.07556989313159,5.69610075018577,20.2250168633075,156,156,190,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2019-01-06 18:00:00,KI,2,6,19,98.974358974359,96.281179138322,88.8235294117647,98.6554134649561,96.0698091090572,90.3997800176036,2.62872464872985,7.07185542316405,15.9514105693287,195,195,170,1,1,1,97.6190476190476,97.6190476190476,98.8163006566838,97.6455622616753,90.8350284257906,0.494371261729815,0.960552286848617,4.12506426102328,42,42,2018,11
Cook Children's Medical Center (TXCF),TXCF,TX1,2019-01-06 18:00:00,KI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,92.8571428571428,92.8571428571428,98.7837968939525,97.5612277833438,87.1101182402214,0.338288313463716,0.639967874179284,1.34543352364299,28,28,2018,11
Children's Medical Center of Dallas (TXCM),TXCM,TX1,2019-01-06 18:00:00,KI,0,0,0,0,0,100,0,0,90.9923058770726,0,0,0.0943952338472614,0,0,1,0,3,3,100,88.0434782608696,98.897560063512,97.856398457504,91.8517999938052,0.310452805668669,0.576498783294781,3.07725938686312,28,28,2018,11
Driscoll Children's Hospital (TXDC),TXDC,TX1,2019-01-06 18:00:00,KI,0,0,0,100,100,100,98.9493995894175,96.8215249254893,93.6168642347672,0.0422477831737637,0.118670750646559,0.0659596452854635,4,4,1,0,1,2,100,94.4444444444444,98.8343583026456,97.6924147496372,90.7569780663643,0.211066738946098,0.397524327087078,1.81737663777508,18,18,2018,11
North Austin Medical Center (TXDM),TXDM,TX1,2019-01-06 18:00:00,KI,0,1,11,100,98.6486486486486,83.5820895522388,98.8874222511375,96.7610145511997,90.9102975334973,0.829588550681911,2.26547099031947,5.32455588098547,74,74,67,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Doctor's Hospital at Renaissance (TXDR),TXDR,TX1,2019-01-06 18:00:00,KI,0,0,0,100,100,0,98.6578764567215,96.0916320190458,0,0.0677545569808193,0.161868850899379,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Texas Health Harris Methodist Fort Worth Hospital (TXFW),TXFW,TX1,2019-01-06 18:00:00,KI,0,3,0,100,95.6197576887232,0,98.2259722576566,94.7120792225538,0,1.32730618565195,3.72077141939067,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Medical City Dallas Hospital (TXHD),TXHD,TX1,2019-01-06 18:00:00,KI,2,7,5,98.5401459854015,94.7267890033426,93.1506849315069,98.4021754249244,95.2618486172598,89.0155447707373,2.20348166170435,6.17283539635737,8.39504290149854,137,137,73,0,0,0,100,100,98.9658179652477,98.0335008620002,91.0892417220404,0.0519910204216764,0.0827061507157254,0.468573058061221,5,5,2018,11
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2019-01-06 18:00:00,KI,2,6,12,98.6928104575163,95.8981293666892,92.3566878980892,98.0139073296567,94.1276154187746,85.3989090704012,3.06761351599918,8.57716121906942,23.8380100656381,153,153,157,0,0,3,100,100,98.8596390069922,97.758008232784,89.6010281592007,0.137647176550211,0.255536345416794,2.06043211014591,12,12,2018,11
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2019-01-06 18:00:00,KI,1,4,20,99.6491228070175,98.4036668247195,89.5287958115183,98.7008917226269,96.1659728474729,90.0380956264151,3.72636517968571,10.4889514961837,19.1109690056606,285,285,191,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2019-01-06 18:00:00,KI,12,31,100,98.4415584415584,95.7297464440322,85.7954545454546,98.700155564898,96.2587674560975,90.8326791687148,10.0467644845191,26.9453508955235,61.5742926997268,770,770,704,0,0,0,100,100,98.9354811200319,97.9547886822241,92.8794351327277,0.0642276141543242,0.116711612292322,0.148087858959414,6,6,2018,11
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2019-01-06 18:00:00,KI,5,12,15,97.3544973544974,93.4790077647221,82.5581395348837,98.2399317146817,94.7479602842567,88.4833824965779,3.33818803453337,9.36060812925945,9.81941319504915,189,189,86,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Las Palmas Medical Center (TXLP),TXLP,TX1,2019-01-06 18:00:00,KI,1,9,9,98.989898989899,90.0252525252525,82.3529411764706,98.1609645327044,94.5395686420396,90.4075444594415,1.84045414739084,4.97828393434724,4.53598532803352,99,99,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Methodist Dallas Medical Center (TXMC),TXMC,TX1,2019-01-06 18:00:00,KI,1,3,8,99.4047619047619,98.2142857142857,93.7984496124031,98.1449551216026,94.5270558706416,89.5224291802255,3.1540546909165,8.69643553902599,13.9568548525479,168,168,129,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Houston Methodist Hospital (TXMH),TXMH,TX1,2019-01-06 18:00:00,KI,6,12,47,98.7041036717063,97.2746226544651,89.0951276102088,98.723834783028,96.2894418450657,89.7108602234032,5.933276014187,16.0352760852834,43.5147108442642,463,463,431,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Medical City Fort Worth (TXPL),TXPL,TX1,2019-01-06 18:00:00,KI,4,5,2,98.6159169550173,98.1944814124745,97.4025974025974,97.998323725988,94.052732732072,89.0648642392741,5.82191508102579,16.6209320885701,8.90060468709302,289,289,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Parkland Health and Hospital System (TXPM),TXPM,TX1,2019-01-06 18:00:00,KI,0,0,4,100,100,92.4528301886792,98.7133766419152,96.1533569694803,89.9121697837247,0.350153424252028,1.04262094588464,5.40065444119695,27,27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Christus Santa Rosa Hospital Medical Center (TXRM),TXRM,TX1,2019-01-06 18:00:00,KI,1,4,6,97.9591836734694,91.3403199117485,85,98.5911137844795,95.8100789791714,88.2626091633098,0.695594920784316,1.92729837959883,4.50553094432031,49,49,40,0,0,1,100,100,98.7837968939525,97.5612277833438,88.1158916474737,0.0122365937326478,0.0173201193441092,0.496050208127934,1,1,2018,11
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2019-01-06 18:00:00,KI,2,3,15,98.1818181818182,97.2727272727273,86.3636363636364,98.8681532215061,96.6777396818719,89.4165978493859,1.24919386606403,3.40207167900668,11.3808818469199,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Scott and White Memorial Hospital (TXSW),TXSW,TX1,2019-01-06 18:00:00,KI,1,7,20,99.5327102803738,96.3347956004832,80.5825242718447,98.0043287212539,94.0994704138096,88.5740154716407,4.29049645621921,11.5655620214,11.3269060764028,214,214,103,0,0,0,0,0,0,0,90.9393843320144,0,0,0.191595095458262,0,0,2018,11
Texas Children's Hospital (TXTC),TXTC,TX1,2019-01-06 18:00:00,KI,0,0,0,100,100,100,99.2435586039575,97.8149589801984,93.8271203225283,0.0455726090993377,0.132708811620203,0.191178888987442,6,6,3,0,1,5,100,98.4848484848485,98.8941126947375,97.8474538916204,90.5912515701171,0.734079600422254,1.30594764689002,4.5111864371466,66,66,2018,11
Baylor University Medical Center (TXTX),TXTX,TX1,2019-01-06 18:00:00,KI,6,12,24,98.0830670926518,96.0679363235274,90.625,98.8484201914959,96.6230202914466,89.8133356976571,3.60208533499044,9.79211369873741,25.8816815656798,313,313,256,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
East Texas Medical Center (TXTY),TXTY,TX1,2019-01-06 18:00:00,KI,0,6,22,100,90.1260504201681,81.9672131147541,98.3907352099475,95.2825087324312,87.0907699812053,1.10812778294686,3.022048480895,15.2475048670288,68,68,122,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
Michael E. DeBakey VA Medical Center (TXVA),TXVA,TX1,2019-01-06 18:00:00,KI,0,2,0,100,93.9393939393939,100,98.2865368302854,94.9026803933792,82.742143740624,0.571230112457499,1.51220926447882,0.759813235443181,33,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,11
