ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ACT_C3Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2014/12/16 , Lung , 2 , 3 , 15 ,91.3,86.96, 61.08 , 95.99 , 85.13 , 67.51 , 0.93 , 2.92 , 11.38 , 23 , 23 , 39 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2014/12/16 , Lung , 1 , 5 , 10 ,98.73,92.56, 81.82 , 97.30 , 89.66 , 66.77 , 2.14 , 7.49 , 19.65 , 79 , 79 , 55 , 0 , 0 ,0, 100.00 , 100.00 ,0,0,0,0,0,0,0, 1 , 1 ,2014,12
Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2014/12/16 , Lung , 10 , 19 , 47 ,93.75,87.24, 68.17 , 97.14 , 89.10 , 66.57 , 4.52 , 16.00 , 51.78 , 160 , 160 , 148 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2014/12/16 , Lung , 1 , 1 , 2 ,0,0, 33.33 , 97.83 , 91.54 , 53.35 , 0.00 , 0.00 , 1.54 , 1 , 1 , 3 , 1 , 5 , 15 , 95.45 , 77.01 , 57.87 ,0,0,0,0,0,0, 22 , 22 ,2014,12
Duke University Hospital (NCDU) , NCDU , TX1 , 2014/12/16 , Lung , 6 , 42 , 93 ,98.03,84.87, 65.78 , 95.97 , 85.01 , 62.27 , 12.44 , 43.27 , 107.07 , 304 , 304 , 274 , 0 , 1 , 6 , 100.00 , 50.00 , 33.33 ,0,0,0,0,0,0, 3 , 3 ,2014,12
University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2014/12/16 , Lung , 0 , 3 , 13 ,100,83.52, 55.17 , 96.58 , 87.17 , 66.75 , 0.80 , 2.56 , 7.91 , 23 , 23 , 29 , 0 , 1 , 2 , 100.00 , 0.00 , 60.00 ,0,0,0,0,0,0, 1 , 1 ,2014,12
Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2014/12/16 , Lung , 5 , 7 , 12 ,70.59,58.82, 50.00 , 96.84 , 87.98 , 68.15 , 0.42 , 1.29 , 6.05 , 17 , 17 , 24 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2014/12/16 , Lung , 4 , 12 , 32 ,97.52,92.37, 74.88 , 96.51 , 86.83 , 67.16 , 5.67 , 20.27 , 45.48 , 161 , 161 , 130 , 0 , 0 , 1 , 100.00 , 100.00 , 66.67 ,0,0,0,0,0,0, 2 , 2 ,2014,12
The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2014/12/16 , Lung , 8 , 27 , 129 ,96.9,88.95, 58.75 , 96.38 , 86.44 , 64.06 , 9.47 , 33.15 , 110.75 , 258 , 258 , 313 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Nationwide Children's Hospital (OHCH) , OHCH , TX1 , 2014/12/16 , Lung , 0 , 0 , 2 ,100,100, 0.00 , 98.52 , 94.17 , 66.68 , 0.06 , 0.21 , 0.59 , 4 , 4 , 2 , 0 , 0 , 0 , 100.00 , 100.00 , 100.00 ,0,0,0,0,0,0, 3 , 3 ,2014,12
Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2014/12/16 , Lung , 0 , 0 , 1 ,100,100, 50.00 , 97.90 , 91.82 , 70.35 , 0.09 , 0.22 , 0.46 , 4 , 4 , 2 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2014/12/16 , Lung , 1 , 1 , 6 ,66.67,66.67, 45.45 , 96.80 , 87.76 , 67.72 , 0.08 , 0.31 , 2.54 , 3 , 3 , 11 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2014/12/16 , Lung , 4 , 5 , 11 ,90.48,88.1, 66.67 , 97.02 , 88.70 , 66.30 , 1.24 , 4.42 , 11.53 , 42 , 42 , 33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Allegheny General Hospital (PAAG) , PAAG , TX1 , 2014/12/16 , Lung ,0,0, 2 ,0,0, 33.33 ,0,0, 46.36 ,0,0, 1.12 ,0,0, 3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Children's Hospital of Pittsburgh of UPMC (PACH) , PACH , TX1 , 2014/12/16 , Lung , 0 , 0 ,0,100,100,0, 97.64 , 90.84 ,0, 0.02 , 0.10 ,0, 1 , 1 ,0, 0 , 1 , 0 , 100.00 , 75.00 , 100.00 ,0,0,0,0,0,0, 6 , 6 ,2014,12
Children's Hospital of Philadelphia (PACP) , PACP , TX1 , 2014/12/16 , Lung , 0 , 0 , 1 ,100,100, 50.00 , 95.22 , 82.11 , 68.06 , 0.05 , 0.20 , 0.67 , 1 , 1 , 2 , 2 , 2 , 4 , 77.78 , 77.78 , 42.86 ,0,0,0,0,0,0, 9 , 9 ,2014,12
University of Pittsburgh Medical Center (PAPT) , PAPT , TX1 , 2014/12/16 , Lung , 9 , 40 , 99 ,96.44,83.54, 67.34 , 96.76 , 87.80 , 68.20 , 8.28 , 28.39 , 95.08 , 253 , 253 , 304 , 1 , 1 ,0, 50.00 , 50.00 ,0,0,0,0,0,0,0, 2 , 2 ,2014,12
Temple University Hospital (PATU) , PATU , TX1 , 2014/12/16 , Lung , 1 , 3 , 16 ,97.56,92.68, 61.90 , 94.98 , 81.57 , 61.60 , 2.12 , 7.19 , 14.79 , 41 , 41 , 42 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Hospital of the University of Pennsylvania (PAUP) , PAUP , TX1 , 2014/12/16 , Lung , 8 , 19 , 39 ,93.16,83.07, 67.17 , 96.10 , 85.38 , 64.18 , 4.47 , 15.54 , 43.66 , 117 , 117 , 119 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Medical University of South Carolina (SCMU) , SCMU , TX1 , 2014/12/16 , Lung , 2 , 2 , 1 ,77.78,77.78, 66.67 , 96.05 , 85.39 , 59.88 , 0.27 , 0.88 , 1.45 , 9 , 9 , 3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Baptist Memorial Hospital (TNBM) , TNBM , TX1 , 2014/12/16 , Lung , 0 , 0 , 15 ,100,100, 25.00 , 98.29 , 93.32 , 67.20 , 0.02 , 0.07 , 3.58 , 1 , 1 , 20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Vanderbilt University Medical Center (TNVU) , TNVU , TX1 , 2014/12/16 , Lung , 1 , 1 , 11 ,97.96,97.96, 77.45 , 97.37 , 89.87 , 65.37 , 1.30 , 4.83 , 18.67 , 49 , 49 , 49 , 0 , 0 ,0, 100.00 , 100.00 ,0,0,0,0,0,0,0, 1 , 1 ,2014,12
"University Hospital, University of Texas Health Science Center (TXBC) ", TXBC , TX1 , 2014/12/16 , Lung , 3 , 8 , 26 ,95.89,87.27, 69.74 , 96.49 , 86.73 , 63.58 , 2.54 , 9.11 , 32.77 , 73 , 73 , 88 , 0 , 0 ,0, 100.00 , 100.00 ,0,0,0,0,0,0,0, 2 , 2 ,2014,12
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI) , TXHI , TX1 , 2014/12/16 , Lung , 1 , 5 , 7 ,96.88,81.23, 63.31 , 96.26 , 85.93 , 67.47 , 1.23 , 3.87 , 6.80 , 32 , 32 , 20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University of Texas Medical Branch at Galveston (TXJS) , TXJS , TX1 , 2014/12/16 , Lung , 1 , 1 , 7 ,93.33,93.33, 50.00 , 96.09 , 85.47 , 69.32 , 0.58 , 2.24 , 3.56 , 15 , 15 , 14 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
The Methodist Hospital (TXMH) , TXMH , TX1 , 2014/12/16 , Lung , 13 , 61 , 97 ,95.56,77.53, 56.47 , 94.90 , 81.50 , 59.33 , 15.14 , 50.31 , 88.67 , 293 , 293 , 227 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University Hospital - St. Paul (TXSP) , TXSP , TX1 , 2014/12/16 , Lung , 9 , 20 , 19 ,94.3,86.09, 66.02 , 96.71 , 87.53 , 65.65 , 5.15 , 17.69 , 19.93 , 158 , 158 , 56 , 0 , 0 ,0, 100.00 , 100.00 ,0,0,0,0,0,0,0, 2 , 2 ,2014,12
Scott and White Memorial Hospital (TXSW) , TXSW , TX1 , 2014/12/16 , Lung , 0 , 2 ,0,100,66.67,0, 96.04 , 85.17 ,0, 0.28 , 0.98 ,0, 7 , 7 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Texas Children's Hospital (TXTC) , TXTC , TX1 , 2014/12/16 , Lung , 0 , 0 , 2 ,100,100, 60.00 , 98.93 , 95.76 , 52.83 , 0.03 , 0.13 , 2.23 , 3 , 3 , 5 , 0 , 1 , 7 , 100.00 , 96.67 , 75.00 ,0,0,0,0,0,0, 30 , 30 ,2014,12
Baylor University Medical Center (TXTX) , TXTX , TX1 , 2014/12/16 , Lung , 3 , 10 , 13 ,95.08,82.45, 59.06 , 96.77 , 87.76 , 67.63 , 1.96 , 6.42 , 9.35 , 61 , 61 , 32 ,0,0, 0 ,0,0, 100.00 ,0,0,0,0,0,0,0,0,2014,12
University of Utah Medical Center (UTMC) , UTMC , TX1 , 2014/12/16 , Lung , 2 , 2 , 8 ,93.94,93.94, 60.00 , 97.47 , 90.31 , 69.06 , 0.82 , 2.85 , 4.53 , 33 , 33 , 20 ,0,0, 0 ,0,0, 100.00 ,0,0,0,0,0,0,0,0,2014,12
Inova Fairfax Hospital (VAFH) , VAFH , TX1 , 2014/12/16 , Lung , 1 , 4 , 27 ,98.33,91.89, 54.54 , 96.85 , 88.04 , 68.35 , 1.90 , 6.43 , 19.27 , 60 , 60 , 61 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University of Virginia Health Sciences Center (VAUV) , VAUV , TX1 , 2014/12/16 , Lung , 0 , 1 , 25 ,100,97.22, 50.61 , 97.35 , 89.82 , 69.60 , 0.97 , 3.56 , 13.35 , 36 , 36 , 52 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University of Washington Medical Center (WAUW) , WAUW , TX1 , 2014/12/16 , Lung , 3 , 9 , 39 ,97.35,90.98, 67.33 , 97.22 , 89.37 , 69.51 , 3.20 , 10.31 , 34.90 , 117 , 117 , 121 , 0 , 0 , 1 , 100.00 , 100.00 , 0.00 ,0,0,0,0,0,0, 2 , 2 ,2014,12
Froedtert Memorial Lutheran Hospital (WISE) , WISE , TX1 , 2014/12/16 , Lung , 0 , 1 , 0 ,100,93.33, 100.00 , 97.35 , 89.84 , 69.63 , 0.40 , 1.50 , 1.84 , 15 , 15 , 5 ,0,0, 0 ,0,0, 100.00 ,0,0,0,0,0,0,0,0,2014,12
Aurora St. Luke's Medical Center (WISL) , WISL , TX1 , 2014/12/16 , Lung , 1 , 1 , 10 ,66.67,66.67, 41.18 , 97.56 , 90.61 , 68.74 , 0.06 , 0.22 , 3.81 , 3 , 3 , 17 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University of Wisconsin Hospital and Clinics (WIUW) , WIUW , TX1 , 2014/12/16 , Lung , 2 , 6 , 26 ,97.8,92.99, 70.95 , 97.08 , 88.84 , 71.26 , 2.68 , 9.87 , 23.56 , 91 , 91 , 90 ,0,0, 0 ,0,0, 100.00 ,0,0,0,0,0,0,0,0,2014,12
University of Alabama Hospital (ALUA) , ALUA , TX1 , 2015/06/16 , Lung , 1 , 8 , 17 ,97.916666667,83.333333333, 63.043478261 , 96.791174095 , 87.663744892 , 66.846264007 , 1.5664356161 , 5.1127595062 , 13.944276833 , 48 , 48 , 46 , 0 , 0 , 0 , 100 , 100 , 100 , NA , NA , NA , NA , NA , NA , 1 , 1 ,2015,6
St. Joseph's Hospital and Medical Center (AZSJ) , AZSJ , TX1 , 2015/06/16 , Lung , 1 , 17 , 36 ,99.367088608,87.321547278, 56.576305257 , 96.658563152 , 87.187150898 , 65.172147409 , 5.3860412267 , 18.996749881 , 28.097291551 , 158 , 158 , 83 , NA , NA , 1 , NA , NA , 0 , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Banner University Medical Center-Tucson (AZUA) , AZUA , TX1 , 2015/06/16 , Lung , 2 , 3 , 20 ,33.333333333,0, 54.471390771 , 96.827989341 , 87.895012736 , 64.156623502 , 0.0345228983 , 0.0439084882 , 13.354251827 , 3 , 3 , 45 , NA , NA , 0 , NA , NA , 100 , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Childrens Hospital Los Angeles (CACL) , CACL , TX1 , 2015/06/16 , Lung , NA , NA , 2 , NA , NA , 0 , NA , NA , 71.683162826 , NA , NA , 0.3621551564 , NA , NA , 2 , NA , NA , 3 , NA , NA , 0 , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2015/06/16 , Lung , 3 , 9 , 12 ,93.181818182,75.974025974, 71.173469562 , 96.505131132 , 86.563057624 , 63.97982804 , 1.5037004597 , 4.9202645299 , 15.939654469 , 44 , 44 , 42 , 0 , 1 , NA , 100 , 0 , NA , NA , NA , NA , NA , NA , NA , 1 , 1 ,2015,6
Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2015/06/16 , Lung , NA , NA , 0 , NA , NA , 100 , NA , NA , 73.553880971 , NA , NA , 0.3071519739 , NA , NA , 1 , 0 , 1 , 1 , 100 , 83.333333333 , 75 , NA , NA , NA , NA , NA , NA , 6 , 6 ,2015,6
University of California San Diego Medical Center (CASD) , CASD , TX1 , 2015/06/16 , Lung , 2 , 6 , 12 ,95.918367347,87.755102041, 72.727272727 , 97.018333898 , 88.448180669 , 68.26166276 , 1.4779448247 , 5.1245324699 , 14.594082288 , 49 , 49 , 44 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2015/06/16 , Lung , 3 , 5 , 26 ,96.875,94.555555556, 73.47879898 , 95.505480723 , 83.21804536 , 64.988454083 , 4.4423217787 , 16.100412133 , 38.415498654 , 96 , 96 , 103 , NA , NA , 1 , NA , NA , 50 , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Stanford University Medical Center (CASU) , CASU , TX1 , 2015/06/16 , Lung , 2 , 13 , 36 ,97.826086957,84.868367637, 57.609040617 , 96.089941572 , 85.141136784 , 62.77032178 , 3.6878846429 , 12.697992842 , 32.133345852 , 92 , 92 , 86 , NA , NA , 0 , NA , NA , 100 , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2015/06/16 , Lung , 2 , 14 , 41 ,98.888888889,91.497371739, 70.644516375 , 96.775688955 , 87.552657775 , 67.89423933 , 5.8990885357 , 21.555612884 , 46.397574389 , 180 , 180 , 140 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2015/06/16 , Lung , 0 , 3 , 9 ,100,86.666666667, 70 , 96.665056514 , 87.310054073 , 69.481984846 , 0.9238365621 , 3.2298331564 , 8.8207701605 , 27 , 27 , 30 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2015/06/16 , Lung , 2 , 9 , 20 ,96.825396825,84.936831876, 69.696969721 , 96.635332174 , 87.09906435 , 68.812220432 , 2.133721641 , 7.7311855037 , 20.633715381 , 63 , 63 , 66 , NA , NA , 1 , NA , NA , 0 , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2015/06/16 , Lung , 0 , 1 , NA ,100,95, NA , 97.068808656 , 88.76139515 , NA , 0.7198674766 , 2.8801251985 , NA , 24 , 24 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2015/06/16 , Lung , 0 , 1 , 11 ,100,83.333333333, 56 , 96.824658926 , 87.656829835 , 66.445313359 , 0.1939292614 , 0.6641359801 , 6.8478174292 , 6 , 6 , 25 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2015/06/16 , Lung , 2 , 8 , 43 ,98.058252427,91.477314527, 60.081266639 , 95.951016916 , 84.781714391 , 62.468587217 , 4.165706579 , 15.191140892 , 39.159357362 , 103 , 103 , 108 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Tampa General Hospital (FLTG) , FLTG , TX1 , 2015/06/16 , Lung , 4 , 8 , 38 ,95.555555556,90.803418803, 70.622871552 , 96.392421587 , 86.199255578 , 64.488486177 , 3.238904333 , 11.605168078 , 48.741031669 , 90 , 90 , 132 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
UF Health Shands Hospital (FLUF) , FLUF , TX1 , 2015/06/16 , Lung , 2 , 16 , 34 ,96.49122807,71.148989899, 58.871851041 , 94.943038834 , 81.167235675 , 58.475575238 , 2.8976035218 , 9.9235313368 , 33.096758064 , 57 , 57 , 83 , 1 , 1 , NA , 66.666666667 , 66.666666667 , NA , NA , NA , NA , NA , NA , NA , 3 , 3 ,2015,6
Emory University Hospital (GAEM) , GAEM , TX1 , 2015/06/16 , Lung , 4 , 11 , 26 ,94.805194814,84.74576272, 68.633153312 , 96.082474367 , 85.032782392 , 65.136476192 , 2.9715785779 , 10.807243883 , 27.929678757 , 77 , 77 , 83 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2015/06/16 , Lung , 2 , 4 , 7 ,94.285714286,88.163265306, 82.051282051 , 97.31030445 , 89.517731341 , 69.751898227 , 0.9433704269 , 3.604334348 , 12.460696457 , 35 , 35 , 39 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Loyola University Medical Center (ILLU) , ILLU , TX1 , 2015/06/16 , Lung , 1 , 8 , 30 ,98.591549296,85.178254025, 65.742000361 , 96.529256255 , 86.664810456 , 63.136499405 , 2.516205163 , 8.5160176966 , 33.797074063 , 71 , 71 , 88 , 0 , 0 , 2 , 100 , 100 , 0 , NA , NA , NA , NA , NA , NA , 3 , 3 ,2015,6
University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2015/06/16 , Lung , 2 , 6 , 13 ,95.555555556,85.037037037, 53.571428571 , 96.900572409 , 87.963883613 , 64.350467615 , 1.3648203142 , 4.7953297835 , 7.6702620143 , 45 , 45 , 28 , NA , NA , 0 , NA , NA , 100 , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Indiana University Health (INIM) , INIM , TX1 , 2015/06/16 , Lung , 5 , 12 , 22 ,96.062992127,89.60395278, 75.175463444 , 97.461873124 , 90.053069987 , 69.173323068 , 3.1508825781 , 11.502575541 , 27.957372985 , 127 , 127 , 89 , 0 , 0 , NA , 100 , 100 , NA , NA , NA , NA , NA , NA , NA , 1 , 1 ,2015,6
Jewish Hospital (KYJH) , KYJH , TX1 , 2015/06/16 , Lung , 2 , 11 , 7 ,96,76.588235294, 68.84057971 , 96.379440145 , 86.148603688 , 69.815591204 , 1.8372652359 , 6.1633475302 , 6.7162774039 , 50 , 50 , 23 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2015/06/16 , Lung , 1 , 6 , 14 ,97.777777778,85.428645429, 62.054758107 , 96.486308884 , 86.505727926 , 63.204708065 , 1.6162489951 , 5.7405391803 , 13.105443487 , 45 , 45 , 38 , 0 , 0 , 0 , 100 , 100 , 100 , NA , NA , NA , NA , NA , NA , 3 , 3 ,2015,6
Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2015/06/16 , Lung , 2 , 6 , 17 ,96.153846154,88.461538462, 52.555282773 , 97.472311319 , 90.12103337 , 70.43887517 , 1.2944092053 , 4.3515490137 , 9.7429657449 , 52 , 52 , 37 , 0 , 1 , 1 , 100 , 0 , 50 , NA , NA , NA , NA , NA , NA , 1 , 1 ,2015,6
Boston Children's Hospital (MACH) , MACH , TX1 , 2015/06/16 , Lung , 0 , 0 , 3 ,100,100, 40 , 97.539127389 , 90.324264526 , 68.063693442 , 0.0748642945 , 0.2426839352 , 1.5112163613 , 3 , 3 , 5 , 1 , 2 , 4 , 90.909090909 , 80.808080808 , 60 , NA , NA , NA , NA , NA , NA , 11 , 11 ,2015,6
Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2015/06/16 , Lung , 2 , 5 , 6 ,94.736842105,84.936479129, 81.25 , 95.724674405 , 83.814672083 , 70.407080939 , 1.6328082222 , 5.8560947846 , 9.5050910692 , 38 , 38 , 32 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2015/06/16 , Lung , 2 , 11 , 20 ,96.825396825,80.935064935, 75.105155102 , 96.487965105 , 86.567154727 , 68.33293429 , 2.2156074582 , 7.3631937185 , 25.176870607 , 63 , 63 , 81 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2015/06/16 , Lung , 3 , 9 , 17 ,94.736842148,83.732057454, 72.332506203 , 97.125326781 , 88.875228727 , 64.458398621 , 1.5408410516 , 5.6004202118 , 22.050278592 , 57 , 57 , 62 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
University of Maryland Medical System (MDUM) , MDUM , TX1 , 2015/06/16 , Lung , 1 , 5 , 23 ,98.4375,91.836734694, 60.092551127 , 96.234672218 , 85.725838595 , 65.5990529 , 2.4617525978 , 9.1155530238 , 19.457352114 , 64 , 64 , 58 , 0 , 0 , NA , 100 , 100 , NA , NA , NA , NA , NA , NA , NA , 1 , 1 ,2015,6
Henry Ford Hospital (MIHF) , MIHF , TX1 , 2015/06/16 , Lung , 1 , 3 , 10 ,97.058823529,90.980392157, 62.378167641 , 96.277795925 , 85.746717761 , 68.257606632 , 1.2782593201 , 4.5472829241 , 7.5568912487 , 34 , 34 , 27 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Spectrum Health (MISH) , MISH , TX1 , 2015/06/16 , Lung , 1 , 3 , NA ,94.117647059,82.352941176, NA , 95.576408464 , 83.938110988 , NA , 0.7584130036 , 2.211835774 , NA , 17 , 17 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2015/06/16 , Lung , 1 , 7 , 16 ,98.717948718,90.476571246, 77.063464837 , 97.324373613 , 89.564349794 , 69.5876903 , 2.106567843 , 7.9322446488 , 22.002176476 , 78 , 78 , 70 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2015/06/16 , Lung , 0 , 0 , 18 ,100,100, 53.846153846 , 96.741528764 , 87.363551959 , 66.292287324 , 0.7966806552 , 2.8448034449 , 10.994187241 , 24 , 24 , 39 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2015/06/16 , Lung , 3 , 7 , 12 ,96.703296707,91.969568897, 78.571428571 , 97.514119775 , 90.249152381 , 67.398269903 , 2.1927598673 , 7.9090388729 , 19.453276465 , 91 , 91 , 56 , 0 , 0 , NA , 100 , 100 , NA , NA , NA , NA , NA , NA , NA , 1 , 1 ,2015,6
Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2015/06/16 , Lung , 13 , 21 , 45 ,91.772151899,85.611614205, 70.934081347 , 96.970867147 , 88.543087916 , 67.900488956 , 4.4253781701 , 15.339544737 , 52.369572054 , 158 , 158 , 155 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2015/06/16 , Lung , 1 , 1 , 0 ,0,0, 100 , 97.713320399 , 90.944122941 , 63.51544803 , 0.0021356552 , 0.0021356552 , 0.4538870336 , 1 , 1 , 1 , 0 , 4 , 17 , 100 , 75 , 54.736842303 , NA , NA , NA , NA , NA , NA , 16 , 16 ,2015,6
Duke University Hospital (NCDU) , NCDU , TX1 , 2015/06/16 , Lung , 8 , 37 , 98 ,97.183098592,85.825656536, 67.379576748 , 96.162894721 , 85.492097136 , 61.32114712 , 11.033991972 , 38.623272927 , 123.98915051 , 284 , 284 , 302 , 0 , 1 , 6 , 100 , 66.666666667 , 33.333333333 , NA , NA , NA , NA , NA , NA , 3 , 3 ,2015,6
University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2015/06/16 , Lung , 0 , 1 , 10 ,100,94.117647059, 58.333333333 , 96.645320548 , 87.113936935 , 69.690336577 , 0.8572425003 , 2.9946014922 , 6.1039937933 , 25 , 25 , 24 , 0 , 1 , 2 , 100 , 0 , 50 , NA , NA , NA , NA , NA , NA , 1 , 1 ,2015,6
Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2015/06/16 , Lung , 3 , 4 , 12 ,66.666666667,55.555555556, 55.555555556 , 97.082093357 , 88.656914795 , 68.925854748 , 0.1855904 , 0.5608906954 , 6.8646649081 , 9 , 9 , 27 , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,2015,6
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2015/06/16 , Lung , 3 , 17 , 31 ,98.136645963,88.369118748, 77.454056477 , 96.294158361 , 85.887296497 , 68.266841504 , 6.0663696997 , 21.466184348 , 46.175837514 , 161 , 161 , 138 , 0 , 0 , 1 , 100 , 100 , 75 , NA , NA , NA , NA , NA , NA , 2 , 2 ,2015,6
